Value.ElapsedTime,Value.Repetitions,Value.Scenario,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z,Value.Delay,Value.CurrentRepetition
,,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",2022-10-05 11:36:05 AM,,,707a89ee-0867-449e-ba8d-b5876c79ab6a,ApplicationStart,,,,,
0,10,,2022-10-05 11:48:13 AM,,false,707a89ee-0867-449e-ba8d-b5876c79ab6a,FingerNoseConfig,,,,,
0,,,2022-10-05 11:48:13 AM,FingerNoseData,,,LeftControllerPosition,-0.0509946271777153,0.6836508512496948,0.2686944007873535,,
0,,,2022-10-05 11:48:13 AM,FingerNoseData,,,RightControllerPosition,-0.051491618156433105,0.8933688998222351,0.13828429579734802,,
77,,,2022-10-05 11:48:13 AM,FingerNoseData,,,LeftControllerPosition,-0.05101223289966583,0.6826030015945435,0.26917847990989685,,
77,,,2022-10-05 11:48:13 AM,FingerNoseData,,,RightControllerPosition,-0.052740100771188736,0.8937391042709351,0.13681277632713318,,
161,,,2022-10-05 11:48:13 AM,FingerNoseData,,,LeftControllerPosition,-0.05061449483036995,0.6814852356910706,0.2697615921497345,,
161,,,2022-10-05 11:48:13 AM,FingerNoseData,,,RightControllerPosition,-0.05234380066394806,0.8931119441986084,0.1377033293247223,,
245,,,2022-10-05 11:48:13 AM,FingerNoseData,,,LeftControllerPosition,-0.050479706376791,0.6808071136474609,0.27009648084640503,,
245,,,2022-10-05 11:48:13 AM,FingerNoseData,,,RightControllerPosition,-0.05245797708630562,0.8936909437179565,0.13729026913642883,,
328,,,2022-10-05 11:48:13 AM,FingerNoseData,,,LeftControllerPosition,-0.05052947625517845,0.680619478225708,0.2701394855976105,,
328,,,2022-10-05 11:48:13 AM,FingerNoseData,,,RightControllerPosition,-0.052492257207632065,0.8941330909729004,0.1371849775314331,,
412,,,2022-10-05 11:48:13 AM,FingerNoseData,,,LeftControllerPosition,-0.050612274557352066,0.6802459955215454,0.2702747881412506,,
412,,,2022-10-05 11:48:13 AM,FingerNoseData,,,RightControllerPosition,-0.05229988321661949,0.8940619230270386,0.13737653195858002,,
495,,,2022-10-05 11:48:13 AM,FingerNoseData,,,LeftControllerPosition,-0.05046677589416504,0.6802625060081482,0.2701835632324219,,
495,,,2022-10-05 11:48:13 AM,FingerNoseData,,,RightControllerPosition,-0.051963891834020615,0.8942894339561462,0.13769546151161194,,
579,,,2022-10-05 11:48:14 AM,FingerNoseData,,,LeftControllerPosition,-0.050442785024642944,0.6800103783607483,0.2702989876270294,,
579,,,2022-10-05 11:48:14 AM,FingerNoseData,,,RightControllerPosition,-0.05184483155608177,0.8946624994277954,0.13787861168384552,,
662,,,2022-10-05 11:48:14 AM,FingerNoseData,,,LeftControllerPosition,-0.05053561180830002,0.6801162958145142,0.2703651487827301,,
662,,,2022-10-05 11:48:14 AM,FingerNoseData,,,RightControllerPosition,-0.0514918677508831,0.8944581151008606,0.13807396590709686,,
746,,,2022-10-05 11:48:14 AM,FingerNoseData,,,LeftControllerPosition,-0.05040775239467621,0.6798012256622314,0.2705250680446625,,
746,,,2022-10-05 11:48:14 AM,FingerNoseData,,,RightControllerPosition,-0.05093815177679062,0.894554853439331,0.13848285377025604,,
830,,,2022-10-05 11:48:14 AM,FingerNoseData,,,LeftControllerPosition,-0.050311896950006485,0.6799131035804749,0.2703888416290283,,
830,,,2022-10-05 11:48:14 AM,FingerNoseData,,,RightControllerPosition,-0.04882945492863655,0.8972124457359314,0.13946416974067688,,
913,,,2022-10-05 11:48:14 AM,FingerNoseData,,,LeftControllerPosition,-0.05039839819073677,0.6797629594802856,0.2706442177295685,,
913,,,2022-10-05 11:48:14 AM,FingerNoseData,,,RightControllerPosition,-0.03992457315325737,0.9092940092086792,0.14478959143161774,,
997,,,2022-10-05 11:48:14 AM,FingerNoseData,,,LeftControllerPosition,-0.04992646723985672,0.6836909055709839,0.2693231403827667,,
997,,,2022-10-05 11:48:14 AM,FingerNoseData,,,RightControllerPosition,-0.029257813468575478,0.9338034987449646,0.1533403992652893,,
1080,,,2022-10-05 11:48:14 AM,FingerNoseData,,,LeftControllerPosition,-0.04701409116387367,0.6453824639320374,0.29219743609428406,,
1080,,,2022-10-05 11:48:14 AM,FingerNoseData,,,RightControllerPosition,-0.020628701895475388,0.9628866910934448,0.16489721834659576,,
1164,,,2022-10-05 11:48:14 AM,FingerNoseData,,,LeftControllerPosition,-0.04552367702126503,0.6314148902893066,0.29983869194984436,,
1164,,,2022-10-05 11:48:14 AM,FingerNoseData,,,RightControllerPosition,-0.013990667648613453,0.9858584403991699,0.1807735711336136,,
1247,,,2022-10-05 11:48:14 AM,FingerNoseData,,,LeftControllerPosition,-0.04273892194032669,0.6255556344985962,0.3020314574241638,,
