Value.ElapsedTime,Value.Scenario,Value.Time,Value.TimerShowed,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z
,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",2022-10-05 11:36:05 AM,,,,707a89ee-0867-449e-ba8d-b5876c79ab6a,ApplicationStart,,,
0,,2022-10-05 11:53:29 AM,false,,false,707a89ee-0867-449e-ba8d-b5876c79ab6a,PegboardConfig,,,
0,,2022-10-05 11:53:29 AM,,PegboardData,,,LeftControllerPosition,-0.0850483775138855,-0.6081492900848389,0.26135268807411194
0,,2022-10-05 11:53:29 AM,,PegboardData,,,RightControllerPosition,-0.06863325834274292,-0.32211780548095703,0.17016518115997314
77,,2022-10-05 11:53:29 AM,,PegboardData,,,LeftControllerPosition,-0.0850483775138855,-0.6081492900848389,0.26135268807411194
77,,2022-10-05 11:53:29 AM,,PegboardData,,,RightControllerPosition,-0.06859897822141647,-0.32162752747535706,0.17007021605968475
160,,2022-10-05 11:53:29 AM,,PegboardData,,,LeftControllerPosition,-0.0850483775138855,-0.6081492900848389,0.26135268807411194
160,,2022-10-05 11:53:29 AM,,PegboardData,,,RightControllerPosition,-0.06819066405296326,-0.3210485875606537,0.17070186138153076
243,,2022-10-05 11:53:29 AM,,PegboardData,,,LeftControllerPosition,-0.0850483775138855,-0.6081492900848389,0.26135268807411194
243,,2022-10-05 11:53:29 AM,,PegboardData,,,RightControllerPosition,-0.0679706409573555,-0.320777952671051,0.17053760588169098
327,,2022-10-05 11:53:29 AM,,PegboardData,,,LeftControllerPosition,-0.0850483775138855,-0.6081492900848389,0.26135268807411194
327,,2022-10-05 11:53:29 AM,,PegboardData,,,RightControllerPosition,-0.0678144171833992,-0.3208692967891693,0.17041492462158203
410,,2022-10-05 11:53:29 AM,,PegboardData,,,LeftControllerPosition,-0.0850483775138855,-0.6081492900848389,0.26135268807411194
410,,2022-10-05 11:53:29 AM,,PegboardData,,,RightControllerPosition,-0.06759000569581985,-0.32087573409080505,0.1705973893404007
494,,2022-10-05 11:53:29 AM,,PegboardData,,,LeftControllerPosition,-0.0850483775138855,-0.6081492900848389,0.26135268807411194
494,,2022-10-05 11:53:29 AM,,PegboardData,,,RightControllerPosition,-0.06724518537521362,-0.3211042881011963,0.1705506294965744
578,,2022-10-05 11:53:29 AM,,PegboardData,,,LeftControllerPosition,-0.0850483775138855,-0.6081492900848389,0.26135268807411194
578,,2022-10-05 11:53:29 AM,,PegboardData,,,RightControllerPosition,-0.0660221055150032,-0.32294762134552,0.17056238651275635
661,,2022-10-05 11:53:29 AM,,PegboardData,,,LeftControllerPosition,-0.0850483775138855,-0.6081492900848389,0.26135268807411194
661,,2022-10-05 11:53:29 AM,,PegboardData,,,RightControllerPosition,-0.06003905087709427,-0.32941773533821106,0.16989168524742126
734,,2022-10-05 11:53:29 AM,,PegboardData,,,LeftControllerPosition,-0.0850483775138855,-0.6081492900848389,0.26135268807411194
734,,2022-10-05 11:53:29 AM,,PegboardData,,,RightControllerPosition,-0.04727385938167572,-0.34164607524871826,0.16718991100788116
817,,2022-10-05 11:53:29 AM,,PegboardData,,,LeftControllerPosition,-0.11292348802089691,-0.5518282055854797,0.24467149376869202
817,,2022-10-05 11:53:29 AM,,PegboardData,,,RightControllerPosition,-0.023217901587486267,-0.3638991117477417,0.16535621881484985
902,,2022-10-05 11:53:30 AM,,PegboardData,,,LeftControllerPosition,-0.1391681283712387,-0.5212528109550476,0.2377053052186966
902,,2022-10-05 11:53:30 AM,,PegboardData,,,RightControllerPosition,0.009227646514773369,-0.38438788056373596,0.16118159890174866
984,,2022-10-05 11:53:30 AM,,PegboardData,,,LeftControllerPosition,-0.1670333445072174,-0.47623416781425476,0.2271094173192978
984,,2022-10-05 11:53:30 AM,,PegboardData,,,RightControllerPosition,0.04256477206945419,-0.4112214744091034,0.16073226928710938
1069,,2022-10-05 11:53:30 AM,,PegboardData,,,LeftControllerPosition,-0.18275460600852966,-0.42554131150245667,0.21555306017398834
1069,,2022-10-05 11:53:30 AM,,PegboardData,,,RightControllerPosition,0.07148058712482452,-0.4475747346878052,0.16511595249176025
1152,,2022-10-05 11:53:30 AM,,PegboardData,,,LeftControllerPosition,-0.20342230796813965,-0.3764593005180359,0.20644551515579224
1152,,2022-10-05 11:53:30 AM,,PegboardData,,,RightControllerPosition,0.09223637729883194,-0.49028703570365906,0.17144368588924408
1235,,2022-10-05 11:53:30 AM,,PegboardData,,,LeftControllerPosition,-0.2173631340265274,-0.3316050171852112,0.19917595386505127
