Value.ElapsedTime,Value.Repetitions,Value.Scenario,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z,Value.Delay,Value.CurrentRepetition
,,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",2022-10-19 4:13:47 PM,,,7c723ed2-831e-43b3-b714-903f253fe843,ApplicationStart,,,,,
0,10,,2022-10-19 4:28:37 PM,,false,7c723ed2-831e-43b3-b714-903f253fe843,FingerNoseConfig,,,,,
0,,,2022-10-19 4:28:37 PM,FingerNoseData,,,LeftControllerPosition,1.7923387289047241,1.2464996576309204,0.38895612955093384,,
0,,,2022-10-19 4:28:37 PM,FingerNoseData,,,RightControllerPosition,-0.062275417149066925,0.8089003562927246,0.2211454212665558,,
82,,,2022-10-19 4:28:37 PM,FingerNoseData,,,LeftControllerPosition,1.7923387289047241,1.2464996576309204,0.38895612955093384,,
82,,,2022-10-19 4:28:37 PM,FingerNoseData,,,RightControllerPosition,-0.06407976150512695,0.8224026560783386,0.21362881362438202,,
166,,,2022-10-19 4:28:37 PM,FingerNoseData,,,LeftControllerPosition,1.7923387289047241,1.2464996576309204,0.38895612955093384,,
166,,,2022-10-19 4:28:37 PM,FingerNoseData,,,RightControllerPosition,-0.06793771684169769,0.8458403944969177,0.19777458906173706,,
249,,,2022-10-19 4:28:38 PM,FingerNoseData,,,LeftControllerPosition,1.7923387289047241,1.2464996576309204,0.38895612955093384,,
249,,,2022-10-19 4:28:38 PM,FingerNoseData,,,RightControllerPosition,-0.06269025802612305,0.8611600399017334,0.1946588158607483,,
333,,,2022-10-19 4:28:38 PM,FingerNoseData,,,LeftControllerPosition,1.7923387289047241,1.2464996576309204,0.38895612955093384,,
333,,,2022-10-19 4:28:38 PM,FingerNoseData,,,RightControllerPosition,-0.053527120500802994,0.861328661441803,0.20257383584976196,,
