Value.CombinedEyesConvergenceDistance,Value.CombinedEyesConvergenceDistanceValidity,Value.CombinedEyesGazeDirectionNormalized_x,Value.CombinedEyesGazeDirectionNormalized_y,Value.CombinedEyesGazeDirectionNormalized_z,Value.CombinedEyesGazeOrigin_x,Value.CombinedEyesGazeOrigin_y,Value.CombinedEyesGazeOrigin_z,Value.CombinedEyesOpenness,Value.CombinedEyesPupilDiameter,Value.CombinedEyesPupilPositionInSensorArea_x,Value.CombinedEyesPupilPositionInSensorArea_y,Value.ElapsedTime,Value.LeftEyeGazeDirectionNormalized_x,Value.LeftEyeGazeDirectionNormalized_y,Value.LeftEyeGazeDirectionNormalized_z,Value.LeftEyeGazeOrigin_x,Value.LeftEyeGazeOrigin_y,Value.LeftEyeGazeOrigin_z,Value.LeftEyeOpenness,Value.LeftEyePupilDiameter,Value.LeftEyePupilPositionInSensorArea_x,Value.LeftEyePupilPositionInSensorArea_y,Value.Repetitions,Value.RightEyeGazeDirectionNormalized_x,Value.RightEyeGazeDirectionNormalized_y,Value.RightEyeGazeDirectionNormalized_z,Value.RightEyeGazeOrigin_x,Value.RightEyeGazeOrigin_y,Value.RightEyeGazeOrigin_z,Value.RightEyeOpenness,Value.RightEyePupilDiameter,Value.RightEyePupilPositionInSensorArea_x,Value.RightEyePupilPositionInSensorArea_y,Value.Scenario,Value.TargetSize,Value.TargetSpeed,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""EyeTrackingFollowScene"",""EyeTrackingFollowScene"",""EyeTrackingFollowScene"",""EyeTrackingFixationScene"",""EyeTrackingFixationScene"",""EyeTrackingFixationScene"",""EyeTrackingFixationScene"",""EyeTrackingMultipleScene"",""EyeTrackingMultipleScene"",""EyeTrackingMultipleScene""]",,,2022-10-19 4:46:34 PM,,,19b0952f-a537-4fff-87b7-8e2865db300f,ApplicationStart
,,,,,,,,,,,,0,,,,,,,,,,,10,,,,,,,,,,,,1,1,2022-10-19 4:46:51 PM,,false,19b0952f-a537-4fff-87b7-8e2865db300f,EyeTrackingFollowConfig
0,false,0.0285491943359375,0.01605224609375,0.99945068359375,5.0268707275390625,-1.9250030517578125,-19.493392944335938,0,0,0,0,0,0.0167388916015625,0.009735107421875,0.9998016357421875,31.244796752929688,-0.237945556640625,-19.940841674804688,1,2.5144805908203125,0.5071317553520203,0.4895446002483368,,0.0444488525390625,0.024566650390625,0.9987030029296875,-30.332656860351562,-4.200286865234375,-18.889907836914062,1,3.07977294921875,0.5424432158470154,0.5964346528053284,,,,2022-10-19 4:46:51 PM,EyeTrackingFollowData,,,EyeData
0,false,0.0283050537109375,0.0162353515625,0.9994659423828125,4.828582763671875,-1.937713623046875,-19.489059448242188,0,0,0,0,2,0.016754150390625,0.0101470947265625,0.9998016357421875,31.244277954101562,-0.237945556640625,-19.943313598632812,1,2.5303802490234375,0.5071317553520203,0.48951461911201477,,0.043670654296875,0.024322509765625,0.998748779296875,-30.33331298828125,-4.2002716064453125,-18.884414672851562,1,3.079742431640625,0.5426068902015686,0.5964346528053284,,,,2022-10-19 4:46:51 PM,EyeTrackingFollowData,,,EyeData
0,false,0.0283050537109375,0.0162353515625,0.9994659423828125,4.828582763671875,-1.937713623046875,-19.489059448242188,0,0,0,0,13,0.016754150390625,0.0101470947265625,0.9998016357421875,31.244277954101562,-0.237945556640625,-19.943313598632812,1,2.5303802490234375,0.5071317553520203,0.48951461911201477,,0.043670654296875,0.024322509765625,0.998748779296875,-30.33331298828125,-4.2002716064453125,-18.884414672851562,1,3.079742431640625,0.5426068902015686,0.5964346528053284,,,,2022-10-19 4:46:51 PM,EyeTrackingFollowData,,,EyeData
0,false,0.0283050537109375,0.0162353515625,0.9994659423828125,4.828582763671875,-1.937713623046875,-19.489059448242188,0,0,0,0,18,0.016754150390625,0.0101470947265625,0.9998016357421875,31.244277954101562,-0.237945556640625,-19.943313598632812,1,2.5303802490234375,0.5071317553520203,0.48951461911201477,,0.043670654296875,0.024322509765625,0.998748779296875,-30.33331298828125,-4.2002716064453125,-18.884414672851562,1,3.079742431640625,0.5426068902015686,0.5964346528053284,,,,2022-10-19 4:46:51 PM,EyeTrackingFollowData,,,EyeData
0,false,-0.0270538330078125,0.023956298828125,0.9993438720703125,8.902267456054688,-1.67279052734375,-19.4918212890625,0,0,0,0,24,-0.03387451171875,0.0213470458984375,0.9991912841796875,30.915390014648438,-0.3114776611328125,-19.689682006835938,1,2.3905487060546875,0.5255045890808105,0.4879748225212097,,-0.01483154296875,0.0286407470703125,0.9994659423828125,-30.61151123046875,-4.1163787841796875,-19.136672973632812,1,3.077117919921875,0.562124490737915,0.5952690243721008,,,,2022-10-19 4:46:51 PM,EyeTrackingFollowData,,,EyeData
0,false,-0.038177490234375,0.02703857421875,0.9989013671875,6.756134033203125,-1.7633819580078125,-19.488006591796875,0,0,0,0,36,-0.0465545654296875,0.0233917236328125,0.998626708984375,30.789840698242188,-0.2607879638671875,-19.729232788085938,1,2.56463623046875,0.5312567353248596,0.48663657903671265,,-0.025115966796875,0.0327301025390625,0.9991455078125,-30.710891723632812,-4.1058349609375,-19.111953735351562,1,3.0953369140625,0.567127525806427,0.5939984917640686,,,,2022-10-19 4:46:51 PM,EyeTrackingFollowData,,,EyeData
0,false,-0.0346832275390625,0.0295562744140625,0.9989471435546875,0.5587615966796875,-2.1377716064453125,-19.42578125,0,0,0,0,47,-0.0460205078125,0.0228729248046875,0.9986724853515625,30.781967163085938,-0.247100830078125,-19.74957275390625,1,2.560028076171875,0.5314319133758545,0.48645126819610596,,-0.0229644775390625,0.036468505859375,0.9990692138671875,-30.716812133789062,-4.0942840576171875,-19.090728759765625,1,3.1192474365234375,0.5669252276420593,0.5927671194076538,,,,2022-10-19 4:46:51 PM,EyeTrackingFollowData,,,EyeData
0,false,-0.0346832275390625,0.0295562744140625,0.9989471435546875,0.5587615966796875,-2.1377716064453125,-19.42578125,0,0,0,0,51,-0.0460205078125,0.0228729248046875,0.9986724853515625,30.781967163085938,-0.247100830078125,-19.74957275390625,1,2.560028076171875,0.5314319133758545,0.48645126819610596,,-0.0229644775390625,0.036468505859375,0.9990692138671875,-30.716812133789062,-4.0942840576171875,-19.090728759765625,1,3.1192474365234375,0.5669252276420593,0.5927671194076538,,,,2022-10-19 4:46:51 PM,EyeTrackingFollowData,,,EyeData
0,false,-0.0346832275390625,0.0295562744140625,0.9989471435546875,0.5587615966796875,-2.1377716064453125,-19.42578125,0,0,0,0,58,-0.0460205078125,0.0228729248046875,0.9986724853515625,30.781967163085938,-0.247100830078125,-19.74957275390625,1,2.560028076171875,0.5314319133758545,0.48645126819610596,,-0.0229644775390625,0.036468505859375,0.9990692138671875,-30.716812133789062,-4.0942840576171875,-19.090728759765625,1,3.1192474365234375,0.5669252276420593,0.5927671194076538,,,,2022-10-19 4:46:51 PM,EyeTrackingFollowData,,,EyeData
0,false,-0.0337982177734375,0.03265380859375,0.9988861083984375,-4.402252197265625,-2.4422454833984375,-19.372787475585938,0,0,0,0,69,-0.046905517578125,0.0237884521484375,0.9986114501953125,30.780609130859375,-0.24664306640625,-19.749893188476562,1,2.5601959228515625,0.5316137075424194,0.4862980246543884,,-0.0240020751953125,0.0392913818359375,0.998931884765625,-30.717041015625,-4.084442138671875,-19.090728759765625,1,3.1131439208984375,0.5671125650405884,0.5919446349143982,,,,2022-10-19 4:46:51 PM,EyeTrackingFollowData,,,EyeData
0,false,-0.0345458984375,0.032562255859375,0.998870849609375,-3.4577789306640625,-2.37982177734375,-19.384490966796875,0,0,0,0,80,-0.0482940673828125,0.0231475830078125,0.9985504150390625,30.781051635742188,-0.248779296875,-19.745620727539062,1,2.560150146484375,0.5318164229393005,0.4864393174648285,,-0.023590087890625,0.0400543212890625,0.9989166259765625,-30.72039794921875,-4.0766448974609375,-19.096939086914062,1,3.1301422119140625,0.5671616196632385,0.591636598110199,,,,2022-10-19 4:46:51 PM,EyeTrackingFollowData,,,EyeData
0,false,-0.0345458984375,0.032562255859375,0.998870849609375,-3.4577789306640625,-2.37982177734375,-19.384490966796875,0,0,0,0,85,-0.0482940673828125,0.0231475830078125,0.9985504150390625,30.781051635742188,-0.248779296875,-19.745620727539062,1,2.560150146484375,0.5318164229393005,0.4864393174648285,,-0.023590087890625,0.0400543212890625,0.9989166259765625,-30.72039794921875,-4.0766448974609375,-19.096939086914062,1,3.1301422119140625,0.5671616196632385,0.591636598110199,,,,2022-10-19 4:46:51 PM,EyeTrackingFollowData,,,EyeData
0,false,-0.0345458984375,0.032562255859375,0.998870849609375,-3.4577789306640625,-2.37982177734375,-19.384490966796875,0,0,0,0,91,-0.0482940673828125,0.0231475830078125,0.9985504150390625,30.781051635742188,-0.248779296875,-19.745620727539062,1,2.560150146484375,0.5318164229393005,0.4864393174648285,,-0.023590087890625,0.0400543212890625,0.9989166259765625,-30.72039794921875,-4.0766448974609375,-19.096939086914062,1,3.1301422119140625,0.5671616196632385,0.591636598110199,,,,2022-10-19 4:46:51 PM,EyeTrackingFollowData,,,EyeData
