Value.ElapsedTime,Value.PourHeight,Value.Scenario,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z,Value.Score,Value.TimeTask
,,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",2022-10-13 10:10:46 AM,,,04648cef-a490-43f9-a6af-f3811f8d9a00,ApplicationStart,,,,,
0,1.340000033378601,,2022-10-13 10:22:28 AM,,false,04648cef-a490-43f9-a6af-f3811f8d9a00,EverydayTaskConfig,,,,,
0,,,2022-10-13 10:22:28 AM,EverydayTaskData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976,,
0,,,2022-10-13 10:22:28 AM,EverydayTaskData,,,RightControllerPosition,-0.03000763989984989,-0.45770466327667236,0.24488942325115204,,
68,,,2022-10-13 10:22:28 AM,EverydayTaskData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976,,
68,,,2022-10-13 10:22:28 AM,EverydayTaskData,,,RightControllerPosition,-0.0046608783304691315,-0.47566747665405273,0.24933554232120514,,
156,,,2022-10-13 10:22:28 AM,EverydayTaskData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976,,
156,,,2022-10-13 10:22:28 AM,EverydayTaskData,,,RightControllerPosition,0.01947830244898796,-0.4964956045150757,0.25501033663749695,,
241,,,2022-10-13 10:22:28 AM,EverydayTaskData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976,,
241,,,2022-10-13 10:22:28 AM,EverydayTaskData,,,RightControllerPosition,0.04556891694664955,-0.5123807787895203,0.2592794895172119,,
325,,,2022-10-13 10:22:29 AM,EverydayTaskData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976,,
325,,,2022-10-13 10:22:29 AM,EverydayTaskData,,,RightControllerPosition,0.06684423238039017,-0.5184957385063171,0.2592172920703888,,
409,,,2022-10-13 10:22:29 AM,EverydayTaskData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976,,
409,,,2022-10-13 10:22:29 AM,EverydayTaskData,,,RightControllerPosition,0.08892332762479782,-0.5297343134880066,0.2607657015323639,,
492,,,2022-10-13 10:22:29 AM,EverydayTaskData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976,,
492,,,2022-10-13 10:22:29 AM,EverydayTaskData,,,RightControllerPosition,0.10491981357336044,-0.5433688759803772,0.2613976001739502,,
576,,,2022-10-13 10:22:29 AM,EverydayTaskData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976,,
576,,,2022-10-13 10:22:29 AM,EverydayTaskData,,,RightControllerPosition,0.10507950186729431,-0.5542681813240051,0.26370343565940857,,
660,,,2022-10-13 10:22:29 AM,EverydayTaskData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976,,
660,,,2022-10-13 10:22:29 AM,EverydayTaskData,,,RightControllerPosition,0.10790140926837921,-0.5569795370101929,0.2640981078147888,,
743,,,2022-10-13 10:22:29 AM,EverydayTaskData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976,,
