Value.ElapsedTime,Value.Scenario,Value.Time,Value.TimerShowed,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z
,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",2022-10-13 10:10:46 AM,,,,04648cef-a490-43f9-a6af-f3811f8d9a00,ApplicationStart,,,
0,,2022-10-13 10:24:38 AM,false,,false,04648cef-a490-43f9-a6af-f3811f8d9a00,PegboardConfig,,,
0,,2022-10-13 10:24:38 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
0,,2022-10-13 10:24:38 AM,,PegboardData,,,RightControllerPosition,-0.043433163315057755,-0.4621942341327667,0.23222076892852783
85,,2022-10-13 10:24:38 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
85,,2022-10-13 10:24:38 AM,,PegboardData,,,RightControllerPosition,-0.040121905505657196,-0.46251586079597473,0.22708934545516968
161,,2022-10-13 10:24:38 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
161,,2022-10-13 10:24:38 AM,,PegboardData,,,RightControllerPosition,-0.03848493844270706,-0.4674186110496521,0.22456474602222443
248,,2022-10-13 10:24:38 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
248,,2022-10-13 10:24:38 AM,,PegboardData,,,RightControllerPosition,-0.03601184859871864,-0.4655085504055023,0.22272923588752747
332,,2022-10-13 10:24:38 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
332,,2022-10-13 10:24:38 AM,,PegboardData,,,RightControllerPosition,-0.03468098118901253,-0.4673116207122803,0.2204752266407013
416,,2022-10-13 10:24:38 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
416,,2022-10-13 10:24:38 AM,,PegboardData,,,RightControllerPosition,-0.03164225444197655,-0.46918946504592896,0.21631917357444763
499,,2022-10-13 10:24:39 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
499,,2022-10-13 10:24:39 AM,,PegboardData,,,RightControllerPosition,-0.022425847128033638,-0.47151094675064087,0.2090912163257599
583,,2022-10-13 10:24:39 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
583,,2022-10-13 10:24:39 AM,,PegboardData,,,RightControllerPosition,-0.0068763382732868195,-0.46951910853385925,0.1924753189086914
666,,2022-10-13 10:24:39 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
666,,2022-10-13 10:24:39 AM,,PegboardData,,,RightControllerPosition,0.016216695308685303,-0.4623800814151764,0.16827642917633057
750,,2022-10-13 10:24:39 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
750,,2022-10-13 10:24:39 AM,,PegboardData,,,RightControllerPosition,0.04666895046830177,-0.45154377818107605,0.14133724570274353
833,,2022-10-13 10:24:39 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
833,,2022-10-13 10:24:39 AM,,PegboardData,,,RightControllerPosition,0.07660827040672302,-0.4356948733329773,0.1085008829832077
917,,2022-10-13 10:24:39 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
917,,2022-10-13 10:24:39 AM,,PegboardData,,,RightControllerPosition,0.10423728078603745,-0.41877251863479614,0.07769319415092468
1000,,2022-10-13 10:24:39 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
1000,,2022-10-13 10:24:39 AM,,PegboardData,,,RightControllerPosition,0.12688195705413818,-0.4066275358200073,0.04666115343570709
1084,,2022-10-13 10:24:39 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
1084,,2022-10-13 10:24:39 AM,,PegboardData,,,RightControllerPosition,0.14546629786491394,-0.4016808867454529,0.015771307051181793
1154,,2022-10-13 10:24:39 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
1154,,2022-10-13 10:24:39 AM,,PegboardData,,,RightControllerPosition,0.15820163488388062,-0.39815816283226013,-0.005563755985349417
1237,,2022-10-13 10:24:39 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
1237,,2022-10-13 10:24:39 AM,,PegboardData,,,RightControllerPosition,0.1628793179988861,-0.3862244486808777,-0.021124735474586487
1321,,2022-10-13 10:24:39 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
1321,,2022-10-13 10:24:39 AM,,PegboardData,,,RightControllerPosition,0.1620946079492569,-0.35593169927597046,-0.025132860988378525
1405,,2022-10-13 10:24:39 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
1405,,2022-10-13 10:24:39 AM,,PegboardData,,,RightControllerPosition,0.16930672526359558,-0.31242313981056213,-0.015523524954915047
1488,,2022-10-13 10:24:40 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
1488,,2022-10-13 10:24:40 AM,,PegboardData,,,RightControllerPosition,0.16769491136074066,-0.2793653607368469,-0.0037001376040279865
1572,,2022-10-13 10:24:40 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
1572,,2022-10-13 10:24:40 AM,,PegboardData,,,RightControllerPosition,0.15802255272865295,-0.26508086919784546,0.014891872182488441
1654,,2022-10-13 10:24:40 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
1654,,2022-10-13 10:24:40 AM,,PegboardData,,,RightControllerPosition,0.1408894658088684,-0.2641373872756958,0.03140042722225189
1738,,2022-10-13 10:24:40 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
1738,,2022-10-13 10:24:40 AM,,PegboardData,,,RightControllerPosition,0.1254643052816391,-0.2722463607788086,0.048340875655412674
1822,,2022-10-13 10:24:40 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
1822,,2022-10-13 10:24:40 AM,,PegboardData,,,RightControllerPosition,0.11234112083911896,-0.28536075353622437,0.06319873780012131
1905,,2022-10-13 10:24:40 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
1905,,2022-10-13 10:24:40 AM,,PegboardData,,,RightControllerPosition,0.10113850980997086,-0.29772982001304626,0.07365148514509201
1989,,2022-10-13 10:24:40 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
1989,,2022-10-13 10:24:40 AM,,PegboardData,,,RightControllerPosition,0.09398706257343292,-0.3037349283695221,0.08091086149215698
2072,,2022-10-13 10:24:40 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
2072,,2022-10-13 10:24:40 AM,,PegboardData,,,RightControllerPosition,0.08790178596973419,-0.3063529133796692,0.08212430030107498
2156,,2022-10-13 10:24:40 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
2156,,2022-10-13 10:24:40 AM,,PegboardData,,,RightControllerPosition,0.08636930584907532,-0.30280834436416626,0.07897379994392395
2239,,2022-10-13 10:24:40 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
2239,,2022-10-13 10:24:40 AM,,PegboardData,,,RightControllerPosition,0.08830317109823227,-0.29658254981040955,0.07367076724767685
2323,,2022-10-13 10:24:40 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
2323,,2022-10-13 10:24:40 AM,,PegboardData,,,RightControllerPosition,0.09149428457021713,-0.288053959608078,0.06726068258285522
2406,,2022-10-13 10:24:40 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
2406,,2022-10-13 10:24:40 AM,,PegboardData,,,RightControllerPosition,0.09231718629598618,-0.2800084054470062,0.062211040407419205
2490,,2022-10-13 10:24:41 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
2490,,2022-10-13 10:24:41 AM,,PegboardData,,,RightControllerPosition,0.08880530297756195,-0.2822982370853424,0.06620777398347855
2573,,2022-10-13 10:24:41 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
2573,,2022-10-13 10:24:41 AM,,PegboardData,,,RightControllerPosition,0.08766960352659225,-0.2823137044906616,0.06932206451892853
2657,,2022-10-13 10:24:41 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
2657,,2022-10-13 10:24:41 AM,,PegboardData,,,RightControllerPosition,0.08848107606172562,-0.2813296616077423,0.06939689069986343
2741,,2022-10-13 10:24:41 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
2741,,2022-10-13 10:24:41 AM,,PegboardData,,,RightControllerPosition,0.08854041248559952,-0.28157177567481995,0.06995631009340286
2824,,2022-10-13 10:24:41 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
2824,,2022-10-13 10:24:41 AM,,PegboardData,,,RightControllerPosition,0.08925735205411911,-0.28103935718536377,0.07076423615217209
2908,,2022-10-13 10:24:41 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
2908,,2022-10-13 10:24:41 AM,,PegboardData,,,RightControllerPosition,0.09045557677745819,-0.2800048589706421,0.07061515003442764
2991,,2022-10-13 10:24:41 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
2991,,2022-10-13 10:24:41 AM,,PegboardData,,,RightControllerPosition,0.09048410505056381,-0.28075262904167175,0.07052861899137497
3075,,2022-10-13 10:24:41 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
3075,,2022-10-13 10:24:41 AM,,PegboardData,,,RightControllerPosition,0.08988936245441437,-0.2806542217731476,0.07014032453298569
3158,,2022-10-13 10:24:41 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
3158,,2022-10-13 10:24:41 AM,,PegboardData,,,RightControllerPosition,0.0877738669514656,-0.28316178917884827,0.07272405922412872
3228,,2022-10-13 10:24:41 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
3228,,2022-10-13 10:24:41 AM,,PegboardData,,,RightControllerPosition,0.08509215712547302,-0.28559812903404236,0.07556255906820297
3312,,2022-10-13 10:24:41 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
3312,,2022-10-13 10:24:41 AM,,PegboardData,,,RightControllerPosition,0.08115484565496445,-0.28723466396331787,0.07723336666822433
3395,,2022-10-13 10:24:41 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
3395,,2022-10-13 10:24:41 AM,,PegboardData,,,RightControllerPosition,0.07878093421459198,-0.28752601146698,0.07898411899805069
3479,,2022-10-13 10:24:42 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
3479,,2022-10-13 10:24:42 AM,,PegboardData,,,RightControllerPosition,0.07705961912870407,-0.28878846764564514,0.0794820785522461
3563,,2022-10-13 10:24:42 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
3563,,2022-10-13 10:24:42 AM,,PegboardData,,,RightControllerPosition,0.07610388100147247,-0.29001593589782715,0.07979551702737808
3646,,2022-10-13 10:24:42 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
3646,,2022-10-13 10:24:42 AM,,PegboardData,,,RightControllerPosition,0.0749024823307991,-0.29587775468826294,0.08362649381160736
3729,,2022-10-13 10:24:42 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
3729,,2022-10-13 10:24:42 AM,,PegboardData,,,RightControllerPosition,0.074578195810318,-0.30220526456832886,0.09155582636594772
3813,,2022-10-13 10:24:42 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
3813,,2022-10-13 10:24:42 AM,,PegboardData,,,RightControllerPosition,0.07399781793355942,-0.30673733353614807,0.09824910014867783
3897,,2022-10-13 10:24:42 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
3897,,2022-10-13 10:24:42 AM,,PegboardData,,,RightControllerPosition,0.07384353876113892,-0.3113374710083008,0.10265327990055084
3980,,2022-10-13 10:24:42 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
3980,,2022-10-13 10:24:42 AM,,PegboardData,,,RightControllerPosition,0.0793982446193695,-0.3016688823699951,0.10772886872291565
4064,,2022-10-13 10:24:42 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
4064,,2022-10-13 10:24:42 AM,,PegboardData,,,RightControllerPosition,0.08651836216449738,-0.26846981048583984,0.12329406291246414
4147,,2022-10-13 10:24:42 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
4147,,2022-10-13 10:24:42 AM,,PegboardData,,,RightControllerPosition,0.09048647433519363,-0.234706312417984,0.15883858501911163
4231,,2022-10-13 10:24:42 AM,,PegboardData,,,LeftControllerPosition,-0.1529114693403244,-0.33495813608169556,-0.6938031911849976
