Value.ElapsedTime,Value.Scenario,Value.Time,Value.TimerShowed,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z
,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",2022-10-12 10:48:11 AM,,,,c91b8ae2-60b8-4ea8-a885-c091b56f668d,ApplicationStart,,,
0,,2022-10-12 11:07:22 AM,false,,false,c91b8ae2-60b8-4ea8-a885-c091b56f668d,PegboardConfig,,,
0,,2022-10-12 11:07:22 AM,,PegboardData,,,LeftControllerPosition,-0.872952938079834,-0.39239028096199036,-0.32409054040908813
0,,2022-10-12 11:07:22 AM,,PegboardData,,,RightControllerPosition,-0.05132058635354042,-0.4741244316101074,0.2516328692436218
84,,2022-10-12 11:07:22 AM,,PegboardData,,,LeftControllerPosition,-0.872952938079834,-0.39239025115966797,-0.3240905702114105
84,,2022-10-12 11:07:22 AM,,PegboardData,,,RightControllerPosition,-0.04319477453827858,-0.465536892414093,0.25387078523635864
172,,2022-10-12 11:07:22 AM,,PegboardData,,,LeftControllerPosition,-0.872952938079834,-0.3923902213573456,-0.3240905702114105
172,,2022-10-12 11:07:22 AM,,PegboardData,,,RightControllerPosition,-0.03630649670958519,-0.4586332440376282,0.2539709806442261
260,,2022-10-12 11:07:22 AM,,PegboardData,,,LeftControllerPosition,-0.872952938079834,-0.39239031076431274,-0.3240905702114105
260,,2022-10-12 11:07:22 AM,,PegboardData,,,RightControllerPosition,-0.03223889693617821,-0.45777586102485657,0.25445660948753357
331,,2022-10-12 11:07:22 AM,,PegboardData,,,LeftControllerPosition,-0.872952938079834,-0.39239025115966797,-0.3240905702114105
331,,2022-10-12 11:07:22 AM,,PegboardData,,,RightControllerPosition,-0.028982242569327354,-0.45841658115386963,0.2544242739677429
415,,2022-10-12 11:07:22 AM,,PegboardData,,,LeftControllerPosition,-0.872952938079834,-0.39239025115966797,-0.3240905702114105
415,,2022-10-12 11:07:22 AM,,PegboardData,,,RightControllerPosition,-0.028786450624465942,-0.46381518244743347,0.25543272495269775
497,,2022-10-12 11:07:22 AM,,PegboardData,,,LeftControllerPosition,-0.872952938079834,-0.39239025115966797,-0.3240905702114105
497,,2022-10-12 11:07:22 AM,,PegboardData,,,RightControllerPosition,-0.027176421135663986,-0.46671611070632935,0.2547048032283783
582,,2022-10-12 11:07:22 AM,,PegboardData,,,LeftControllerPosition,-0.872952938079834,-0.3923902213573456,-0.3240905702114105
582,,2022-10-12 11:07:22 AM,,PegboardData,,,RightControllerPosition,-0.017479777336120605,-0.4635140597820282,0.2537260055541992
666,,2022-10-12 11:07:22 AM,,PegboardData,,,LeftControllerPosition,-0.8729528784751892,-0.3923901617527008,-0.32409051060676575
666,,2022-10-12 11:07:22 AM,,PegboardData,,,RightControllerPosition,-0.0275723934173584,-0.46903908252716064,0.246298149228096
749,,2022-10-12 11:07:22 AM,,PegboardData,,,LeftControllerPosition,-0.872952938079834,-0.3923902213573456,-0.32409054040908813
749,,2022-10-12 11:07:22 AM,,PegboardData,,,RightControllerPosition,-0.04275370389223099,-0.46752604842185974,0.24408718943595886
833,,2022-10-12 11:07:22 AM,,PegboardData,,,LeftControllerPosition,-0.8729528188705444,-0.39239028096199036,-0.32409048080444336
833,,2022-10-12 11:07:22 AM,,PegboardData,,,RightControllerPosition,-0.038870178163051605,-0.4647439420223236,0.2471170574426651
916,,2022-10-12 11:07:23 AM,,PegboardData,,,LeftControllerPosition,-0.872952938079834,-0.39239034056663513,-0.32409054040908813
916,,2022-10-12 11:07:23 AM,,PegboardData,,,RightControllerPosition,-0.025919225066900253,-0.4596128463745117,0.25065672397613525
1000,,2022-10-12 11:07:23 AM,,PegboardData,,,LeftControllerPosition,-0.872952938079834,-0.3923902213573456,-0.3240905702114105
1000,,2022-10-12 11:07:23 AM,,PegboardData,,,RightControllerPosition,-0.00636863661929965,-0.4561934769153595,0.25428885221481323
1083,,2022-10-12 11:07:23 AM,,PegboardData,,,LeftControllerPosition,-0.8729528784751892,-0.3923902213573456,-0.32409048080444336
1083,,2022-10-12 11:07:23 AM,,PegboardData,,,RightControllerPosition,0.005523404106497765,-0.4716428518295288,0.2602747976779938
1167,,2022-10-12 11:07:23 AM,,PegboardData,,,LeftControllerPosition,-0.872952938079834,-0.39239025115966797,-0.3240905702114105
1167,,2022-10-12 11:07:23 AM,,PegboardData,,,RightControllerPosition,0.0032730281818658113,-0.5019491910934448,0.2582453489303589
1251,,2022-10-12 11:07:23 AM,,PegboardData,,,LeftControllerPosition,-0.8729527592658997,-0.3923901915550232,-0.3240904211997986
1251,,2022-10-12 11:07:23 AM,,PegboardData,,,RightControllerPosition,0.0005779357743449509,-0.5172812342643738,0.2529489994049072
1334,,2022-10-12 11:07:23 AM,,PegboardData,,,LeftControllerPosition,-0.8729528784751892,-0.39239028096199036,-0.32409054040908813
1334,,2022-10-12 11:07:23 AM,,PegboardData,,,RightControllerPosition,-0.005391341634094715,-0.5136560201644897,0.2545687258243561
1418,,2022-10-12 11:07:23 AM,,PegboardData,,,LeftControllerPosition,-0.8729528784751892,-0.39239025115966797,-0.32409054040908813
1418,,2022-10-12 11:07:23 AM,,PegboardData,,,RightControllerPosition,-0.00879801157861948,-0.5045807957649231,0.2572098672389984
1501,,2022-10-12 11:07:23 AM,,PegboardData,,,LeftControllerPosition,-0.872952938079834,-0.39239025115966797,-0.3240905702114105
1501,,2022-10-12 11:07:23 AM,,PegboardData,,,RightControllerPosition,-0.00705754803493619,-0.5035247802734375,0.2566414773464203
