Value.ElapsedTime,Value.PourHeight,Value.Scenario,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z,Value.Score,Value.TimeTask
,,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",2022-10-12 10:48:11 AM,,,c91b8ae2-60b8-4ea8-a885-c091b56f668d,ApplicationStart,,,,,
0,1.340000033378601,,2022-10-12 11:05:07 AM,,false,c91b8ae2-60b8-4ea8-a885-c091b56f668d,EverydayTaskConfig,,,,,
0,,,2022-10-12 11:05:07 AM,EverydayTaskData,,,LeftControllerPosition,-0.8611193895339966,-0.38971003890037537,-0.3214578628540039,,
0,,,2022-10-12 11:05:07 AM,EverydayTaskData,,,RightControllerPosition,-0.04016547277569771,-0.4836358428001404,0.397386759519577,,
66,,,2022-10-12 11:05:07 AM,EverydayTaskData,,,LeftControllerPosition,-0.8611193895339966,-0.389710009098053,-0.3214578926563263,,
66,,,2022-10-12 11:05:07 AM,EverydayTaskData,,,RightControllerPosition,-0.04021457955241203,-0.48580896854400635,0.39611977338790894,,
162,,,2022-10-12 11:05:07 AM,EverydayTaskData,,,LeftControllerPosition,-0.8611193299293518,-0.38971003890037537,-0.3214578330516815,,
162,,,2022-10-12 11:05:07 AM,EverydayTaskData,,,RightControllerPosition,-0.03695456311106682,-0.48469507694244385,0.3963208496570587,,
244,,,2022-10-12 11:05:07 AM,EverydayTaskData,,,LeftControllerPosition,-0.8611193895339966,-0.38971003890037537,-0.3214578628540039,,
244,,,2022-10-12 11:05:07 AM,EverydayTaskData,,,RightControllerPosition,-0.03505774959921837,-0.48362818360328674,0.3973231315612793,,
326,,,2022-10-12 11:05:07 AM,EverydayTaskData,,,LeftControllerPosition,-0.8611193895339966,-0.38971003890037537,-0.3214578628540039,,
326,,,2022-10-12 11:05:07 AM,EverydayTaskData,,,RightControllerPosition,-0.03231142461299896,-0.4836741089820862,0.3982968032360077,,
409,,,2022-10-12 11:05:07 AM,EverydayTaskData,,,LeftControllerPosition,-0.8611194491386414,-0.38971006870269775,-0.3214578926563263,,
409,,,2022-10-12 11:05:07 AM,EverydayTaskData,,,RightControllerPosition,-0.029933499172329903,-0.4854552447795868,0.3979909420013428,,
493,,,2022-10-12 11:05:07 AM,EverydayTaskData,,,LeftControllerPosition,-0.8611193299293518,-0.38971009850502014,-0.32145780324935913,,
