Value.ElapsedTime,Value.Mode,Value.Repetitions,Value.Scenario,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z
9584,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.29656076431274414,-0.4415567219257355,0.020260797813534737
9626,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
9626,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.2966955304145813,-0.4417629837989807,0.020316001027822495
9654,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
9654,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.29675450921058655,-0.44186142086982727,0.02032155729830265
9654,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
9654,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.29675450921058655,-0.44186142086982727,0.02032155729830265
9710,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
9710,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.29701167345046997,-0.44211292266845703,0.020187901332974434
9737,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
9737,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.2971544563770294,-0.4422670006752014,0.02007187344133854
9737,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
9737,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.2971544563770294,-0.4422670006752014,0.02007187344133854
9793,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
9793,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.2974452078342438,-0.4425573945045471,0.019797498360276222
9821,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
9821,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.29758211970329285,-0.44270843267440796,0.019649047404527664
9821,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
9821,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.29758211970329285,-0.44270843267440796,0.019649047404527664
9877,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
9877,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.297899454832077,-0.4430026710033417,0.019465653225779533
9905,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
9905,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.2980266511440277,-0.4431552290916443,0.019406860694289207
9905,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
9905,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.2980266511440277,-0.4431552290916443,0.019406860694289207
9960,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
9960,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.2982531785964966,-0.4433650076389313,0.01941043697297573
9988,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
9988,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.2983657419681549,-0.44349205493927,0.019451064988970757
9988,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
9988,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.2983657419681549,-0.44349205493927,0.019451064988970757
10044,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10044,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.2985435128211975,-0.44383665919303894,0.019588373601436615
10072,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10072,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.2986046373844147,-0.4440065622329712,0.019671309739351273
10072,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10072,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.2986046373844147,-0.4440065622329712,0.019671309739351273
10127,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10127,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.2986971437931061,-0.44427818059921265,0.019838454201817513
10155,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10155,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.29866066575050354,-0.44425344467163086,0.019923057407140732
10155,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10155,,,,2022-10-19 9:43:06 AM,FingerFollowData,,,RightControllerPosition,0.29866066575050354,-0.44425344467163086,0.019923057407140732
10211,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10211,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.2986387014389038,-0.4442808926105499,0.02005779929459095
10239,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10239,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.298672080039978,-0.44435274600982666,0.020066093653440475
10239,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10239,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.298672080039978,-0.44435274600982666,0.020066093653440475
10295,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10295,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.29873478412628174,-0.44441863894462585,0.020050395280122757
10323,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10323,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.2987518906593323,-0.4443981945514679,0.020000478252768517
10323,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10323,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.2987518906593323,-0.4443981945514679,0.020000478252768517
10378,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10378,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.29881516098976135,-0.4445277154445648,0.019926365464925766
10392,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10392,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.2988227903842926,-0.4445628523826599,0.019915061071515083
10406,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10406,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.2988423705101013,-0.44461002945899963,0.019909577444195747
10461,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10461,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.29885923862457275,-0.44467923045158386,0.019933823496103287
10476,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10476,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.2988617420196533,-0.44469350576400757,0.019948959350585938
10489,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10489,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.2988690733909607,-0.44472169876098633,0.019969992339611053
10545,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10545,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.29885947704315186,-0.44483622908592224,0.020069150254130363
10559,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10559,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.2988559901714325,-0.4448671340942383,0.02009781263768673
10573,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10573,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.2988662123680115,-0.4448976218700409,0.020121775567531586
10629,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10629,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.29896602034568787,-0.4450984597206116,0.020218512043356895
10643,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10643,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.2989937365055084,-0.445138543844223,0.020244652405381203
10657,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10657,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.29901909828186035,-0.44517847895622253,0.020266138017177582
10699,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10699,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.29905274510383606,-0.44522571563720703,0.02034277841448784
10726,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10726,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.2990715205669403,-0.44526591897010803,0.020354658365249634
10740,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10740,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.29908356070518494,-0.44527527689933777,0.020353887230157852
10782,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10782,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.29903677105903625,-0.44511109590530396,0.020366432145237923
10810,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10810,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.298990398645401,-0.44500210881233215,0.02035609260201454
10824,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10824,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.2990001440048218,-0.44502922892570496,0.020334739238023758
10866,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10866,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.29904913902282715,-0.44515034556388855,0.020303940400481224
10894,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10894,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.2990703284740448,-0.4452524781227112,0.020277252420783043
10907,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10907,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.2990797162055969,-0.44529664516448975,0.020269932225346565
10949,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10949,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.2991082966327667,-0.4453735947608948,0.020239079371094704
10977,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10977,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.2990935742855072,-0.4453205168247223,0.020212450996041298
10991,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
10991,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.2990785539150238,-0.44528165459632874,0.020191069692373276
11033,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11033,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.29905542731285095,-0.44523540139198303,0.020092863589525223
11061,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11061,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.2990347445011139,-0.44521063566207886,0.020034341141581535
11075,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11075,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.29904404282569885,-0.4452304244041443,0.02001418173313141
11117,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11117,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.2990994155406952,-0.44531577825546265,0.01996646821498871
11144,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11144,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.299102783203125,-0.4452876150608063,0.019971143454313278
11158,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11158,,,,2022-10-19 9:43:07 AM,FingerFollowData,,,RightControllerPosition,0.2990877032279968,-0.44524723291397095,0.019972702488303185
11200,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11200,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.299037903547287,-0.4451100528240204,0.019923415035009384
11228,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11228,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.29900291562080383,-0.44507062435150146,0.019889868795871735
11242,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11242,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.29898786544799805,-0.4450341761112213,0.01987936720252037
11284,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11284,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.2989791929721832,-0.4450215697288513,0.019861703738570213
11311,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11311,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.2989332675933838,-0.4449061155319214,0.01987431012094021
11325,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11325,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.29887568950653076,-0.44478514790534973,0.019879497587680817
11367,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11367,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.29893583059310913,-0.4448799192905426,0.019818443804979324
11395,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11395,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.2989344596862793,-0.44490256905555725,0.01978234015405178
11409,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11409,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.2989647388458252,-0.44493475556373596,0.019777588546276093
11451,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11451,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.2990688681602478,-0.4450365900993347,0.01977115124464035
11478,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11478,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.29908546805381775,-0.4450153708457947,0.019752200692892075
11492,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11492,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.2990780174732208,-0.4449867308139801,0.01973774842917919
11534,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11534,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.29901355504989624,-0.44485560059547424,0.019732562825083733
11562,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11562,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.2989720404148102,-0.4447890818119049,0.01975126750767231
11576,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11576,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.29890871047973633,-0.4446659982204437,0.019785065203905106
11618,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11618,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.2987879812717438,-0.4444632828235626,0.01982060633599758
11645,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11645,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.29870542883872986,-0.4442686438560486,0.019843989983201027
11659,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11659,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.29864057898521423,-0.44410690665245056,0.019867513328790665
11701,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11701,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.298554927110672,-0.4439252018928528,0.01993798278272152
11729,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11729,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.29850998520851135,-0.44385218620300293,0.019965970888733864
11743,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11743,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.2984914183616638,-0.44385507702827454,0.019963132217526436
11785,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11785,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.29842129349708557,-0.44381818175315857,0.01995171792805195
11813,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11813,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.2983912229537964,-0.44378045201301575,0.019940080121159554
11813,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11813,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.2983912229537964,-0.44378045201301575,0.019940080121159554
11868,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11868,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.29832732677459717,-0.4436957836151123,0.019903341308236122
11896,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11896,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.2982446849346161,-0.44354233145713806,0.019914116710424423
11896,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11896,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.2982446849346161,-0.44354233145713806,0.019914116710424423
11952,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11952,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.2980917692184448,-0.4432898759841919,0.019880829378962517
11980,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11980,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.29805898666381836,-0.44325342774391174,0.019866429269313812
11980,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
11980,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.29805898666381836,-0.44325342774391174,0.019866429269313812
12036,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
12036,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.29803550243377686,-0.443233847618103,0.019864149391651154
12063,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
12063,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.2979997992515564,-0.4431757628917694,0.0198570154607296
12063,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
12063,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.2979997992515564,-0.4431757628917694,0.0198570154607296
12119,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
12119,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.29799243807792664,-0.4431163966655731,0.01987999863922596
12147,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
12147,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.2979765832424164,-0.4430861473083496,0.019870445132255554
12147,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
12147,,,,2022-10-19 9:43:08 AM,FingerFollowData,,,RightControllerPosition,0.2979765832424164,-0.4430861473083496,0.019870445132255554
12203,,,,2022-10-19 9:43:09 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
12203,,,,2022-10-19 9:43:09 AM,FingerFollowData,,,RightControllerPosition,0.2979567050933838,-0.4430190920829773,0.019815262407064438
12230,,,,2022-10-19 9:43:09 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
12230,,,,2022-10-19 9:43:09 AM,FingerFollowData,,,RightControllerPosition,0.29796621203422546,-0.4429960548877716,0.01980268955230713
12231,,,,2022-10-19 9:43:09 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
12231,,,,2022-10-19 9:43:09 AM,FingerFollowData,,,RightControllerPosition,0.29796621203422546,-0.4429960548877716,0.01980268955230713
12286,,,,2022-10-19 9:43:09 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
12286,,,,2022-10-19 9:43:09 AM,FingerFollowData,,,RightControllerPosition,0.2979786992073059,-0.44298285245895386,0.019808849319815636
12314,,,,2022-10-19 9:43:09 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
12314,,,,2022-10-19 9:43:09 AM,FingerFollowData,,,RightControllerPosition,0.2979838252067566,-0.44299229979515076,0.019813373684883118
