Value.ElapsedTime,Value.Mode,Value.Repetitions,Value.Scenario,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z
40199,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.14578838646411896,-0.4737767279148102,0.16396468877792358
40200,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40200,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.14578838646411896,-0.4737767279148102,0.16396468877792358
40255,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40255,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.14484606683254242,-0.4733022451400757,0.16345563530921936
40283,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40283,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.144406259059906,-0.4730737507343292,0.1633530557155609
40283,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40283,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.144406259059906,-0.4730737507343292,0.1633530557155609
40339,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40339,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.14342822134494781,-0.47238272428512573,0.16335272789001465
40367,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40367,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.14247912168502808,-0.4718410074710846,0.16333022713661194
40367,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40367,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.14247912168502808,-0.4718410074710846,0.16333022713661194
40422,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40422,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.14132946729660034,-0.4712153375148773,0.16328755021095276
40450,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40450,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.14106260240077972,-0.47101524472236633,0.16339395940303802
40450,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40450,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.14106260240077972,-0.47101524472236633,0.16339395940303802
40506,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40506,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.14007443189620972,-0.4704325497150421,0.16364705562591553
40534,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40534,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.13917407393455505,-0.46989619731903076,0.16382935643196106
40534,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40534,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.13917407393455505,-0.46989619731903076,0.16382935643196106
40589,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40589,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.13700978457927704,-0.46856510639190674,0.16413132846355438
40617,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40617,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.13588692247867584,-0.46783703565597534,0.1642846018075943
40618,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40618,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.1358988732099533,-0.46784281730651855,0.16428159177303314
40673,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40673,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.13346253335475922,-0.4663607180118561,0.16453400254249573
40701,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40701,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.1323365569114685,-0.46571987867355347,0.16469483077526093
40701,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40701,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.132333904504776,-0.4657193720340729,0.16469010710716248
40756,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40756,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.13028936088085175,-0.4644976556301117,0.16532152891159058
40771,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40771,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.1298302263021469,-0.4642120897769928,0.16545861959457397
40784,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40784,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.12935997545719147,-0.46393972635269165,0.1656261533498764
40840,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40840,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.12768299877643585,-0.46283775568008423,0.16611382365226746
40854,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40854,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.12729662656784058,-0.46260565519332886,0.16626982390880585
40868,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40868,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.12696580588817596,-0.462379515171051,0.1664147824048996
40923,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40923,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.12582087516784668,-0.4615528881549835,0.16684740781784058
40937,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40937,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.125547394156456,-0.46133503317832947,0.1668609082698822
40951,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
40951,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.1252821534872055,-0.46105170249938965,0.16684988141059875
41007,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41007,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.12438680231571198,-0.4599180519580841,0.1666407734155655
41021,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41021,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.12412695586681366,-0.4596464931964874,0.1665094643831253
41035,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41035,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.12385494261980057,-0.4593522846698761,0.16635407507419586
41077,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41077,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.1231536865234375,-0.4587467610836029,0.1660500466823578
41104,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41104,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.12282717227935791,-0.4588724970817566,0.16560669243335724
41118,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41118,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.1228625476360321,-0.45944511890411377,0.16519413888454437
41160,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41160,,,,2022-10-19 9:43:37 AM,FingerFollowData,,,RightControllerPosition,0.12270547449588776,-0.45997533202171326,0.16478461027145386
41188,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41188,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12255535274744034,-0.4602288007736206,0.16459251940250397
41202,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41202,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12245714664459229,-0.46045753359794617,0.1644877940416336
41244,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41244,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12186016887426376,-0.4597378969192505,0.16413676738739014
41272,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41272,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12134096771478653,-0.45877960324287415,0.16390426456928253
41286,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41286,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12125338613986969,-0.45900386571884155,0.16389957070350647
41327,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41327,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12099447101354599,-0.45964547991752625,0.16401469707489014
41355,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41355,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12082324177026749,-0.46020618081092834,0.1641496866941452
41369,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41369,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12083880603313446,-0.46098777651786804,0.16418848931789398
41411,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41411,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12122321128845215,-0.46413347125053406,0.16423653066158295
41439,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41439,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.1210818961262703,-0.4649713933467865,0.16451509296894073
41453,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41453,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.1210174635052681,-0.4653167426586151,0.16471953690052032
41494,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41494,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12103761732578278,-0.4660490155220032,0.16521713137626648
41522,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41522,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12106822431087494,-0.4664730131626129,0.16539236903190613
41536,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41536,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12108644098043442,-0.4666643738746643,0.16540944576263428
41578,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41578,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12117184698581696,-0.46715879440307617,0.16529740393161774
41606,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41606,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12119270116090775,-0.46752193570137024,0.1651453822851181
41620,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41620,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.121180459856987,-0.46770480275154114,0.16502386331558228
41662,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41662,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12126339226961136,-0.4679730236530304,0.1647433489561081
41689,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41689,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.1213049367070198,-0.46825483441352844,0.16460567712783813
41703,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41703,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12132395058870316,-0.46846386790275574,0.16454245150089264
41745,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41745,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12137655168771744,-0.4689560532569885,0.1644914150238037
41773,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41773,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12140585482120514,-0.46943214535713196,0.1645929515361786
41787,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41787,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12141016125679016,-0.46965518593788147,0.16468627750873566
41828,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41828,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12143341451883316,-0.4706604778766632,0.16522052884101868
41856,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41856,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12143506854772568,-0.4713200330734253,0.16562029719352722
41870,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41870,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.1214272677898407,-0.4716973602771759,0.16586099565029144
41912,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41912,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12139224261045456,-0.4729922413825989,0.16660328209400177
41940,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41940,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12131065130233765,-0.4739607870578766,0.16715960204601288
41954,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41954,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.1212364062666893,-0.4744769036769867,0.16741794347763062
41995,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
41995,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12111272662878036,-0.4759688973426819,0.1680213212966919
42023,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42023,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12108858674764633,-0.47688570618629456,0.16828316450119019
42037,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42037,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12114560604095459,-0.4773856997489929,0.16833841800689697
42079,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42079,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12141238152980804,-0.47898513078689575,0.16877365112304688
42107,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42107,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.1216408833861351,-0.48006078600883484,0.16911697387695312
42121,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42121,,,,2022-10-19 9:43:38 AM,FingerFollowData,,,RightControllerPosition,0.12173612415790558,-0.4806015193462372,0.16926434636116028
42162,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42162,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12210512161254883,-0.4822981655597687,0.1697208732366562
42190,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42190,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12235306203365326,-0.48345017433166504,0.1699390709400177
42190,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42190,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12235306203365326,-0.48345017433166504,0.1699390709400177
42246,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42246,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.1229691430926323,-0.4857390522956848,0.17021444439888
42274,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42274,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12326450645923615,-0.48667076230049133,0.17035874724388123
42274,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42274,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12326450645923615,-0.48667076230049133,0.17035874724388123
42329,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42329,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12388023734092712,-0.48831942677497864,0.17079150676727295
42357,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42357,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12412869185209274,-0.48911261558532715,0.1710032969713211
42357,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42357,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12412869185209274,-0.48911261558532715,0.1710032969713211
42413,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42413,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12447422742843628,-0.49070337414741516,0.17156988382339478
42441,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42441,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12465266138315201,-0.49144622683525085,0.17192190885543823
42441,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42441,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12465266138315201,-0.49144622683525085,0.17192190885543823
42497,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42497,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12516555190086365,-0.4930158257484436,0.17267027497291565
42524,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42524,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12555205821990967,-0.494051456451416,0.17309893667697906
42524,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42524,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12555205821990967,-0.494051456451416,0.17309893667697906
42580,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42580,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12639090418815613,-0.4962924122810364,0.17396381497383118
42608,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42608,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12679851055145264,-0.4973420202732086,0.1744072586297989
42608,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42608,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12679851055145264,-0.4973420202732086,0.1744072586297989
42664,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42664,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.1272832602262497,-0.4982878565788269,0.1748812198638916
42691,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42691,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.1273718923330307,-0.49836546182632446,0.17491546273231506
42691,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42691,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.1273718923330307,-0.49836546182632446,0.17491546273231506
42747,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42747,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.1274588704109192,-0.49831652641296387,0.17488713562488556
42775,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42775,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12756800651550293,-0.4984070062637329,0.17491045594215393
42775,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42775,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12756800651550293,-0.4984070062637329,0.17491045594215393
42830,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42830,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12793035805225372,-0.4986881911754608,0.17504286766052246
42858,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42858,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12812428176403046,-0.4989111125469208,0.1751653254032135
42858,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42858,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12812428176403046,-0.4989111125469208,0.1751653254032135
42914,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,LeftControllerPosition,-1.1432385444641113,-0.4780502915382385,-0.2887839376926422
42914,,,,2022-10-19 9:43:39 AM,FingerFollowData,,,RightControllerPosition,0.12849684059619904,-0.4993324875831604,0.17538557946681976
