Value.ElapsedTime,Value.PourHeight,Value.Scenario,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z,Value.Score,Value.TimeTask
,,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",2022-10-05 10:35:16 AM,,,946f7cb8-4f7c-4580-bdac-44bd2b9b3d7c,ApplicationStart,,,,,
0,1.340000033378601,,2022-10-05 10:47:07 AM,,false,946f7cb8-4f7c-4580-bdac-44bd2b9b3d7c,EverydayTaskConfig,,,,,
0,,,2022-10-05 10:47:07 AM,EverydayTaskData,,,LeftControllerPosition,-0.13492831587791443,-0.5809038877487183,0.21768732368946075,,
0,,,2022-10-05 10:47:07 AM,EverydayTaskData,,,RightControllerPosition,-0.0371733233332634,-0.39803773164749146,0.17892730236053467,,
84,,,2022-10-05 10:47:07 AM,EverydayTaskData,,,LeftControllerPosition,-0.13481909036636353,-0.580711305141449,0.21667025983333588,,
84,,,2022-10-05 10:47:07 AM,EverydayTaskData,,,RightControllerPosition,-0.0355900377035141,-0.40042829513549805,0.1874607801437378,,
172,,,2022-10-05 10:47:07 AM,EverydayTaskData,,,LeftControllerPosition,-0.135944664478302,-0.579174816608429,0.21660684049129486,,
172,,,2022-10-05 10:47:07 AM,EverydayTaskData,,,RightControllerPosition,-0.037546511739492416,-0.404823899269104,0.19361157715320587,,
242,,,2022-10-05 10:47:07 AM,EverydayTaskData,,,LeftControllerPosition,-0.1349782794713974,-0.5786304473876953,0.21571481227874756,,
242,,,2022-10-05 10:47:07 AM,EverydayTaskData,,,RightControllerPosition,-0.04094311594963074,-0.4061434268951416,0.20135203003883362,,
327,,,2022-10-05 10:47:07 AM,EverydayTaskData,,,LeftControllerPosition,-0.13638368248939514,-0.5814009308815002,0.2161308228969574,,
327,,,2022-10-05 10:47:07 AM,EverydayTaskData,,,RightControllerPosition,-0.04613516479730606,-0.40069031715393066,0.20406349003314972,,
410,,,2022-10-05 10:47:07 AM,EverydayTaskData,,,LeftControllerPosition,-0.13808685541152954,-0.5804020166397095,0.21657700836658478,,
410,,,2022-10-05 10:47:07 AM,EverydayTaskData,,,RightControllerPosition,-0.05089033767580986,-0.3910439610481262,0.19692008197307587,,
494,,,2022-10-05 10:47:07 AM,EverydayTaskData,,,LeftControllerPosition,-0.13436110317707062,-0.5796179175376892,0.2121679186820984,,
494,,,2022-10-05 10:47:07 AM,EverydayTaskData,,,RightControllerPosition,-0.052434809505939484,-0.39378437399864197,0.18788596987724304,,
578,,,2022-10-05 10:47:07 AM,EverydayTaskData,,,LeftControllerPosition,-0.13347579538822174,-0.577640175819397,0.2092268317937851,,
578,,,2022-10-05 10:47:07 AM,EverydayTaskData,,,RightControllerPosition,-0.05071595311164856,-0.4019273817539215,0.1780906319618225,,
661,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,LeftControllerPosition,-0.13566330075263977,-0.5762572288513184,0.20891350507736206,,
661,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,RightControllerPosition,-0.05070256069302559,-0.4125264286994934,0.16825278103351593,,
745,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,LeftControllerPosition,-0.1334953010082245,-0.5742282867431641,0.20994620025157928,,
745,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,RightControllerPosition,-0.03830527514219284,-0.41414201259613037,0.15927201509475708,,
828,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,LeftControllerPosition,-0.12816327810287476,-0.5753324031829834,0.21336282789707184,,
828,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,RightControllerPosition,-0.02031075768172741,-0.41340819001197815,0.1619727611541748,,
912,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,LeftControllerPosition,-0.12578614056110382,-0.5782109498977661,0.2159259170293808,,
912,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,RightControllerPosition,-0.00290451617911458,-0.41588979959487915,0.16372033953666687,,
996,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,LeftControllerPosition,-0.12545666098594666,-0.5782595872879028,0.21506302058696747,,
996,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,RightControllerPosition,0.018102221190929413,-0.4067770540714264,0.160795658826828,,
1079,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,LeftControllerPosition,-0.1227976381778717,-0.5709217190742493,0.21067757904529572,,
1079,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,RightControllerPosition,0.03787890449166298,-0.38456982374191284,0.15603862702846527,,
1164,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,LeftControllerPosition,-0.12005330622196198,-0.5594720840454102,0.20457082986831665,,
1164,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,RightControllerPosition,0.06503023207187653,-0.34515517950057983,0.15474942326545715,,
1246,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,LeftControllerPosition,-0.10636506229639053,-0.5565448999404907,0.19102539122104645,,
1246,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,RightControllerPosition,0.07938651740550995,-0.30719923973083496,0.1543922871351242,,
1330,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,LeftControllerPosition,-0.11447440087795258,-0.557380199432373,0.18892374634742737,,
1330,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,RightControllerPosition,0.07889711856842041,-0.27272459864616394,0.15568919479846954,,
1414,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,LeftControllerPosition,-0.12722618877887726,-0.5577914118766785,0.1908567249774933,,
1414,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,RightControllerPosition,0.07316387444734573,-0.2417249232530594,0.15190114080905914,,
1497,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,LeftControllerPosition,-0.13370981812477112,-0.550684928894043,0.18942855298519135,,
1497,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,RightControllerPosition,0.06936852633953094,-0.21517784893512726,0.14214164018630981,,
1581,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,LeftControllerPosition,-0.14690878987312317,-0.543088972568512,0.18598239123821259,,
1581,,,2022-10-05 10:47:08 AM,EverydayTaskData,,,RightControllerPosition,0.06461373716592789,-0.19261516630649567,0.12954886257648468,,
