Value.ElapsedTime,Value.Repetitions,Value.Scenario,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z,Value.Delay,Value.CurrentRepetition
,,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",2022-10-05 10:35:16 AM,,,946f7cb8-4f7c-4580-bdac-44bd2b9b3d7c,ApplicationStart,,,,,
0,10,,2022-10-05 10:45:17 AM,,false,946f7cb8-4f7c-4580-bdac-44bd2b9b3d7c,FingerNoseConfig,,,,,
1,,,2022-10-05 10:45:17 AM,FingerNoseData,,,LeftControllerPosition,-0.19501496851444244,0.6922019124031067,0.21974262595176697,,
1,,,2022-10-05 10:45:17 AM,FingerNoseData,,,RightControllerPosition,-0.02393682673573494,0.8155878186225891,0.20252074301242828,,
83,,,2022-10-05 10:45:17 AM,FingerNoseData,,,LeftControllerPosition,-0.1964196413755417,0.6912910342216492,0.21897470951080322,,
83,,,2022-10-05 10:45:17 AM,FingerNoseData,,,RightControllerPosition,-0.019480159506201744,0.8147029876708984,0.19680726528167725,,
166,,,2022-10-05 10:45:17 AM,FingerNoseData,,,LeftControllerPosition,-0.19685396552085876,0.6920667886734009,0.21838395297527313,,
166,,,2022-10-05 10:45:17 AM,FingerNoseData,,,RightControllerPosition,-0.013612470589578152,0.8095685839653015,0.19403915107250214,,
249,,,2022-10-05 10:45:17 AM,FingerNoseData,,,LeftControllerPosition,-0.1958969533443451,0.6911698579788208,0.21823769807815552,,
249,,,2022-10-05 10:45:17 AM,FingerNoseData,,,RightControllerPosition,-0.008804031647741795,0.8077501654624939,0.19203130900859833,,
332,,,2022-10-05 10:45:17 AM,FingerNoseData,,,LeftControllerPosition,-0.19325609505176544,0.6899713277816772,0.21926915645599365,,
332,,,2022-10-05 10:45:17 AM,FingerNoseData,,,RightControllerPosition,-0.0002995154063683003,0.8088488578796387,0.19051598012447357,,
