Value.CombinedEyesConvergenceDistance,Value.CombinedEyesConvergenceDistanceValidity,Value.CombinedEyesGazeDirectionNormalized_x,Value.CombinedEyesGazeDirectionNormalized_y,Value.CombinedEyesGazeDirectionNormalized_z,Value.CombinedEyesGazeOrigin_x,Value.CombinedEyesGazeOrigin_y,Value.CombinedEyesGazeOrigin_z,Value.CombinedEyesOpenness,Value.CombinedEyesPupilDiameter,Value.CombinedEyesPupilPositionInSensorArea_x,Value.CombinedEyesPupilPositionInSensorArea_y,Value.ElapsedTime,Value.LeftEyeGazeDirectionNormalized_x,Value.LeftEyeGazeDirectionNormalized_y,Value.LeftEyeGazeDirectionNormalized_z,Value.LeftEyeGazeOrigin_x,Value.LeftEyeGazeOrigin_y,Value.LeftEyeGazeOrigin_z,Value.LeftEyeOpenness,Value.LeftEyePupilDiameter,Value.LeftEyePupilPositionInSensorArea_x,Value.LeftEyePupilPositionInSensorArea_y,Value.Repetitions,Value.RightEyeGazeDirectionNormalized_x,Value.RightEyeGazeDirectionNormalized_y,Value.RightEyeGazeDirectionNormalized_z,Value.RightEyeGazeOrigin_x,Value.RightEyeGazeOrigin_y,Value.RightEyeGazeOrigin_z,Value.RightEyeOpenness,Value.RightEyePupilDiameter,Value.RightEyePupilPositionInSensorArea_x,Value.RightEyePupilPositionInSensorArea_y,Value.Scenario,Value.TargetSize,Value.TargetSpeed,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""EyeTrackingFollowScene"",""EyeTrackingFollowScene"",""EyeTrackingFollowScene"",""EyeTrackingFixationScene"",""EyeTrackingFixationScene"",""EyeTrackingFixationScene"",""EyeTrackingFixationScene"",""EyeTrackingMultipleScene"",""EyeTrackingMultipleScene"",""EyeTrackingMultipleScene""]",,,2022-10-05 10:57:27 AM,,,dde834bd-fa80-4ca5-8bee-efd32f9d8621,ApplicationStart
,,,,,,,,,,,,0,,,,,,,,,,,10,,,,,,,,,,,,1,1,2022-10-05 10:57:40 AM,,false,dde834bd-fa80-4ca5-8bee-efd32f9d8621,EyeTrackingFollowConfig
0,false,-0.0494232177734375,0.0713958740234375,0.9962158203125,-1.915618896484375,0.4278564453125,-30.086761474609375,0,0,0,0,1,-0.0479278564453125,0.0694580078125,0.996429443359375,32.971588134765625,1.3896636962890625,-30.787261962890625,1,2.9236602783203125,0.5299872756004333,0.5364251136779785,,-0.0507659912109375,0.0731201171875,0.9960174560546875,-33.13800048828125,-0.4329071044921875,-29.4598388671875,1,2.9878692626953125,0.5862549543380737,0.5762473940849304,,,,2022-10-05 10:57:40 AM,EyeTrackingFollowData,,,EyeData
0,false,-0.023681640625,0.058837890625,0.99798583984375,-23.7852783203125,-0.3769683837890625,-29.595321655273438,0,0,0,0,3,-0.0166473388671875,0.076934814453125,0.99688720703125,33.118255615234375,0.96875,-30.273666381835938,1,2.8935699462890625,0.5207890868186951,0.5449182987213135,,-0.024810791015625,0.05596923828125,0.9981231689453125,-32.804901123046875,-0.59027099609375,-29.48779296875,1,3.056182861328125,0.5714964866638184,0.5842413902282715,,,,2022-10-05 10:57:40 AM,EyeTrackingFollowData,,,EyeData
0,false,-0.023681640625,0.058837890625,0.99798583984375,-23.7852783203125,-0.3769683837890625,-29.595321655273438,0,0,0,0,9,-0.0166473388671875,0.076934814453125,0.99688720703125,33.118255615234375,0.96875,-30.273666381835938,1,2.8935699462890625,0.5207890868186951,0.5449182987213135,,-0.024810791015625,0.05596923828125,0.9981231689453125,-32.804901123046875,-0.59027099609375,-29.48779296875,1,3.056182861328125,0.5714964866638184,0.5842413902282715,,,,2022-10-05 10:57:40 AM,EyeTrackingFollowData,,,EyeData
0,false,0.0518035888671875,-0.0004119873046875,0.9986419677734375,-31.94000244140625,-0.800262451171875,-29.749832153320312,0,0,0,0,23,0.051605224609375,0.0164337158203125,0.9985198974609375,33.4779052734375,1.0048828125,-31.27313232421875,1,2.855682373046875,0.49967721104621887,0.5607221722602844,,0.0518035888671875,-0.00048828125,0.9986419677734375,-32.26631164550781,-0.80926513671875,-29.742233276367188,1,2.903839111328125,0.5429580211639404,0.601457417011261,,,,2022-10-05 10:57:40 AM,EyeTrackingFollowData,,,EyeData
0,false,0.0518035888671875,-0.0004119873046875,0.9986419677734375,-31.94000244140625,-0.800262451171875,-29.749832153320312,0,0,0,0,25,0.051605224609375,0.0164337158203125,0.9985198974609375,33.4779052734375,1.0048828125,-31.27313232421875,1,2.855682373046875,0.49967721104621887,0.5607221722602844,,0.0518035888671875,-0.00048828125,0.9986419677734375,-32.26631164550781,-0.80926513671875,-29.742233276367188,1,2.903839111328125,0.5429580211639404,0.601457417011261,,,,2022-10-05 10:57:40 AM,EyeTrackingFollowData,,,EyeData
0,false,0.076141357421875,-0.010040283203125,0.997039794921875,-32.16215515136719,-1.0702972412109375,-29.182052612304688,0,0,0,0,36,0.0712432861328125,-0.022674560546875,0.9971923828125,33.62348937988281,1.0257415771484375,-31.59967041015625,1,2.864593505859375,0.49202868342399597,0.5682022571563721,,0.076141357421875,-0.010040283203125,0.997039794921875,-32.16815185546875,-1.07049560546875,-29.18182373046875,1,2.965667724609375,0.5362718105316162,0.6062318682670593,,,,2022-10-05 10:57:40 AM,EyeTrackingFollowData,,,EyeData
0,false,0.076141357421875,-0.010040283203125,0.997039794921875,-32.16215515136719,-1.0702972412109375,-29.182052612304688,0,0,0,0,41,0.0712432861328125,-0.022674560546875,0.9971923828125,33.62348937988281,1.0257415771484375,-31.59967041015625,1,2.864593505859375,0.49202868342399597,0.5682022571563721,,0.076141357421875,-0.010040283203125,0.997039794921875,-32.16815185546875,-1.07049560546875,-29.18182373046875,1,2.965667724609375,0.5362718105316162,0.6062318682670593,,,,2022-10-05 10:57:40 AM,EyeTrackingFollowData,,,EyeData
0,false,0.074127197265625,-0.01953125,0.9970550537109375,-32.186370849609375,-1.119903564453125,-29.067581176757812,0,0,0,0,53,0.07177734375,-0.02178955078125,0.9971771240234375,33.6287841796875,0.98834228515625,-31.5284423828125,1,2.8544464111328125,0.4917798638343811,0.5686789155006409,,0.074127197265625,-0.01953125,0.9970550537109375,-32.19471740722656,-1.1201629638671875,-29.0672607421875,1,2.9335784912109375,0.5374079346656799,0.607998788356781,,,,2022-10-05 10:57:40 AM,EyeTrackingFollowData,,,EyeData
