Value.ElapsedTime,Value.Scenario,Value.Time,Value.TimerShowed,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z
,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",2022-10-04 12:43:10 PM,,,,c19ab211-f266-47ba-bcc8-6af73d0a3f7c,ApplicationStart,,,
0,,2022-10-04 1:00:18 PM,false,,false,c19ab211-f266-47ba-bcc8-6af73d0a3f7c,PegboardConfig,,,
0,,2022-10-04 1:00:18 PM,,PegboardData,,,LeftControllerPosition,-0.0956672877073288,-0.2592342793941498,0.14097042381763458
0,,2022-10-04 1:00:18 PM,,PegboardData,,,RightControllerPosition,-0.0018053925596177578,-0.32987138628959656,0.219038188457489
65,,2022-10-04 1:00:18 PM,,PegboardData,,,LeftControllerPosition,-0.09575816243886948,-0.2591661214828491,0.14103037118911743
65,,2022-10-04 1:00:18 PM,,PegboardData,,,RightControllerPosition,-0.00033315495238639414,-0.3294876515865326,0.2196584790945053
148,,2022-10-04 1:00:18 PM,,PegboardData,,,LeftControllerPosition,-0.0958205908536911,-0.2590043246746063,0.14080791175365448
148,,2022-10-04 1:00:18 PM,,PegboardData,,,RightControllerPosition,0.0014337236061692238,-0.32888367772102356,0.22016790509223938
231,,2022-10-04 1:00:19 PM,,PegboardData,,,LeftControllerPosition,-0.09562757611274719,-0.25922444462776184,0.14071644842624664
231,,2022-10-04 1:00:19 PM,,PegboardData,,,RightControllerPosition,0.002253812039270997,-0.3280666172504425,0.21989277005195618
314,,2022-10-04 1:00:19 PM,,PegboardData,,,LeftControllerPosition,-0.09530415385961533,-0.2595471441745758,0.14086420834064484
314,,2022-10-04 1:00:19 PM,,PegboardData,,,RightControllerPosition,0.002835155464708805,-0.3272646367549896,0.21973952651023865
398,,2022-10-04 1:00:19 PM,,PegboardData,,,LeftControllerPosition,-0.09558085352182388,-0.2593868374824524,0.14071521162986755
