_id,Value.Time,Value.Type,Value.PatientID,Value.TrialID,Value.Scenario[0],Value.Scenario[1],Value.Scenario[2],Value.Scenario[3],Value.Scenario[4],Value.Scenario[5],Value.Scenario[6],Value.Scenario[7],Value.Scenario[8],Value.Scenario[9],Value.ElapsedTime,Value.ToolEnded,Value.TargetSize,Value.TimeFixation,Value.Distance,Value.ToolData,Value.LeftEyeOpenness,Value.LeftEyePupilDiameter,Value.LeftEyePupilPositionInSensorArea_x,Value.LeftEyePupilPositionInSensorArea_y,Value.LeftEyeGazeDirectionNormalized_x,Value.LeftEyeGazeDirectionNormalized_y,Value.LeftEyeGazeDirectionNormalized_z,Value.LeftEyeGazeOrigin_x,Value.LeftEyeGazeOrigin_y,Value.LeftEyeGazeOrigin_z,Value.RightEyeOpenness,Value.RightEyePupilDiameter,Value.RightEyePupilPositionInSensorArea_x,Value.RightEyePupilPositionInSensorArea_y,Value.RightEyeGazeDirectionNormalized_x,Value.RightEyeGazeDirectionNormalized_y,Value.RightEyeGazeDirectionNormalized_z,Value.RightEyeGazeOrigin_x,Value.RightEyeGazeOrigin_y,Value.RightEyeGazeOrigin_z,Value.CombinedEyesOpenness,Value.CombinedEyesPupilDiameter,Value.CombinedEyesPupilPositionInSensorArea_x,Value.CombinedEyesPupilPositionInSensorArea_y,Value.CombinedEyesGazeDirectionNormalized_x,Value.CombinedEyesGazeDirectionNormalized_y,Value.CombinedEyesGazeDirectionNormalized_z,Value.CombinedEyesGazeOrigin_x,Value.CombinedEyesGazeOrigin_y,Value.CombinedEyesGazeOrigin_z,Value.CombinedEyesConvergenceDistance,Value.CombinedEyesConvergenceDistanceValidity
650469a388f911d6b5fcc953,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,45,,,,,EyeTrackingFixData,1,2.8407135009765625,0.5035715699195862,0.4994278848171234,-0.033111572265625,0.00628662109375,0.999420166015625,31.827545166015625,0.7263641357421875,-24.216064453125,1,2.9665679931640625,0.5595259666442871,0.5284789204597473,-0.0068206787109375,-0.0058441162109375,0.9999542236328125,-30.705703735351562,-0.0690765380859375,-24.649826049804688,0,0,0,0,-0.0248260498046875,0.0024566650390625,0.9996795654296875,12.119613647460938,0.475677490234375,-24.352767944335938,0,false
650469a388f911d6b5fcc955,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,57,,,,,EyeTrackingFixData,1,2.8407135009765625,0.5035715699195862,0.4994278848171234,-0.033111572265625,0.00628662109375,0.999420166015625,31.827545166015625,0.7263641357421875,-24.216064453125,1,2.9665679931640625,0.5595259666442871,0.5284789204597473,-0.0068206787109375,-0.0058441162109375,0.9999542236328125,-30.705703735351562,-0.0690765380859375,-24.649826049804688,0,0,0,0,-0.0248260498046875,0.0024566650390625,0.9996795654296875,12.119613647460938,0.475677490234375,-24.352767944335938,0,false
650469a388f911d6b5fcc957,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,68,,,,,EyeTrackingFixData,1,2.838836669921875,0.5034560561180115,0.499462366104126,-0.032379150390625,0.0062255859375,0.99945068359375,31.827880859375,0.725677490234375,-24.216522216796875,1,2.9869232177734375,0.5594393014907837,0.5285823941230774,-0.006439208984375,-0.006103515625,0.9999542236328125,-30.70428466796875,-0.070343017578125,-24.649826049804688,0,0,0,0,-0.022491455078125,0.0015106201171875,0.9997406005859375,7.9731903076171875,0.4220123291015625,-24.381820678710938,0,false
650469a388f911d6b5fcc959,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,79,,,,,EyeTrackingFixData,1,2.8408050537109375,0.5032578706741333,0.4994838833808899,-0.0313262939453125,0.0064849853515625,0.999481201171875,31.829193115234375,0.7236480712890625,-24.216522216796875,1,2.9909515380859375,0.5593358874320984,0.5289989709854126,-0.005859375,-0.0077972412109375,0.99993896484375,-30.703506469726562,-0.0736541748046875,-24.655838012695312,0,0,0,0,-0.0190582275390625,-0.0003814697265625,0.99981689453125,1.7103271484375,0.3396148681640625,-24.428115844726562,0,false
650469a388f911d6b5fcc95b,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,84,,,,,EyeTrackingFixData,1,2.8408050537109375,0.5032578706741333,0.4994838833808899,-0.0313262939453125,0.0064849853515625,0.999481201171875,31.829193115234375,0.7236480712890625,-24.216522216796875,1,2.9909515380859375,0.5593358874320984,0.5289989709854126,-0.005859375,-0.0077972412109375,0.99993896484375,-30.703506469726562,-0.0736541748046875,-24.655838012695312,0,0,0,0,-0.0190582275390625,-0.0003814697265625,0.99981689453125,1.7103271484375,0.3396148681640625,-24.428115844726562,0,false
650469a388f911d6b5fcc95d,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,90,,,,,EyeTrackingFixData,1,2.8408050537109375,0.5032578706741333,0.4994838833808899,-0.0313262939453125,0.0064849853515625,0.999481201171875,31.829193115234375,0.7236480712890625,-24.216522216796875,1,2.9909515380859375,0.5593358874320984,0.5289989709854126,-0.005859375,-0.0077972412109375,0.99993896484375,-30.703506469726562,-0.0736541748046875,-24.655838012695312,0,0,0,0,-0.0190582275390625,-0.0003814697265625,0.99981689453125,1.7103271484375,0.3396148681640625,-24.428115844726562,0,false
650469a388f911d6b5fcc95f,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,101,,,,,EyeTrackingFixData,1,2.868499755859375,0.5031500458717346,0.49969732761383057,-0.0308990478515625,0.00567626953125,0.9994964599609375,31.829559326171875,0.7214508056640625,-24.216522216796875,1,2.9930877685546875,0.5592792630195618,0.5291709303855896,-0.0055389404296875,-0.008087158203125,0.99993896484375,-30.703048706054688,-0.074951171875,-24.66510009765625,0,0,0,0,-0.018463134765625,-0.001068115234375,0.99981689453125,1.1544036865234375,0.3307647705078125,-24.436569213867188,0,false
650469a388f911d6b5fcc961,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,112,,,,,EyeTrackingFixData,1,2.858306884765625,0.5030530691146851,0.4998207092285156,-0.0302276611328125,0.0072479248046875,0.99951171875,31.82989501953125,0.7109222412109375,-24.2188720703125,1,2.99407958984375,0.5592792630195618,0.5292525291442871,-0.0056610107421875,-0.008209228515625,0.99993896484375,-30.702468872070312,-0.076873779296875,-24.66510009765625,0,0,0,0,-0.0182647705078125,-0.000274658203125,0.9998321533203125,1.365997314453125,0.327117919921875,-24.436264038085938,0,false
650469a388f911d6b5fcc963,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,117,,,,,EyeTrackingFixData,1,2.858306884765625,0.5030530691146851,0.4998207092285156,-0.0302276611328125,0.0072479248046875,0.99951171875,31.82989501953125,0.7109222412109375,-24.2188720703125,1,2.99407958984375,0.5592792630195618,0.5292525291442871,-0.0056610107421875,-0.008209228515625,0.99993896484375,-30.702468872070312,-0.076873779296875,-24.66510009765625,0,0,0,0,-0.0182647705078125,-0.000274658203125,0.9998321533203125,1.365997314453125,0.327117919921875,-24.436264038085938,0,false
650469a388f911d6b5fcc965,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,123,,,,,EyeTrackingFixData,1,2.858306884765625,0.5030530691146851,0.4998207092285156,-0.0302276611328125,0.0072479248046875,0.99951171875,31.82989501953125,0.7109222412109375,-24.2188720703125,1,2.99407958984375,0.5592792630195618,0.5292525291442871,-0.0056610107421875,-0.008209228515625,0.99993896484375,-30.702468872070312,-0.076873779296875,-24.66510009765625,0,0,0,0,-0.0182647705078125,-0.000274658203125,0.9998321533203125,1.365997314453125,0.327117919921875,-24.436264038085938,0,false
650469a388f911d6b5fcc967,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,134,,,,,EyeTrackingFixData,1,2.878082275390625,0.5030415058135986,0.49992066621780396,-0.030426025390625,0.010101318359375,0.999481201171875,31.830413818359375,0.6970672607421875,-24.224609375,1,2.9940643310546875,0.5591646432876587,0.5293398499488831,-0.005157470703125,-0.0081024169921875,0.99993896484375,-30.701263427734375,-0.079986572265625,-24.66510009765625,0,0,0,0,-0.0180206298828125,0.00115966796875,0.9998321533203125,1.1457366943359375,0.3157501220703125,-24.440765380859375,0,false
650469a388f911d6b5fcc969,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,145,,,,,EyeTrackingFixData,1,2.8279876708984375,0.49096497893333435,0.5047983527183533,0.0274810791015625,-0.0170135498046875,0.9994659423828125,31.941909790039062,0.756622314453125,-24.577651977539062,1,3.04571533203125,0.5445129871368408,0.5337736010551453,0.0322265625,-0.015472412109375,0.999359130859375,-30.428207397460938,-0.2896881103515625,-24.259521484375,0,0,0,0,0.02813720703125,-0.0167999267578125,0.99945068359375,23.275497436523438,0.611236572265625,-24.533447265625,0,false
650469a388f911d6b5fcc96b,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,151,,,,,EyeTrackingFixData,1,2.8279876708984375,0.49096497893333435,0.5047983527183533,0.0274810791015625,-0.0170135498046875,0.9994659423828125,31.941909790039062,0.756622314453125,-24.577651977539062,1,3.04571533203125,0.5445129871368408,0.5337736010551453,0.0322265625,-0.015472412109375,0.999359130859375,-30.428207397460938,-0.2896881103515625,-24.259521484375,0,0,0,0,0.02813720703125,-0.0167999267578125,0.99945068359375,23.275497436523438,0.611236572265625,-24.533447265625,0,false
650469a388f911d6b5fcc96d,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,157,,,,,EyeTrackingFixData,1,2.93243408203125,0.48705750703811646,0.5080605149269104,0.0193634033203125,-0.022979736328125,0.999542236328125,32.094268798828125,0.7118988037109375,-24.67681884765625,1,3.0052642822265625,0.5385915637016296,0.5362906455993652,0.035614013671875,-0.0258026123046875,0.9990234375,-30.263397216796875,-0.30975341796875,-24.294815063476562,0,0,0,0,0.0331878662109375,-0.0253753662109375,0.999114990234375,-20.924819946289062,-0.1567535400390625,-24.352020263671875,0,false
650469a388f911d6b5fcc96f,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,169,,,,,EyeTrackingFixData,1,2.93243408203125,0.48705750703811646,0.5080605149269104,0.0193634033203125,-0.022979736328125,0.999542236328125,32.094268798828125,0.7118988037109375,-24.67681884765625,1,3.0052642822265625,0.5385915637016296,0.5362906455993652,0.035614013671875,-0.0258026123046875,0.9990234375,-30.263397216796875,-0.30975341796875,-24.294815063476562,0,0,0,0,0.0331878662109375,-0.0253753662109375,0.999114990234375,-20.924819946289062,-0.1567535400390625,-24.352020263671875,0,false
650469a388f911d6b5fcc971,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,174,,,,,EyeTrackingFixData,1,2.93243408203125,0.48705750703811646,0.5080605149269104,0.0193634033203125,-0.022979736328125,0.999542236328125,32.094268798828125,0.7118988037109375,-24.67681884765625,1,3.0052642822265625,0.5385915637016296,0.5362906455993652,0.035614013671875,-0.0258026123046875,0.9990234375,-30.263397216796875,-0.30975341796875,-24.294815063476562,0,0,0,0,0.0331878662109375,-0.0253753662109375,0.999114990234375,-20.924819946289062,-0.1567535400390625,-24.352020263671875,0,false
650469a388f911d6b5fcc973,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,179,,,,,EyeTrackingFixData,1,2.82562255859375,0.48664700984954834,0.5086151957511902,0.0172882080078125,-0.024810791015625,0.999542236328125,32.11865234375,0.7693634033203125,-24.937591552734375,1,2.9742279052734375,0.5374753475189209,0.5372388362884521,0.0515899658203125,-0.0291595458984375,0.99822998046875,-30.302841186523438,-0.3154449462890625,-24.324798583984375,0,0,0,0,0.0503692626953125,-0.0290069580078125,0.9983062744140625,-28.067245483398438,-0.2765960693359375,-24.346755981445312,0,false
650469a388f911d6b5fcc975,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,190,,,,,EyeTrackingFixData,1,2.8619537353515625,0.48664700984954834,0.5091001391410828,0.015380859375,-0.0299835205078125,0.999420166015625,32.12550354003906,0.8606109619140625,-25.24212646484375,1,2.965118408203125,0.5380063652992249,0.5372388362884521,0.04779052734375,-0.0284576416015625,0.998443603515625,-30.302169799804688,-0.3275604248046875,-24.293685913085938,0,0,0,0,0.047760009765625,-0.0284576416015625,0.998443603515625,-30.241897583007812,-0.326416015625,-24.294601440429688,0,false
650469a388f911d6b5fcc977,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,201,,,,,EyeTrackingFixData,1,2.8619537353515625,0.48664700984954834,0.5091001391410828,0.015380859375,-0.0299835205078125,0.999420166015625,32.12550354003906,0.8606109619140625,-25.24212646484375,1,2.965118408203125,0.5380063652992249,0.5372388362884521,0.04779052734375,-0.0284576416015625,0.998443603515625,-30.302169799804688,-0.3275604248046875,-24.293685913085938,0,0,0,0,0.047760009765625,-0.0284576416015625,0.998443603515625,-30.241897583007812,-0.326416015625,-24.294601440429688,0,false
650469a388f911d6b5fcc979,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,206,,,,,EyeTrackingFixData,1,2.8619537353515625,0.48664700984954834,0.5091001391410828,0.015380859375,-0.0299835205078125,0.999420166015625,32.12550354003906,0.8606109619140625,-25.24212646484375,1,2.965118408203125,0.5380063652992249,0.5372388362884521,0.04779052734375,-0.0284576416015625,0.998443603515625,-30.302169799804688,-0.3275604248046875,-24.293685913085938,0,0,0,0,0.047760009765625,-0.0284576416015625,0.998443603515625,-30.241897583007812,-0.326416015625,-24.294601440429688,0,false
650469a388f911d6b5fcc97b,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,212,,,,,EyeTrackingFixData,1,2.8205413818359375,0.4864829182624817,0.5093556046485901,0.0163116455078125,-0.031524658203125,0.999359130859375,32.12748718261719,0.8563079833984375,-25.233657836914062,1,2.9593658447265625,0.5376848578453064,0.5371546745300293,0.049835205078125,-0.02789306640625,0.99835205078125,-30.301925659179688,-0.328094482421875,-24.29193115234375,0,0,0,0,0.049835205078125,-0.02789306640625,0.99835205078125,-30.287582397460938,-0.32781982421875,-24.292144775390625,0,false
650469a388f911d6b5fcc97d,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,223,,,,,EyeTrackingFixData,1,2.8343048095703125,0.48645758628845215,0.5092812180519104,0.0162200927734375,-0.03106689453125,0.9993743896484375,32.1282958984375,0.857421875,-25.235595703125,1,2.95745849609375,0.5377532243728638,0.5371273756027222,0.0493621826171875,-0.0274658203125,0.9983978271484375,-30.302047729492188,-0.335205078125,-24.270660400390625,0,0,0,0,0.049285888671875,-0.0274810791015625,0.9983978271484375,-30.169082641601562,-0.332672119140625,-24.272705078125,0,false
650469a388f911d6b5fcc97f,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,234,,,,,EyeTrackingFixData,1,2.8341064453125,0.48650825023651123,0.5092812180519104,0.0162353515625,-0.0311737060546875,0.9993743896484375,32.126678466796875,0.8603057861328125,-25.244110107421875,1,2.960723876953125,0.5377750992774963,0.5371967554092407,0.048736572265625,-0.0268402099609375,0.998443603515625,-30.300048828125,-0.350616455078125,-24.233001708984375,0,0,0,0,0.0485382080078125,-0.0268707275390625,0.9984588623046875,-29.928176879882812,-0.3433990478515625,-24.239028930664062,0,false
650469a388f911d6b5fcc981,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,239,,,,,EyeTrackingFixData,1,2.8341064453125,0.48650825023651123,0.5092812180519104,0.0162353515625,-0.0311737060546875,0.9993743896484375,32.126678466796875,0.8603057861328125,-25.244110107421875,1,2.960723876953125,0.5377750992774963,0.5371967554092407,0.048736572265625,-0.0268402099609375,0.998443603515625,-30.300048828125,-0.350616455078125,-24.233001708984375,0,0,0,0,0.0485382080078125,-0.0268707275390625,0.9984588623046875,-29.928176879882812,-0.3433990478515625,-24.239028930664062,0,false
650469a388f911d6b5fcc983,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,245,,,,,EyeTrackingFixData,1,2.8341064453125,0.48650825023651123,0.5092812180519104,0.0162353515625,-0.0311737060546875,0.9993743896484375,32.126678466796875,0.8603057861328125,-25.244110107421875,1,2.960723876953125,0.5377750992774963,0.5371967554092407,0.048736572265625,-0.0268402099609375,0.998443603515625,-30.300048828125,-0.350616455078125,-24.233001708984375,0,0,0,0,0.0485382080078125,-0.0268707275390625,0.9984588623046875,-29.928176879882812,-0.3433990478515625,-24.239028930664062,0,false
650469a388f911d6b5fcc985,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,256,,,,,EyeTrackingFixData,1,2.8436126708984375,0.48667511343955994,0.5092812180519104,0.015045166015625,-0.0309600830078125,0.9994049072265625,32.12663269042969,0.86090087890625,-25.2486572265625,1,2.961517333984375,0.5377218127250671,0.5371657609939575,0.048583984375,-0.02593994140625,0.99847412109375,-30.297882080078125,-0.3594512939453125,-24.212020874023438,0,0,0,0,0.0352783203125,-0.0279388427734375,0.9989776611328125,-5.5223388671875,0.1248931884765625,-24.623443603515625,0,false
650469a388f911d6b5fcc987,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,268,,,,,EyeTrackingFixData,1,2.8432159423828125,0.4867750406265259,0.5094301104545593,0.014862060546875,-0.031890869140625,0.9993743896484375,32.12432861328125,0.862274169921875,-25.255584716796875,1,2.961517333984375,0.537580132484436,0.5371657609939575,0.0492095947265625,-0.0257415771484375,0.998443603515625,-30.296463012695312,-0.361907958984375,-24.206314086914062,0,0,0,0,0.0290679931640625,-0.02935791015625,0.9991455078125,6.3145294189453125,0.3560943603515625,-24.821731567382812,0,false
650469a388f911d6b5fcc989,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,273,,,,,EyeTrackingFixData,1,2.8432159423828125,0.4867750406265259,0.5094301104545593,0.014862060546875,-0.031890869140625,0.9993743896484375,32.12432861328125,0.862274169921875,-25.255584716796875,1,2.961517333984375,0.537580132484436,0.5371657609939575,0.0492095947265625,-0.0257415771484375,0.998443603515625,-30.296463012695312,-0.361907958984375,-24.206314086914062,0,0,0,0,0.0290679931640625,-0.02935791015625,0.9991455078125,6.3145294189453125,0.3560943603515625,-24.821731567382812,0,false
650469a388f911d6b5fcc98b,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,279,,,,,EyeTrackingFixData,1,2.8432159423828125,0.4867750406265259,0.5094301104545593,0.014862060546875,-0.031890869140625,0.9993743896484375,32.12432861328125,0.862274169921875,-25.255584716796875,1,2.961517333984375,0.537580132484436,0.5371657609939575,0.0492095947265625,-0.0257415771484375,0.998443603515625,-30.296463012695312,-0.361907958984375,-24.206314086914062,0,0,0,0,0.0290679931640625,-0.02935791015625,0.9991455078125,6.3145294189453125,0.3560943603515625,-24.821731567382812,0,false
650469a388f911d6b5fcc98d,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,290,,,,,EyeTrackingFixData,1,2.8472900390625,0.48678573966026306,0.5094585418701172,0.014892578125,-0.03271484375,0.9993438720703125,32.12373352050781,0.866180419921875,-25.258560180664062,1,2.9649505615234375,0.5374456644058228,0.5371657609939575,0.0501251220703125,-0.025238037109375,0.9984130859375,-30.296463012695312,-0.364105224609375,-24.206314086914062,0,0,0,0,0.03057861328125,-0.029388427734375,0.9990997314453125,4.3501739501953125,0.318756103515625,-24.790374755859375,0,false
650469a388f911d6b5fcc98f,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,301,,,,,EyeTrackingFixData,1,2.849639892578125,0.5056677460670471,0.5132595300674438,-0.025360107421875,-0.0540618896484375,0.998199462890625,31.7265625,0.817474365234375,-25.1326904296875,1,2.96905517578125,0.552358090877533,0.539527952671051,-0.0020294189453125,-0.037689208984375,0.9992828369140625,-30.507171630859375,-0.268707275390625,-24.613235473632812,0,0,0,0,-0.0076904296875,-0.0416717529296875,0.9990997314453125,-15.409942626953125,-0.0052032470703125,-24.739242553710938,0,false
650469a388f911d6b5fcc991,2023-09-15 10:26:43 AM,EyeData,,,,,,,,,,,,,306,,,,,EyeTrackingFixData,1,2.849639892578125,0.5056677460670471,0.5132595300674438,-0.025360107421875,-0.0540618896484375,0.998199462890625,31.7265625,0.817474365234375,-25.1326904296875,1,2.96905517578125,0.552358090877533,0.539527952671051,-0.0020294189453125,-0.037689208984375,0.9992828369140625,-30.507171630859375,-0.268707275390625,-24.613235473632812,0,0,0,0,-0.0076904296875,-0.0416717529296875,0.9990997314453125,-15.409942626953125,-0.0052032470703125,-24.739242553710938,0,false
