Value.ElapsedTime,Value.Scenario,Value.Time,Value.TimerShowed,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z
,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",2022-10-20 10:38:35 AM,,,,7347f15c-885b-4ca5-82f2-3d328ca9d8d2,ApplicationStart,,,
0,,2022-10-20 10:56:37 AM,false,,false,7347f15c-885b-4ca5-82f2-3d328ca9d8d2,PegboardConfig,,,
0,,2022-10-20 10:56:37 AM,,PegboardData,,,LeftControllerPosition,-0.9473183155059814,-0.5099908709526062,-0.27555733919143677
0,,2022-10-20 10:56:37 AM,,PegboardData,,,RightControllerPosition,-0.025370391085743904,-0.581371009349823,0.3113662004470825
82,,2022-10-20 10:56:37 AM,,PegboardData,,,LeftControllerPosition,-0.9473183155059814,-0.5099908709526062,-0.27555733919143677
82,,2022-10-20 10:56:37 AM,,PegboardData,,,RightControllerPosition,-0.02204563096165657,-0.5805742740631104,0.31363287568092346
165,,2022-10-20 10:56:37 AM,,PegboardData,,,LeftControllerPosition,-0.9473183155059814,-0.5099908709526062,-0.27555733919143677
165,,2022-10-20 10:56:37 AM,,PegboardData,,,RightControllerPosition,-0.02220739983022213,-0.5815117359161377,0.31425386667251587
249,,2022-10-20 10:56:37 AM,,PegboardData,,,LeftControllerPosition,-0.9473183155059814,-0.5099908709526062,-0.27555733919143677
249,,2022-10-20 10:56:37 AM,,PegboardData,,,RightControllerPosition,-0.02369861491024494,-0.5827826857566833,0.31441202759742737
