Value.ElapsedTime,Value.Scenario,Value.Time,Value.TimerShowed,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z
,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",2022-10-11 12:32:42 PM,,,,b593e08a-4cc5-4a57-a616-6c7b9461a3b1,ApplicationStart,,,
0,,2022-10-11 12:52:45 PM,false,,false,b593e08a-4cc5-4a57-a616-6c7b9461a3b1,PegboardConfig,,,
0,,2022-10-11 12:52:45 PM,,PegboardData,,,LeftControllerPosition,-0.7380774617195129,-0.42492175102233887,-0.11224950850009918
0,,2022-10-11 12:52:45 PM,,PegboardData,,,RightControllerPosition,0.07163390517234802,-0.30784711241722107,0.17700456082820892
83,,2022-10-11 12:52:45 PM,,PegboardData,,,LeftControllerPosition,-0.7380774617195129,-0.4249219000339508,-0.11224958300590515
83,,2022-10-11 12:52:45 PM,,PegboardData,,,RightControllerPosition,0.0714731514453888,-0.3088596761226654,0.17795714735984802
166,,2022-10-11 12:52:45 PM,,PegboardData,,,LeftControllerPosition,-0.7380774021148682,-0.4249212443828583,-0.11224927753210068
166,,2022-10-11 12:52:45 PM,,PegboardData,,,RightControllerPosition,0.0707271471619606,-0.3095393478870392,0.17820627987384796
249,,2022-10-11 12:52:45 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233027696609497,-0.11064647138118744
249,,2022-10-11 12:52:45 PM,,PegboardData,,,RightControllerPosition,0.06963526457548141,-0.3109007179737091,0.17886285483837128
332,,2022-10-11 12:52:45 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233027994632721,-0.11064643412828445
332,,2022-10-11 12:52:45 PM,,PegboardData,,,RightControllerPosition,0.06924202293157578,-0.31306350231170654,0.17984341084957123
415,,2022-10-11 12:52:45 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.42330291867256165,-0.11064644902944565
415,,2022-10-11 12:52:45 PM,,PegboardData,,,RightControllerPosition,0.06895030289888382,-0.3150257170200348,0.1806844025850296
499,,2022-10-11 12:52:45 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233027398586273,-0.1106463372707367
499,,2022-10-11 12:52:45 PM,,PegboardData,,,RightControllerPosition,0.06828133761882782,-0.31721559166908264,0.18101316690444946
583,,2022-10-11 12:52:46 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233027696609497,-0.11064647138118744
583,,2022-10-11 12:52:46 PM,,PegboardData,,,RightControllerPosition,0.0672922134399414,-0.32160213589668274,0.18112240731716156
666,,2022-10-11 12:52:46 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.42330268025398254,-0.11064644157886505
666,,2022-10-11 12:52:46 PM,,PegboardData,,,RightControllerPosition,0.06659777462482452,-0.3273569941520691,0.18121111392974854
750,,2022-10-11 12:52:46 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.42330294847488403,-0.11064652353525162
750,,2022-10-11 12:52:46 PM,,PegboardData,,,RightControllerPosition,0.06578085571527481,-0.3324536383152008,0.18073365092277527
833,,2022-10-11 12:52:46 PM,,PegboardData,,,LeftControllerPosition,-0.7338379621505737,-0.42330318689346313,-0.11064628511667252
833,,2022-10-11 12:52:46 PM,,PegboardData,,,RightControllerPosition,0.06549553573131561,-0.3336661159992218,0.17950773239135742
917,,2022-10-11 12:52:46 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233028292655945,-0.11064646393060684
917,,2022-10-11 12:52:46 PM,,PegboardData,,,RightControllerPosition,0.06604582816362381,-0.3323576748371124,0.17714740335941315
1000,,2022-10-11 12:52:46 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.423302561044693,-0.11064641922712326
1000,,2022-10-11 12:52:46 PM,,PegboardData,,,RightControllerPosition,0.06690714508295059,-0.3313636779785156,0.17609067261219025
1084,,2022-10-11 12:52:46 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233028292655945,-0.11064646393060684
1084,,2022-10-11 12:52:46 PM,,PegboardData,,,RightControllerPosition,0.0677809864282608,-0.33436745405197144,0.17306093871593475
1168,,2022-10-11 12:52:46 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.42330309748649597,-0.11064658313989639
1168,,2022-10-11 12:52:46 PM,,PegboardData,,,RightControllerPosition,0.06919920444488525,-0.34246405959129333,0.1692061573266983
1251,,2022-10-11 12:52:46 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233030378818512,-0.11064650118350983
1251,,2022-10-11 12:52:46 PM,,PegboardData,,,RightControllerPosition,0.0699671059846878,-0.34638500213623047,0.16458919644355774
1335,,2022-10-11 12:52:46 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.423302561044693,-0.11064641922712326
1335,,2022-10-11 12:52:46 PM,,PegboardData,,,RightControllerPosition,0.0704815685749054,-0.34574198722839355,0.15850138664245605
1418,,2022-10-11 12:52:46 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.42330291867256165,-0.11064644157886505
1418,,2022-10-11 12:52:46 PM,,PegboardData,,,RightControllerPosition,0.0742783397436142,-0.34605181217193604,0.15230022370815277
1502,,2022-10-11 12:52:46 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233027994632721,-0.11064639687538147
1502,,2022-10-11 12:52:46 PM,,PegboardData,,,RightControllerPosition,0.08344738930463791,-0.3535669147968292,0.148136168718338
1572,,2022-10-11 12:52:47 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.42330285906791687,-0.11064642667770386
1572,,2022-10-11 12:52:47 PM,,PegboardData,,,RightControllerPosition,0.09043197333812714,-0.35890933871269226,0.14528794586658478
1655,,2022-10-11 12:52:47 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233030378818512,-0.11064643412828445
1655,,2022-10-11 12:52:47 PM,,PegboardData,,,RightControllerPosition,0.09109704941511154,-0.3590647876262665,0.1435214877128601
1739,,2022-10-11 12:52:47 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.42330265045166016,-0.11064638197422028
1739,,2022-10-11 12:52:47 PM,,PegboardData,,,RightControllerPosition,0.08406966179609299,-0.3580542504787445,0.14071537554264069
1822,,2022-10-11 12:52:47 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233028292655945,-0.11064642667770386
1822,,2022-10-11 12:52:47 PM,,PegboardData,,,RightControllerPosition,0.07439520210027695,-0.35787662863731384,0.13967914879322052
1906,,2022-10-11 12:52:47 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233027994632721,-0.11064639687538147
1906,,2022-10-11 12:52:47 PM,,PegboardData,,,RightControllerPosition,0.07018920034170151,-0.3608013093471527,0.13922350108623505
1989,,2022-10-11 12:52:47 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.42330285906791687,-0.11064652353525162
1989,,2022-10-11 12:52:47 PM,,PegboardData,,,RightControllerPosition,0.07462087273597717,-0.36675140261650085,0.1401989758014679
2073,,2022-10-11 12:52:47 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.42330285906791687,-0.11064641177654266
2073,,2022-10-11 12:52:47 PM,,PegboardData,,,RightControllerPosition,0.08555790781974792,-0.3677501678466797,0.14342348277568817
2156,,2022-10-11 12:52:47 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.42330262064933777,-0.11064647883176804
2156,,2022-10-11 12:52:47 PM,,PegboardData,,,RightControllerPosition,0.09977994114160538,-0.35550469160079956,0.14824137091636658
2240,,2022-10-11 12:52:47 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233027696609497,-0.11064651608467102
2240,,2022-10-11 12:52:47 PM,,PegboardData,,,RightControllerPosition,0.11491067707538605,-0.3368871510028839,0.15443512797355652
2324,,2022-10-11 12:52:47 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233027696609497,-0.11064644157886505
2324,,2022-10-11 12:52:47 PM,,PegboardData,,,RightControllerPosition,0.12924684584140778,-0.3145345449447632,0.15640631318092346
2407,,2022-10-11 12:52:47 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233030080795288,-0.11064650118350983
2407,,2022-10-11 12:52:47 PM,,PegboardData,,,RightControllerPosition,0.13758932054042816,-0.2903156876564026,0.15271304547786713
2490,,2022-10-11 12:52:47 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.42330262064933777,-0.11064644902944565
2490,,2022-10-11 12:52:47 PM,,PegboardData,,,RightControllerPosition,0.1420264095067978,-0.2788987159729004,0.14929959177970886
2574,,2022-10-11 12:52:48 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.42330285906791687,-0.11064647883176804
2574,,2022-10-11 12:52:48 PM,,PegboardData,,,RightControllerPosition,0.14245791733264923,-0.2783568203449249,0.1478196084499359
2657,,2022-10-11 12:52:48 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233028292655945,-0.11064647138118744
2657,,2022-10-11 12:52:48 PM,,PegboardData,,,RightControllerPosition,0.13805082440376282,-0.28078916668891907,0.14669230580329895
2741,,2022-10-11 12:52:48 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.42330291867256165,-0.11064644157886505
2741,,2022-10-11 12:52:48 PM,,PegboardData,,,RightControllerPosition,0.1333480328321457,-0.28236791491508484,0.14458829164505005
2824,,2022-10-11 12:52:48 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233027994632721,-0.11064639687538147
2824,,2022-10-11 12:52:48 PM,,PegboardData,,,RightControllerPosition,0.12805037200450897,-0.2766987085342407,0.13958708941936493
2908,,2022-10-11 12:52:48 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.42330285906791687,-0.11064644157886505
2908,,2022-10-11 12:52:48 PM,,PegboardData,,,RightControllerPosition,0.12302672117948532,-0.2672977149486542,0.13327479362487793
2991,,2022-10-11 12:52:48 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233027696609497,-0.11064644157886505
2991,,2022-10-11 12:52:48 PM,,PegboardData,,,RightControllerPosition,0.11668597161769867,-0.2587030231952667,0.12659034132957458
3074,,2022-10-11 12:52:48 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.42330268025398254,-0.11064644157886505
3074,,2022-10-11 12:52:48 PM,,PegboardData,,,RightControllerPosition,0.10710840672254562,-0.2540285587310791,0.12166057527065277
3158,,2022-10-11 12:52:48 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233028292655945,-0.11064643412828445
3158,,2022-10-11 12:52:48 PM,,PegboardData,,,RightControllerPosition,0.08968629688024521,-0.25575482845306396,0.11822822690010071
3242,,2022-10-11 12:52:48 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233028292655945,-0.11064641177654266
3242,,2022-10-11 12:52:48 PM,,PegboardData,,,RightControllerPosition,0.06153314188122749,-0.27238816022872925,0.11768335849046707
3325,,2022-10-11 12:52:48 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233028292655945,-0.11064644157886505
3325,,2022-10-11 12:52:48 PM,,PegboardData,,,RightControllerPosition,0.036481261253356934,-0.3020564615726471,0.11862163990736008
3409,,2022-10-11 12:52:48 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233028292655945,-0.11064643412828445
3409,,2022-10-11 12:52:48 PM,,PegboardData,,,RightControllerPosition,0.03305809944868088,-0.305858314037323,0.11679616570472717
3492,,2022-10-11 12:52:48 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.4233027398586273,-0.11064642667770386
3492,,2022-10-11 12:52:48 PM,,PegboardData,,,RightControllerPosition,0.048356328159570694,-0.2849111557006836,0.11670999228954315
3576,,2022-10-11 12:52:49 PM,,PegboardData,,,LeftControllerPosition,-0.733837902545929,-0.42330291867256165,-0.11064639687538147
