Value.ElapsedTime,Value.Mode,Value.Repetitions,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z,Value.LostFocusTime,Value.CurrentRepetition,Value.TrajectoryRepetitionStart,Value.TrajectoryRepetitionEnd
0,Normal,10,9/28/2022 10:55,,FALSE,fd6c8ed2-63ab-4448-9ff3-847962dbdc3c,FingerFollowConfig,,,,,,,
2,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382658,0.117650405,,,0,
2,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.028608415,0.711373866,0.212053269,,,0,
86,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382658,0.117650345,,,1,0
86,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.027807219,0.711686194,0.21138525,,,1,0
174,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.11765039,,,2,1
174,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.028271338,0.712439597,0.212066785,,,2,1
245,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382658,0.11765033,,,3,2
245,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.027600802,0.71241945,0.211708307,,,3,2
329,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650375,,,4,3
329,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.0279212,0.714268267,0.211585879,,,4,3
413,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.11765036,,,5,4
413,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.028398963,0.715344846,0.211713836,,,5,4
497,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650397,,,6,5
497,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.028214719,0.718029201,0.210271284,,,6,5
580,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.11765039,,,7,6
580,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.028127732,0.718039095,0.209931344,,,7,6
663,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.11765039,,,8,7
663,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.029851511,0.720132232,0.209690318,,,8,7
747,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.11765039,,,9,8
747,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.030378051,0.720876575,0.208845153,,,9,8
831,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.11765039,,,10,9
831,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.031006632,0.720846057,0.209340066,,,10,9
915,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382658,0.11765039,,,,
915,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.03475799,0.725939095,0.211059988,,,,
998,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382777,0.11765036,,,,
998,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.041908327,0.735732436,0.214299977,,,,
1082,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650419,,,,
1082,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.057435676,0.757391989,0.223332271,,,,
1166,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650419,,,,
1166,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.073187046,0.80005151,0.236648485,,,,
1249,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650367,,,,
1249,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.089315273,0.860696018,0.25309509,,,,
1333,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650367,,,,
1333,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.091522276,0.925484121,0.260543466,,,,
1417,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650375,,,,
1417,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.087415919,0.985891283,0.261254638,,,,
1500,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.11765033,,,,
1500,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.077867359,1.034448028,0.254182845,,,,
1571,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650419,,,,
1571,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.069645829,1.062098503,0.250241607,,,,
1654,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382658,0.11765039,,,,
1654,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.05805441,1.087381482,0.247121602,,,,
1738,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382777,0.117650397,,,,
1738,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.047525369,1.102313638,0.250012666,,,,
1821,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.11765036,,,,
1821,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.042805959,1.109869719,0.254245728,,,,
1905,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650419,,,,
1905,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.039942108,1.113641739,0.254500419,,,,
1988,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650375,,,,
1988,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.041101385,1.117117167,0.25699389,,,,
2072,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.11765036,,,,
2072,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.044529207,1.119980335,0.258232683,,,,
2156,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382777,0.117650382,,,,
2156,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.046888553,1.119418502,0.262498885,,,,
2239,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.11765039,,,,
2239,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.048207261,1.118371725,0.266476303,,,,
2323,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.11765039,,,,
2323,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.049350169,1.117964268,0.268929511,,,,
2407,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650375,,,,
2407,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.050102148,1.117656946,0.271546304,,,,
2490,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650397,,,,
2490,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.047889486,1.116133571,0.274379224,,,,
2574,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.11765039,,,,
2574,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.046758693,1.115329385,0.277255654,,,,
2657,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.11765036,,,,
2657,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.045166828,1.114097834,0.279088825,,,,
2741,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650375,,,,
2741,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.04468479,1.11376524,0.281010091,,,,
2824,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650375,,,,
2824,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.045555074,1.115610242,0.281103134,,,,
2908,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650375,,,,
2908,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.046435617,1.117599726,0.281404525,,,,
2991,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382658,0.11765039,,,,
2991,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.047320955,1.119708657,0.282301337,,,,
3075,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650375,,,,
3075,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.048869386,1.123707294,0.282397598,,,,
3159,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382777,0.117650397,,,,
3159,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.048157442,1.124940395,0.282587767,,,,
3242,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382658,0.117650397,,,,
3242,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.047782518,1.125006914,0.282702714,,,,
3326,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650375,,,,
3326,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.048404291,1.124535918,0.283795416,,,,
3409,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650375,,,,
3409,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.049358923,1.123674989,0.285006702,,,,
3493,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382777,0.11765039,,,,
3493,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.048872635,1.12096405,0.286505193,,,,
3563,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382538,0.11765036,,,,
3563,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.050014257,1.119935989,0.288328022,,,,
3646,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382777,0.117650397,,,,
3646,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.049808189,1.119110346,0.289340407,,,,
3730,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382658,0.117650397,,,,
3730,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.049196463,1.118454576,0.289862841,,,,
3813,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.11765039,,,,
3813,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.049734399,1.118836999,0.293035567,,,,
3897,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650419,,,,
3897,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.044759404,1.113782644,0.300405681,,,,
3980,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650367,,,,
3980,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.042917401,1.111915708,0.308469892,,,,
4064,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382777,0.117650397,,,,
4064,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.041656528,1.11044836,0.312954903,,,,
4147,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382658,0.117650397,,,,
4147,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.040481687,1.107262969,0.312505066,,,,
4230,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650419,,,,
4230,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.041155193,1.104923964,0.314096034,,,,
4314,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.11765036,,,,
4314,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.041101765,1.102048635,0.316533208,,,,
4397,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650375,,,,
4397,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.042573996,1.104207277,0.317750871,,,,
4481,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650375,,,,
4481,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.039525244,1.102918267,0.316613555,,,,
4565,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382836,0.117650352,,,,
4565,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.036707301,1.102299094,0.31485939,,,,
4648,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650397,,,,
4648,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.035914846,1.103536725,0.314959526,,,,
4732,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650412,,,,
4732,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.035467822,1.105113268,0.31410113,,,,
4815,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382956,0.117650509,,,,
4815,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.038170271,1.108182788,0.313505381,,,,
4899,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382658,0.117650375,,,,
4899,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.03808343,1.108443975,0.313152373,,,,
4982,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650479,,,,
4982,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.035248432,1.104729176,0.312065244,,,,
5066,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650367,,,,
5066,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.034138009,1.104688048,0.310710102,,,,
5150,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382658,0.117650434,,,,
5150,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.032709695,1.105139732,0.30865708,,,,
5233,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650375,,,,
5233,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.030661818,1.105935812,0.304706663,,,,
5317,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382777,0.117650397,,,,
5317,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.028686721,1.106762171,0.301389307,,,,
5400,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382777,0.117650397,,,,
5400,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.026211847,1.110236287,0.295180291,,,,
5484,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.11765039,,,,
5484,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.023620045,1.115999937,0.289250404,,,,
5567,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650419,,,,
5567,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.023897927,1.120460153,0.284689009,,,,
5638,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382658,0.11765033,,,,
5638,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.021614449,1.11998868,0.281411767,,,,
5721,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382658,0.117650338,,,,
5721,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.02372124,1.121506572,0.281419367,,,,
5804,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650427,,,,
5804,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.023337217,1.117714047,0.283539295,,,,
5888,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650345,,,,
5888,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.022876624,1.113617539,0.286840141,,,,
5972,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.11765039,,,,
5972,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.023252059,1.109820366,0.289571017,,,,
6055,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382777,0.117650397,,,,
6055,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.020749036,1.107922316,0.288476259,,,,
6139,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650375,,,,
6139,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.022608491,1.107041121,0.287667066,,,,
6222,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.11765036,,,,
6222,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.020153254,1.1025666,0.283448786,,,,
6306,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.11765039,,,,
6306,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.017169945,1.09019959,0.273739606,,,,
6389,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.11765039,,,,
6389,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.017748224,1.067991018,0.268531054,,,,
6473,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650419,,,,
6473,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.022599215,1.056200147,0.27093026,,,,
6556,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382658,0.11765039,,,,
6556,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.03365159,1.052984118,0.278039843,,,,
6640,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650367,,,,
6640,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.046973232,1.05602479,0.284741849,,,,
6724,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382658,0.11765033,,,,
6724,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.05592265,1.063224912,0.284425259,,,,
6807,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650397,,,,
6807,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.064061597,1.070408344,0.280471385,,,,
6890,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382777,0.117650382,,,,
6890,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.067057803,1.077046514,0.279917836,,,,
6974,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382717,0.117650375,,,,
6974,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.069034874,1.088970184,0.291047692,,,,
7058,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382777,0.117650375,,,,
7058,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.075746253,1.103635073,0.323898762,,,,
7141,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382658,0.117650338,,,,
7141,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.070629761,1.115779877,0.354961902,,,,
7225,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.827332616,0.792382777,0.117650397,,,,
7225,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.066205531,1.136954904,0.375138372,,,,
7308,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337786,,,,
7308,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.052751899,1.132208705,0.399493098,,,,
7392,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.79255408,0.117337778,,,,
7392,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.046953443,1.122000337,0.418522298,,,,
7475,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553842,0.117337756,,,,
7475,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.0469747,1.12143302,0.4240219,,,,
7559,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553961,0.117337763,,,,
7559,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.049066484,1.122412443,0.424621701,,,,
7642,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337786,,,,
7642,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.050720945,1.120832682,0.422705829,,,,
7726,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553961,0.117337771,,,,
7726,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.052705821,1.120967269,0.42153272,,,,
7796,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337741,,,,
7796,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.052509896,1.11796689,0.421867043,,,,
7879,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553782,0.117337696,,,,
7879,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.053034239,1.118876338,0.421504885,,,,
7963,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337741,,,,
7963,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.053423136,1.118381381,0.421975255,,,,
8046,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337741,,,,
8046,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.054214258,1.119452477,0.421823502,,,,
8130,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553961,0.117337748,,,,
8130,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.056552276,1.118891001,0.423295587,,,,
8213,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337786,,,,
8213,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.057360962,1.119662762,0.423376083,,,,
8296,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553842,0.117337808,,,,
8296,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.057579219,1.118050456,0.423523992,,,,
8380,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337734,,,,
8380,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.05819609,1.119466543,0.422922611,,,,
8463,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337748,,,,
8463,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.057518341,1.118749499,0.422906846,,,,
8547,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337786,,,,
8547,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.056999814,1.118698955,0.423047513,,,,
8630,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337748,,,,
8630,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.055785213,1.118687391,0.422794938,,,,
8714,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553961,0.117337815,,,,
8714,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.055209592,1.119526505,0.422766,,,,
8797,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553961,0.117337763,,,,
8797,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.054619458,1.118648171,0.422923207,,,,
8881,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553842,0.117337719,,,,
8881,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.054362822,1.117869496,0.422935098,,,,
8964,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553961,0.117337763,,,,
8964,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.054949358,1.117451668,0.423037857,,,,
9048,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337748,,,,
9048,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.054729871,1.116743684,0.422468513,,,,
9131,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553782,0.117337637,,,,
9131,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.056243271,1.118148685,0.42247358,,,,
9215,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.79255408,0.117337771,,,,
9215,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.055499531,1.11784339,0.421884507,,,,
9299,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792554021,0.117337801,,,,
9299,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.055108964,1.11958003,0.421429574,,,,
9382,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553782,0.117337801,,,,
9382,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.054487903,1.119661212,0.421054751,,,,
9466,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553961,0.11733786,,,,
9466,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.053540729,1.12003231,0.420755565,,,,
9549,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337711,,,,
9549,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.053090915,1.120071411,0.420623124,,,,
9633,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337726,,,,
9633,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.052920811,1.120339036,0.42028451,,,,
9716,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337748,,,,
9716,,,9/28/2022 10:55,FingerFollowData,,,RightControllerPosition,0.053014711,1.119947553,0.420075208,,,,
9800,,,9/28/2022 10:55,FingerFollowData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337734,,,,
