Value.ElapsedTime,Value.Repetitions,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z,Value.Delay,Value.CurrentRepetition
3160,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
3160,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.004409397,1.022693276,0.260685027,,
3243,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
3243,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.00949709,1.033117771,0.268337101,,
3327,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
3327,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.014720679,1.051405668,0.278718233,,
3410,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
3410,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.021713078,1.073098302,0.292296588,,
3494,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
3494,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.030455291,1.093140125,0.311165154,,
3578,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
3578,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.037625,1.109157443,0.332141101,,
3661,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
3661,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.044392228,1.121022344,0.349729985,,
3745,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
3745,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.0529324,1.127319932,0.363427639,,
3828,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
3828,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.061209366,1.129269361,0.377290428,,
3912,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
3912,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.070388637,1.132040858,0.39106366,,
3995,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
3995,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.083524078,1.131460071,0.401911795,,
4079,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
4079,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.095684975,1.133568883,0.40904212,,
4161,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
4161,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.10523358,1.138052583,0.417707145,,
4245,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
4245,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.109286696,1.144583106,0.429797262,,
4315,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
4315,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.111614563,1.142891407,0.441973835,,
4399,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
4399,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.112968273,1.148620605,0.451510251,,
4482,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
4482,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.117774747,1.137604237,0.459427029,,
4566,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
4566,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.123780087,1.134718299,0.461351812,,
4649,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
4649,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.122439675,1.140715599,0.470297694,,
4732,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
4732,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.123279408,1.138654828,0.477890432,,
4816,,9/28/2022 11:11,,,,FingerNoseData,,,,4816,1
4816,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
4816,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.122617044,1.143758297,0.486926377,,
4899,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
4899,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.124344118,1.144296646,0.493415415,,
4983,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
4983,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.128862053,1.141150951,0.494591922,,
5066,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
5066,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.126601622,1.143377185,0.497678399,,
5150,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
5150,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.128628239,1.131693125,0.492343038,,
5234,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
5234,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.120318264,1.13655746,0.477595329,,
5317,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
5317,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.100708924,1.149683833,0.428742439,,
5400,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
5400,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.077632204,1.141422987,0.338818401,,
5484,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
5484,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.059418418,1.121344566,0.260737807,,
5568,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
5568,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.044631828,1.116151452,0.232597515,,
5651,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
5651,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.040669084,1.110628366,0.206779987,,
5735,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
5735,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.044182204,1.110998631,0.195965931,,
5818,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
5818,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.045928467,1.109961152,0.172821224,,
5902,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
5902,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.046230979,1.116296172,0.15484044,,
5985,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
5985,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.049905322,1.118611932,0.141290233,,
6069,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
6069,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.052834932,1.116307497,0.137156263,,
6152,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
6152,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.053629756,1.119000912,0.144864827,,
6236,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
6236,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.05402365,1.113238096,0.14946124,,
6319,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
6319,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.056572251,1.10886097,0.169062644,,
6403,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
6403,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.063277945,1.101664782,0.195972636,,
6473,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
6473,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.06502445,1.094466805,0.209764138,,
6557,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
6557,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.062628113,1.08995986,0.222984686,,
6640,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
6640,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.060898446,1.086324811,0.23397857,,
6724,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
6724,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.05750842,1.086057544,0.244417831,,
6807,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
6807,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.053870503,1.087693214,0.25395143,,
6891,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
6891,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.050001793,1.089181542,0.26483193,,
6974,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
6974,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.046035331,1.091474414,0.274454117,,
7058,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
7058,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.041829262,1.097603083,0.283415586,,
7142,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
7142,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.03916702,1.107118249,0.299208581,,
7225,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
7225,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.034346931,1.118749976,0.316552997,,
7309,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
7309,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.029192153,1.12867105,0.331984013,,
7392,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
7392,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.027489156,1.140376449,0.350586146,,
7476,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
7476,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.022501294,1.16516006,0.372702479,,
7559,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
7559,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.019727701,1.18962872,0.400731027,,
7643,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
7643,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.016969347,1.205229044,0.433291793,,
7726,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
7726,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.010999453,1.218072772,0.458470136,,
7810,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
7810,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.012920088,1.221065998,0.473552227,,
7893,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
7893,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.011589217,1.221226454,0.484493464,,
7977,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
7977,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.01529656,1.222239971,0.485587716,,
8060,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
8060,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.019375738,1.217251658,0.490246773,,
8102,,9/28/2022 11:11,,,,FingerNoseData,,,,3286,2
8144,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
8144,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.020561328,1.218918562,0.492489249,,
8228,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
8228,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.019348098,1.221833229,0.494998902,,
8310,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
8310,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.019013137,1.221145153,0.497015446,,
8394,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
8394,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.014197412,1.225312471,0.495525539,,
8477,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
8477,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.019813756,1.218546271,0.486293763,,
8561,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
8561,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.025640106,1.210318923,0.472001642,,
8644,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
8644,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.045655947,1.194876075,0.459768564,,
8715,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
8715,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.058409698,1.187300324,0.458194911,,
8798,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
8798,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.068110183,1.194350004,0.460612863,,
8882,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
8882,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.076956019,1.20339179,0.470766574,,
8965,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
8965,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.086123735,1.217811942,0.476528645,,
9049,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
9049,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.093026794,1.235786319,0.484150976,,
9132,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
9132,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.10067074,1.232791424,0.491041511,,
9216,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
9216,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.097415,1.241865158,0.482812583,,
9299,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
9299,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.100984141,1.221618772,0.481546432,,
9382,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
9382,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.093391553,1.227347493,0.492471188,,
9466,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
9466,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.096931078,1.228314638,0.501849294,,
9549,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
9549,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.100422546,1.233211398,0.507747352,,
9633,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
9633,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.106872573,1.241469145,0.508360863,,
9716,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
9716,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.113085337,1.229780197,0.503895104,,
9800,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
9800,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.108743295,1.233004808,0.492064625,,
9883,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
9883,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.108296603,1.209076643,0.463616341,,
9967,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
9967,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.098986246,1.189849854,0.437434822,,
10051,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
10051,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.093018018,1.167953968,0.404400766,,
10134,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
10134,,9/28/2022 11:11,FingerNoseData,,,RightControllerPosition,-0.087326221,1.141842842,0.37039876,,
10218,,9/28/2022 11:11,FingerNoseData,,,LeftControllerPosition,-0.826922297,0.792553902,0.117337905,,
