Value.ElapsedTime,Value.Time,Value.TimerShowed,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z
667,2022-09-28 10:59:43 AM,,PegboardData,,,LeftControllerPosition,-0.8269222974777222,-0.37981894612312317,0.1173379048705101
667,2022-09-28 10:59:43 AM,,PegboardData,,,RightControllerPosition,0.024664992466568947,-0.3718012273311615,0.19996850192546844
750,2022-09-28 10:59:43 AM,,PegboardData,,,LeftControllerPosition,-0.8269222974777222,-0.37981894612312317,0.1173379048705101
750,2022-09-28 10:59:43 AM,,PegboardData,,,RightControllerPosition,0.028515491634607315,-0.3660503029823303,0.19870929419994354
834,2022-09-28 10:59:43 AM,,PegboardData,,,LeftControllerPosition,-0.8269222974777222,-0.37981894612312317,0.1173379048705101
834,2022-09-28 10:59:43 AM,,PegboardData,,,RightControllerPosition,0.03229937329888344,-0.3607980012893677,0.19734717905521393
903,2022-09-28 10:59:43 AM,,PegboardData,,,LeftControllerPosition,-0.8269222974777222,-0.37981894612312317,0.1173379048705101
903,2022-09-28 10:59:43 AM,,PegboardData,,,RightControllerPosition,0.03618511185050011,-0.35490500926971436,0.19522397220134735
986,2022-09-28 10:59:43 AM,,PegboardData,,,LeftControllerPosition,-0.8269222974777222,-0.37981894612312317,0.1173379048705101
986,2022-09-28 10:59:43 AM,,PegboardData,,,RightControllerPosition,0.04196140542626381,-0.3472922444343567,0.19263145327568054
1070,2022-09-28 10:59:43 AM,,PegboardData,,,LeftControllerPosition,-0.8269222974777222,-0.37981894612312317,0.1173379048705101
1070,2022-09-28 10:59:43 AM,,PegboardData,,,RightControllerPosition,0.048362553119659424,-0.34052833914756775,0.19000117480754852
1153,2022-09-28 10:59:43 AM,,PegboardData,,,LeftControllerPosition,-0.8269222974777222,-0.37981894612312317,0.1173379048705101
1153,2022-09-28 10:59:43 AM,,PegboardData,,,RightControllerPosition,0.05356834456324577,-0.3336651921272278,0.1864142268896103
1237,2022-09-28 10:59:43 AM,,PegboardData,,,LeftControllerPosition,-0.8269222974777222,-0.37981894612312317,0.1173379048705101
1237,2022-09-28 10:59:43 AM,,PegboardData,,,RightControllerPosition,0.05965135246515274,-0.32520416378974915,0.18435274064540863
1320,2022-09-28 10:59:43 AM,,PegboardData,,,LeftControllerPosition,-0.8269222974777222,-0.37981894612312317,0.1173379048705101
1320,2022-09-28 10:59:43 AM,,PegboardData,,,RightControllerPosition,0.06445807218551636,-0.3160102069377899,0.18013422191143036
1404,2022-09-28 10:59:43 AM,,PegboardData,,,LeftControllerPosition,-0.8269222974777222,-0.37981894612312317,0.1173379048705101
1404,2022-09-28 10:59:43 AM,,PegboardData,,,RightControllerPosition,0.07045341283082962,-0.3089938461780548,0.1779157817363739
1487,2022-09-28 10:59:43 AM,,PegboardData,,,LeftControllerPosition,-0.8269222974777222,-0.37981894612312317,0.1173379048705101
1487,2022-09-28 10:59:43 AM,,PegboardData,,,RightControllerPosition,0.07484766095876694,-0.30377331376075745,0.1737084835767746
1571,2022-09-28 10:59:44 AM,,PegboardData,,,LeftControllerPosition,-0.8269222974777222,-0.37981894612312317,0.1173379048705101
1571,2022-09-28 10:59:44 AM,,PegboardData,,,RightControllerPosition,0.07970430701971054,-0.30065834522247314,0.1700453907251358
1655,2022-09-28 10:59:44 AM,,PegboardData,,,LeftControllerPosition,-0.8269222974777222,-0.37981894612312317,0.1173379048705101
1655,2022-09-28 10:59:44 AM,,PegboardData,,,RightControllerPosition,0.08626657724380493,-0.29863104224205017,0.16730733215808868
1738,2022-09-28 10:59:44 AM,,PegboardData,,,LeftControllerPosition,-0.8269222974777222,-0.37981894612312317,0.1173379048705101
1738,2022-09-28 10:59:44 AM,,PegboardData,,,RightControllerPosition,0.09177018702030182,-0.2965822219848633,0.1631535291671753
1821,2022-09-28 10:59:44 AM,,PegboardData,,,LeftControllerPosition,-0.8269222974777222,-0.37981894612312317,0.1173379048705101
1821,2022-09-28 10:59:44 AM,,PegboardData,,,RightControllerPosition,0.1002953052520752,-0.2899315655231476,0.15946155786514282
1906,2022-09-28 10:59:44 AM,,PegboardData,,,LeftControllerPosition,-0.8269222974777222,-0.37981894612312317,0.1173379048705101
1906,2022-09-28 10:59:44 AM,,PegboardData,,,RightControllerPosition,0.11118368059396744,-0.2817336618900299,0.15998606383800507
1989,2022-09-28 10:59:44 AM,,PegboardData,,,LeftControllerPosition,-0.8269222974777222,-0.37981894612312317,0.1173379048705101
1989,2022-09-28 10:59:44 AM,,PegboardData,,,RightControllerPosition,0.1219317838549614,-0.2745567858219147,0.1636398434638977
2073,2022-09-28 10:59:44 AM,,PegboardData,,,LeftControllerPosition,-0.8269222974777222,-0.37981894612312317,0.1173379048705101
