Value.ElapsedTime,Value.Repetitions,Value.Scenario,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z,Value.Delay,Value.CurrentRepetition
,,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",2022-10-20 11:22:37 AM,,,ccc7bcf9-30a2-40eb-a7b4-beabdb8f98b1,ApplicationStart,,,,,
0,10,,2022-10-20 11:32:10 AM,,false,ccc7bcf9-30a2-40eb-a7b4-beabdb8f98b1,FingerNoseConfig,,,,,
0,,,2022-10-20 11:32:10 AM,FingerNoseData,,,LeftControllerPosition,-0.9386447072029114,0.7327802777290344,-0.3315625488758087,,
0,,,2022-10-20 11:32:10 AM,FingerNoseData,,,RightControllerPosition,-0.08969137817621231,0.7668962478637695,0.27675220370292664,,
82,,,2022-10-20 11:32:10 AM,FingerNoseData,,,LeftControllerPosition,-0.9386447072029114,0.7327802777290344,-0.3315625488758087,,
82,,,2022-10-20 11:32:10 AM,FingerNoseData,,,RightControllerPosition,-0.078591488301754,0.7438880801200867,0.2628880739212036,,
166,,,2022-10-20 11:32:10 AM,FingerNoseData,,,LeftControllerPosition,-0.9386447072029114,0.7327802777290344,-0.3315625488758087,,
166,,,2022-10-20 11:32:10 AM,FingerNoseData,,,RightControllerPosition,-0.06127065047621727,0.6980046033859253,0.23878641426563263,,
249,,,2022-10-20 11:32:10 AM,FingerNoseData,,,LeftControllerPosition,-0.9386447072029114,0.7327802777290344,-0.3315625488758087,,
249,,,2022-10-20 11:32:10 AM,FingerNoseData,,,RightControllerPosition,-0.04389948025345802,0.6354351043701172,0.2107786387205124,,
333,,,2022-10-20 11:32:10 AM,FingerNoseData,,,LeftControllerPosition,-0.9386447072029114,0.7327802777290344,-0.3315625488758087,,
333,,,2022-10-20 11:32:10 AM,FingerNoseData,,,RightControllerPosition,-0.026769673451781273,0.5785662531852722,0.18365338444709778,,
416,,,2022-10-20 11:32:10 AM,FingerNoseData,,,LeftControllerPosition,-0.9386447072029114,0.7327802777290344,-0.3315625488758087,,
416,,,2022-10-20 11:32:10 AM,FingerNoseData,,,RightControllerPosition,-0.010590825229883194,0.5280877947807312,0.1585698425769806,,
500,,,2022-10-20 11:32:10 AM,FingerNoseData,,,LeftControllerPosition,-0.9386447072029114,0.7327802777290344,-0.3315625488758087,,
500,,,2022-10-20 11:32:10 AM,FingerNoseData,,,RightControllerPosition,-0.007412292994558811,0.5122142434120178,0.15597331523895264,,
583,,,2022-10-20 11:32:10 AM,FingerNoseData,,,LeftControllerPosition,-0.9386447072029114,0.7327802777290344,-0.3315625488758087,,
583,,,2022-10-20 11:32:10 AM,FingerNoseData,,,RightControllerPosition,-0.027864135801792145,0.5338280200958252,0.16505034267902374,,
667,,,2022-10-20 11:32:10 AM,FingerNoseData,,,LeftControllerPosition,-0.9386447072029114,0.7327802777290344,-0.3315625488758087,,
667,,,2022-10-20 11:32:10 AM,FingerNoseData,,,RightControllerPosition,-0.03003336861729622,0.5025007128715515,0.15933677554130554,,
750,,,2022-10-20 11:32:10 AM,FingerNoseData,,,LeftControllerPosition,-0.9386447072029114,0.7327802777290344,-0.3315625488758087,,
750,,,2022-10-20 11:32:10 AM,FingerNoseData,,,RightControllerPosition,-0.036678116768598557,0.48392629623413086,0.1487705558538437,,
821,,,2022-10-20 11:32:10 AM,FingerNoseData,,,LeftControllerPosition,-0.9386447072029114,0.7327802777290344,-0.3315625488758087,,
821,,,2022-10-20 11:32:10 AM,FingerNoseData,,,RightControllerPosition,-0.04490077495574951,0.495256245136261,0.14834433794021606,,
904,,,2022-10-20 11:32:10 AM,FingerNoseData,,,LeftControllerPosition,-0.9386447072029114,0.7327802777290344,-0.3315625488758087,,
904,,,2022-10-20 11:32:10 AM,FingerNoseData,,,RightControllerPosition,-0.041642263531684875,0.5019605159759521,0.14920152723789215,,
988,,,2022-10-20 11:32:11 AM,FingerNoseData,,,LeftControllerPosition,-0.9386447072029114,0.7327802777290344,-0.3315625488758087,,
988,,,2022-10-20 11:32:11 AM,FingerNoseData,,,RightControllerPosition,-0.028465082868933678,0.5654352307319641,0.18298862874507904,,
1071,,,2022-10-20 11:32:11 AM,FingerNoseData,,,LeftControllerPosition,-0.9386447072029114,0.7327802777290344,-0.3315625488758087,,
1071,,,2022-10-20 11:32:11 AM,FingerNoseData,,,RightControllerPosition,-0.02139672264456749,0.683946430683136,0.2279958724975586,,
1155,,,2022-10-20 11:32:11 AM,FingerNoseData,,,LeftControllerPosition,-0.9386447072029114,0.7327802777290344,-0.3315625488758087,,
