Value.ElapsedTime,Value.Scenario,Value.Time,Value.TimerShowed,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z
,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",2022-10-20 11:22:37 AM,,,,ccc7bcf9-30a2-40eb-a7b4-beabdb8f98b1,ApplicationStart,,,
0,,2022-10-20 11:36:02 AM,false,,false,ccc7bcf9-30a2-40eb-a7b4-beabdb8f98b1,PegboardConfig,,,
2,,2022-10-20 11:36:02 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
2,,2022-10-20 11:36:02 AM,,PegboardData,,,RightControllerPosition,-0.10695677995681763,-0.44738906621932983,0.25055646896362305
85,,2022-10-20 11:36:02 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
85,,2022-10-20 11:36:02 AM,,PegboardData,,,RightControllerPosition,-0.10611872375011444,-0.4475496709346771,0.2498103827238083
174,,2022-10-20 11:36:02 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
174,,2022-10-20 11:36:02 AM,,PegboardData,,,RightControllerPosition,-0.10347215086221695,-0.44960924983024597,0.24857184290885925
247,,2022-10-20 11:36:02 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
247,,2022-10-20 11:36:02 AM,,PegboardData,,,RightControllerPosition,-0.10110833495855331,-0.4505181908607483,0.24773754179477692
331,,2022-10-20 11:36:02 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
331,,2022-10-20 11:36:02 AM,,PegboardData,,,RightControllerPosition,-0.09681697189807892,-0.4522702097892761,0.24363026022911072
415,,2022-10-20 11:36:02 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
415,,2022-10-20 11:36:02 AM,,PegboardData,,,RightControllerPosition,-0.09138310700654984,-0.46377241611480713,0.231732577085495
499,,2022-10-20 11:36:02 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
499,,2022-10-20 11:36:02 AM,,PegboardData,,,RightControllerPosition,-0.08640656620264053,-0.48461899161338806,0.21484078466892242
583,,2022-10-20 11:36:02 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
583,,2022-10-20 11:36:02 AM,,PegboardData,,,RightControllerPosition,-0.07739705592393875,-0.4966813623905182,0.196393683552742
666,,2022-10-20 11:36:02 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
666,,2022-10-20 11:36:02 AM,,PegboardData,,,RightControllerPosition,-0.06905679404735565,-0.4921169579029083,0.1739170402288437
750,,2022-10-20 11:36:03 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
750,,2022-10-20 11:36:03 AM,,PegboardData,,,RightControllerPosition,-0.06252631545066833,-0.48129400610923767,0.14468379318714142
833,,2022-10-20 11:36:03 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
833,,2022-10-20 11:36:03 AM,,PegboardData,,,RightControllerPosition,-0.05221707373857498,-0.46565699577331543,0.11367275565862656
917,,2022-10-20 11:36:03 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
917,,2022-10-20 11:36:03 AM,,PegboardData,,,RightControllerPosition,-0.04303786903619766,-0.4541892409324646,0.08008812367916107
1000,,2022-10-20 11:36:03 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
1000,,2022-10-20 11:36:03 AM,,PegboardData,,,RightControllerPosition,-0.038254376500844955,-0.4426533877849579,0.0482669360935688
1084,,2022-10-20 11:36:03 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
1084,,2022-10-20 11:36:03 AM,,PegboardData,,,RightControllerPosition,-0.032434187829494476,-0.4312664866447449,0.03835500404238701
1167,,2022-10-20 11:36:03 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
1167,,2022-10-20 11:36:03 AM,,PegboardData,,,RightControllerPosition,-0.02980564720928669,-0.4181728959083557,0.029569238424301147
1251,,2022-10-20 11:36:03 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
1251,,2022-10-20 11:36:03 AM,,PegboardData,,,RightControllerPosition,-0.02600507251918316,-0.3983398675918579,0.018807778134942055
1334,,2022-10-20 11:36:03 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
1334,,2022-10-20 11:36:03 AM,,PegboardData,,,RightControllerPosition,-0.014722510240972042,-0.3702603876590729,0.005883325356990099
1418,,2022-10-20 11:36:03 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
1418,,2022-10-20 11:36:03 AM,,PegboardData,,,RightControllerPosition,0.0026989963371306658,-0.34207671880722046,-0.00470676040276885
1502,,2022-10-20 11:36:03 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
1502,,2022-10-20 11:36:03 AM,,PegboardData,,,RightControllerPosition,0.026135291904211044,-0.3176805377006531,-0.007617007475346327
1571,,2022-10-20 11:36:03 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
1571,,2022-10-20 11:36:03 AM,,PegboardData,,,RightControllerPosition,0.05112338438630104,-0.2961738705635071,0.0018777834484353662
1655,,2022-10-20 11:36:03 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
1655,,2022-10-20 11:36:03 AM,,PegboardData,,,RightControllerPosition,0.08450199663639069,-0.26517993211746216,0.021518763154745102
1739,,2022-10-20 11:36:04 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
1739,,2022-10-20 11:36:04 AM,,PegboardData,,,RightControllerPosition,0.10427581518888474,-0.25099843740463257,0.04387741535902023
1822,,2022-10-20 11:36:04 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
1822,,2022-10-20 11:36:04 AM,,PegboardData,,,RightControllerPosition,0.1125083789229393,-0.2467559427022934,0.062231745570898056
1906,,2022-10-20 11:36:04 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
1906,,2022-10-20 11:36:04 AM,,PegboardData,,,RightControllerPosition,0.11321394145488739,-0.258107453584671,0.08742279559373856
1989,,2022-10-20 11:36:04 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
1989,,2022-10-20 11:36:04 AM,,PegboardData,,,RightControllerPosition,0.10723876953125,-0.2818329334259033,0.10957717895507812
2073,,2022-10-20 11:36:04 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
2073,,2022-10-20 11:36:04 AM,,PegboardData,,,RightControllerPosition,0.10065673291683197,-0.2993718087673187,0.12006066739559174
2156,,2022-10-20 11:36:04 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
2156,,2022-10-20 11:36:04 AM,,PegboardData,,,RightControllerPosition,0.1005261167883873,-0.3036039173603058,0.1266176700592041
2240,,2022-10-20 11:36:04 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
2240,,2022-10-20 11:36:04 AM,,PegboardData,,,RightControllerPosition,0.10049817711114883,-0.3055039346218109,0.13124661147594452
2325,,2022-10-20 11:36:04 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
2325,,2022-10-20 11:36:04 AM,,PegboardData,,,RightControllerPosition,0.09871866554021835,-0.30905604362487793,0.13501045107841492
2407,,2022-10-20 11:36:04 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
2407,,2022-10-20 11:36:04 AM,,PegboardData,,,RightControllerPosition,0.09581364691257477,-0.3104057312011719,0.13545529544353485
2490,,2022-10-20 11:36:04 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
2490,,2022-10-20 11:36:04 AM,,PegboardData,,,RightControllerPosition,0.09275089204311371,-0.312393456697464,0.13622026145458221
2574,,2022-10-20 11:36:04 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
2574,,2022-10-20 11:36:04 AM,,PegboardData,,,RightControllerPosition,0.09159509092569351,-0.310275673866272,0.13694362342357635
2657,,2022-10-20 11:36:04 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
2657,,2022-10-20 11:36:04 AM,,PegboardData,,,RightControllerPosition,0.08983457833528519,-0.3122061789035797,0.140550434589386
2741,,2022-10-20 11:36:05 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
2741,,2022-10-20 11:36:05 AM,,PegboardData,,,RightControllerPosition,0.08903267979621887,-0.31420570611953735,0.14453768730163574
2824,,2022-10-20 11:36:05 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
2824,,2022-10-20 11:36:05 AM,,PegboardData,,,RightControllerPosition,0.08889947831630707,-0.3123284578323364,0.14399492740631104
2908,,2022-10-20 11:36:05 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
2908,,2022-10-20 11:36:05 AM,,PegboardData,,,RightControllerPosition,0.08948218077421188,-0.3034709393978119,0.13964144885540009
2991,,2022-10-20 11:36:05 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
2991,,2022-10-20 11:36:05 AM,,PegboardData,,,RightControllerPosition,0.09120995551347733,-0.28866857290267944,0.13685545325279236
3074,,2022-10-20 11:36:05 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
3074,,2022-10-20 11:36:05 AM,,PegboardData,,,RightControllerPosition,0.0930260419845581,-0.2707604765892029,0.1407809853553772
3158,,2022-10-20 11:36:05 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
3158,,2022-10-20 11:36:05 AM,,PegboardData,,,RightControllerPosition,0.09254537522792816,-0.25093117356300354,0.151265487074852
3242,,2022-10-20 11:36:05 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
3242,,2022-10-20 11:36:05 AM,,PegboardData,,,RightControllerPosition,0.08976087719202042,-0.22915321588516235,0.16991423070430756
3325,,2022-10-20 11:36:05 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
3325,,2022-10-20 11:36:05 AM,,PegboardData,,,RightControllerPosition,0.08942797034978867,-0.2077820897102356,0.20148423314094543
3409,,2022-10-20 11:36:05 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
3409,,2022-10-20 11:36:05 AM,,PegboardData,,,RightControllerPosition,0.09567689895629883,-0.1806032359600067,0.23864875733852386
3492,,2022-10-20 11:36:05 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
3492,,2022-10-20 11:36:05 AM,,PegboardData,,,RightControllerPosition,0.10057297348976135,-0.16155293583869934,0.2764265239238739
3576,,2022-10-20 11:36:05 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
3576,,2022-10-20 11:36:05 AM,,PegboardData,,,RightControllerPosition,0.10012804716825485,-0.15065282583236694,0.308971643447876
3659,,2022-10-20 11:36:05 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
3659,,2022-10-20 11:36:05 AM,,PegboardData,,,RightControllerPosition,0.09494170546531677,-0.1489916741847992,0.3409457206726074
3730,,2022-10-20 11:36:06 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
3730,,2022-10-20 11:36:06 AM,,PegboardData,,,RightControllerPosition,0.0960119366645813,-0.15050455927848816,0.3709057867527008
3813,,2022-10-20 11:36:06 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
3813,,2022-10-20 11:36:06 AM,,PegboardData,,,RightControllerPosition,0.09903895109891891,-0.15156395733356476,0.40222808718681335
3896,,2022-10-20 11:36:06 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
3896,,2022-10-20 11:36:06 AM,,PegboardData,,,RightControllerPosition,0.10509484261274338,-0.14926153421401978,0.4240501821041107
3980,,2022-10-20 11:36:06 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
3980,,2022-10-20 11:36:06 AM,,PegboardData,,,RightControllerPosition,0.11054354906082153,-0.14936353266239166,0.43848690390586853
4064,,2022-10-20 11:36:06 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
4064,,2022-10-20 11:36:06 AM,,PegboardData,,,RightControllerPosition,0.1154974102973938,-0.15111595392227173,0.4519907832145691
4147,,2022-10-20 11:36:06 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
4147,,2022-10-20 11:36:06 AM,,PegboardData,,,RightControllerPosition,0.11651864647865295,-0.15226837992668152,0.4638058543205261
4230,,2022-10-20 11:36:06 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
4230,,2022-10-20 11:36:06 AM,,PegboardData,,,RightControllerPosition,0.11443929374217987,-0.15507936477661133,0.47484344244003296
4314,,2022-10-20 11:36:06 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
4314,,2022-10-20 11:36:06 AM,,PegboardData,,,RightControllerPosition,0.11214990168809891,-0.15660284459590912,0.48172083497047424
4398,,2022-10-20 11:36:06 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
4398,,2022-10-20 11:36:06 AM,,PegboardData,,,RightControllerPosition,0.11065680533647537,-0.15792538225650787,0.4887619614601135
4482,,2022-10-20 11:36:06 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
4482,,2022-10-20 11:36:06 AM,,PegboardData,,,RightControllerPosition,0.10774946957826614,-0.1582062542438507,0.4958808124065399
4565,,2022-10-20 11:36:06 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
4565,,2022-10-20 11:36:06 AM,,PegboardData,,,RightControllerPosition,0.10512346029281616,-0.1611546128988266,0.5056750774383545
4648,,2022-10-20 11:36:06 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
4648,,2022-10-20 11:36:06 AM,,PegboardData,,,RightControllerPosition,0.10294420272111893,-0.1622568815946579,0.507171630859375
4731,,2022-10-20 11:36:07 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
4731,,2022-10-20 11:36:07 AM,,PegboardData,,,RightControllerPosition,0.09653262048959732,-0.15072764456272125,0.4917735159397125
4815,,2022-10-20 11:36:07 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
4815,,2022-10-20 11:36:07 AM,,PegboardData,,,RightControllerPosition,0.09070146828889847,-0.1279447078704834,0.45356571674346924
4898,,2022-10-20 11:36:07 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
4898,,2022-10-20 11:36:07 AM,,PegboardData,,,RightControllerPosition,0.0897442102432251,-0.10645381361246109,0.3913828432559967
4981,,2022-10-20 11:36:07 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
4981,,2022-10-20 11:36:07 AM,,PegboardData,,,RightControllerPosition,0.09441512078046799,-0.11129201948642731,0.34145501255989075
5065,,2022-10-20 11:36:07 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
5065,,2022-10-20 11:36:07 AM,,PegboardData,,,RightControllerPosition,0.10556337237358093,-0.1323462277650833,0.3005479872226715
5149,,2022-10-20 11:36:07 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
5149,,2022-10-20 11:36:07 AM,,PegboardData,,,RightControllerPosition,0.11988739669322968,-0.1578126698732376,0.259199321269989
5232,,2022-10-20 11:36:07 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
5232,,2022-10-20 11:36:07 AM,,PegboardData,,,RightControllerPosition,0.13329456746578217,-0.1841336488723755,0.22710324823856354
5316,,2022-10-20 11:36:07 AM,,PegboardData,,,LeftControllerPosition,-0.9386447072029114,-0.499543696641922,-0.3315625488758087
