Value.ElapsedTime,Value.Repetitions,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z,Value.Delay,Value.CurrentRepetition
235,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677329659461975,0.756362795829773,-0.3179197311401367,,
235,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.2435392290353775,0.6870638728141785,0.3129120469093323,,
249,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677331447601318,0.7563631534576416,-0.31791916489601135,,
249,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.2421349138021469,0.6854183673858643,0.3142631947994232,,
250,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677331447601318,0.7563630938529968,-0.31791916489601135,,
250,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.2421349138021469,0.6854183673858643,0.3142631947994232,,
318,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677330255508423,0.7563634514808655,-0.3179193139076233,,
318,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.23607563972473145,0.6777421236038208,0.32067346572875977,,
332,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677330851554871,0.7563632130622864,-0.3179193139076233,,
332,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.23497304320335388,0.6760751605033875,0.32189151644706726,,
333,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677330851554871,0.7563632130622864,-0.3179193139076233,,
333,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.23497304320335388,0.6760751605033875,0.32189151644706726,,
389,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677329659461975,0.7563632726669312,-0.3179195523262024,,
389,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.2313816398382187,0.670531153678894,0.3269813656806946,,
416,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677331447601318,0.7563632130622864,-0.3179191052913666,,
416,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.2300686240196228,0.6683845520019531,0.32922136783599854,,
417,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677331447601318,0.7563632130622864,-0.3179191052913666,,
417,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.2300686240196228,0.6683845520019531,0.32922136783599854,,
473,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677329659461975,0.756363034248352,-0.31791961193084717,,
473,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.2272586077451706,0.6641996502876282,0.3328694999217987,,
500,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677330851554871,0.7563632726669312,-0.3179193139076233,,
500,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.22609156370162964,0.6624523997306824,0.33414268493652344,,
500,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677330851554871,0.7563632726669312,-0.3179193139076233,,
500,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.22609156370162964,0.6624523997306824,0.33414268493652344,,
556,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677330255508423,0.7563631534576416,-0.31791943311691284,,
556,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.22400976717472076,0.6596806049346924,0.3357722759246826,,
583,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677330255508423,0.7563632130622864,-0.31791943311691284,,
583,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.22302530705928802,0.658819854259491,0.3362911343574524,,
583,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677330255508423,0.7563632130622864,-0.31791943311691284,,
583,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.22302530705928802,0.658819854259491,0.3362911343574524,,
640,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677330851554871,0.7563631534576416,-0.3179193139076233,,
640,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.22130253911018372,0.6578266024589539,0.3372384309768677,,
667,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677331447601318,0.7563631534576416,-0.31791922450065613,,
667,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.2209104746580124,0.657516360282898,0.33743616938591003,,
667,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677331447601318,0.7563631534576416,-0.31791922450065613,,
667,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.2209104746580124,0.657516360282898,0.33743616938591003,,
723,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677330255508423,0.7563634514808655,-0.31791943311691284,,
723,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.2221379280090332,0.657720685005188,0.33669325709342957,,
750,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677329659461975,0.7563636302947998,-0.31791946291923523,,
750,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.22299326956272125,0.6578696966171265,0.3361484408378601,,
750,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677329659461975,0.7563636302947998,-0.31791946291923523,,
750,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.22299326956272125,0.6578696966171265,0.3361484408378601,,
807,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677330255508423,0.7563632726669312,-0.31791940331459045,,
807,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.22549474239349365,0.658571183681488,0.33522042632102966,,
834,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677330255508423,0.7563630938529968,-0.31791943311691284,,
834,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.2267010509967804,0.6592862010002136,0.33488234877586365,,
834,,2022-10-04 11:22:09 AM,FingerNoseData,,,LeftControllerPosition,-0.9677330255508423,0.7563630938529968,-0.31791943311691284,,
834,,2022-10-04 11:22:09 AM,FingerNoseData,,,RightControllerPosition,-0.2267010509967804,0.6592862010002136,0.33488234877586365,,
890,,2022-10-04 11:22:10 AM,FingerNoseData,,,LeftControllerPosition,-0.9677331447601318,0.7563632726669312,-0.31791919469833374,,
