Value.ElapsedTime,Value.Mode,Value.Repetitions,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z,Value.LostFocusTime,Value.CurrentRepetition,Value.TrajectoryRepetitionStart,Value.TrajectoryRepetitionEnd
21912,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998209,0.105426855,,,,
21912,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.335836977,1.032431841,0.375075519,,,,
21995,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998209,0.105426855,,,,
21995,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.335452378,1.030699611,0.375561923,,,,
22079,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998209,0.105426915,,,,
22079,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.335199833,1.030526042,0.375482827,,,,
22162,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
22162,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.335562348,1.030834198,0.375287145,,,,
22246,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
22246,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.336019307,1.03155303,0.374928564,,,,
22330,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
22330,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.336331964,1.031291127,0.374912739,,,,
22413,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998215,0.105426893,,,,
22413,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.336436599,1.030424356,0.375109762,,,,
22483,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105427004,,,,
22483,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.336391479,1.029548049,0.375402629,,,,
22567,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.10542696,,,,
22567,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.336431384,1.029214144,0.375550419,,,,
22650,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
22650,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.336614579,1.029204726,0.37518236,,,,
22734,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
22734,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.335959822,1.028718114,0.374105394,,,,
22817,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426989,,,,
22817,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.328581512,1.023287177,0.367737144,,,,
22901,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998215,0.105426937,,,,
22901,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.313589036,1.002793193,0.358417541,,,,
22985,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
22985,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.293507725,0.973704219,0.354650617,,,,
23068,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426952,,,,
23068,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.271100849,0.947589338,0.350243956,,,,
23152,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998215,0.105426975,,,,
23152,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.247155249,0.926648557,0.337192237,,,,
23235,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
23235,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.226593792,0.90803504,0.320208818,,,,
23319,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105426952,,,,
23319,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.215911061,0.887734056,0.304321557,,,,
23402,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426922,,,,
23402,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.217768937,0.877910316,0.300871611,,,,
23486,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105426952,,,,
23486,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.223256454,0.886515081,0.30350098,,,,
23569,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
23569,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.228784174,0.904999018,0.304585725,,,,
23653,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
23653,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.23311615,0.918446362,0.304381698,,,,
23736,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998203,0.105426915,,,,
23736,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.237774208,0.925924957,0.303641945,,,,
23820,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105426982,,,,
23820,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.24684158,0.931168795,0.30521962,,,,
23903,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
23903,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.265591532,0.947592497,0.318798572,,,,
23987,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
23987,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.292025626,0.975047112,0.338098377,,,,
24070,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
24070,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.315711468,1.001880884,0.355882287,,,,
24154,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
24154,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.330873847,1.022800922,0.365796536,,,,
24237,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
24237,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.341828853,1.033522964,0.375222057,,,,
24321,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.10542696,,,,
24321,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.349642396,1.039875031,0.382196426,,,,
24404,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105426982,,,,
24404,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.354896694,1.042638779,0.386826307,,,,
24432,,,9/28/2022 12:07,,,,FingerFollowData,,,,8.478858948,0,,
24488,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998215,0.105426975,,,,
24488,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.357198805,1.041651726,0.391114235,,,,
24571,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426922,,,,
24571,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.358557761,1.040973306,0.394217759,,,,
24641,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
24641,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.35649243,1.041427255,0.394155473,,,,
24725,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105426982,,,,
24725,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.350337923,1.03956306,0.388636976,,,,
24808,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105426989,,,,
24808,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.339947015,1.037267566,0.378984571,,,,
24891,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
24891,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.326891243,1.034154058,0.372542709,,,,
24975,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.779982209,0.105426945,,,,
24975,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.312972963,1.031640172,0.37041676,,,,
25058,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
25058,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.304095089,1.032709479,0.373743325,,,,
25142,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426922,,,,
25142,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.301098078,1.041134,0.376202494,,,,
25225,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
25225,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.305182576,1.047692776,0.376998633,,,,
25309,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998203,0.10542687,,,,
25309,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.314145029,1.05430007,0.377315611,,,,
25392,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
25392,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.323715806,1.06181848,0.377522796,,,,
25476,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
25476,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.330860198,1.066247106,0.378503889,,,,
25559,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998203,0.10542687,,,,
25559,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.334560871,1.067535281,0.382276535,,,,
25643,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
25643,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.336968392,1.0683887,0.386387497,,,,
25726,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.779981911,0.10542684,,,,
25726,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.338717699,1.068135858,0.389541298,,,,
25810,,,9/28/2022 12:07,,,,FingerFollowData,,,,1.086379886,0,,
25810,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
25810,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.340622604,1.0677284,0.391634107,,,,
25894,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.779981971,0.105426863,,,,
25894,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.342258543,1.066485405,0.392807871,,,,
25977,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.779981971,0.105426945,,,,
25977,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.344188362,1.065362811,0.393301427,,,,
26061,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105427004,,,,
26061,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.344312161,1.068447471,0.394509196,,,,
26144,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
26144,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.340191424,1.080434561,0.396704912,,,,
26228,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105427004,,,,
26228,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.334423691,1.093177319,0.400771499,,,,
26311,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105427004,,,,
26311,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.328338057,1.103338957,0.405300319,,,,
26395,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105426989,,,,
26395,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.323892295,1.10884738,0.408361018,,,,
26478,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
26478,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.32170704,1.112663031,0.408847749,,,,
26562,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.779982209,0.105426945,,,,
26562,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.319479853,1.118741274,0.409825891,,,,
26645,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
26645,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.317637771,1.128510475,0.409389466,,,,
26729,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
26729,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.315483391,1.138537765,0.410174072,,,,
26812,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.10542696,,,,
26812,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.312302262,1.152204871,0.410532564,,,,
26883,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105426952,,,,
26883,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.308597237,1.161790252,0.410997808,,,,
26966,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426989,,,,
26966,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.302582949,1.172429323,0.412815928,,,,
27050,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
27050,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.297349095,1.178021073,0.413865268,,,,
27133,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.779981971,0.105426945,,,,
27133,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.294118375,1.178930283,0.414940298,,,,
27217,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998209,0.105426915,,,,
27217,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.290623337,1.182478309,0.415970385,,,,
27300,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426922,,,,
27300,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.288635731,1.187939763,0.417146713,,,,
27384,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
27384,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.285598844,1.197971344,0.419163406,,,,
27467,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.779981971,0.105426945,,,,
27467,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.281059772,1.20980072,0.419314682,,,,
27551,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426952,,,,
27551,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.275866628,1.217969418,0.420841485,,,,
27635,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
27635,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.270957053,1.222281456,0.422768235,,,,
27718,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.779981971,0.105426908,,,,
27718,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.266917825,1.222957969,0.422513604,,,,
27801,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105426989,,,,
27801,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.26591441,1.216268539,0.419700116,,,,
27885,,,9/28/2022 12:07,,,,FingerFollowData,,,,0.333922714,1,,
27885,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998215,0.105426975,,,,
27885,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.267585456,1.206507921,0.416782528,,,,
27913,,,9/28/2022 12:07,,,,FingerFollowData,,,,0.0143696,1,,
27969,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.779981971,0.105426982,,,,
27969,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.269966274,1.199672818,0.416178018,,,,
28052,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
28052,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.271158665,1.198912382,0.416806996,,,,
28107,,,9/28/2022 12:07,,,,FingerFollowData,,,,0.0834217,1,,
28136,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426922,,,,
28136,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.273177356,1.195670247,0.416217178,,,,
28163,,,9/28/2022 12:07,,,,FingerFollowData,,,,0.0141562,1,,
28219,,,9/28/2022 12:07,,,,FingerFollowData,,,,0.027702,1,,
28219,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426967,,,,
28219,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.275124371,1.188142657,0.414484888,,,,
28303,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.10542696,,,,
28303,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.277167469,1.176910758,0.415742666,,,,
28386,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998215,0.105426908,,,,
28386,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.27804929,1.166771412,0.417549729,,,,
28470,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
28470,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.278654665,1.155960441,0.417257279,,,,
28553,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
28553,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.280587375,1.145753741,0.4164415,,,,
28637,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426967,,,,
28637,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.284318566,1.139019847,0.414430976,,,,
28722,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
28722,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.289588392,1.132963181,0.412283897,,,,
28791,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426922,,,,
28791,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.2946482,1.127238512,0.410582989,,,,
28887,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998215,0.105426908,,,,
28887,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.301215142,1.119827271,0.409421772,,,,
28970,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998203,0.105426915,,,,
28970,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.304953724,1.113141298,0.409282714,,,,
29039,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426967,,,,
29039,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.306887984,1.107395887,0.410040706,,,,
29123,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.779981971,0.105426945,,,,
29123,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.3085109,1.098161459,0.411090255,,,,
29206,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
29206,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.310608596,1.089226723,0.411399186,,,,
29290,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998215,0.105426975,,,,
29290,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.313594729,1.082107782,0.411808908,,,,
29374,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.779982269,0.105426878,,,,
29374,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.318578452,1.073837161,0.410087228,,,,
29457,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998215,0.105426908,,,,
29457,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.323923618,1.069920659,0.407350332,,,,
29541,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.779982209,0.105426945,,,,
29541,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.329181612,1.064944506,0.404177248,,,,
29624,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.779982209,0.105427019,,,,
29624,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,-0.333159029,1.059590459,0.403296918,,,,
29708,,,9/28/2022 12:08,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
29708,,,9/28/2022 12:08,FingerFollowData,,,RightControllerPosition,-0.335876375,1.052643418,0.402284712,,,,
29791,,,9/28/2022 12:08,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105426982,,,,
29791,,,9/28/2022 12:08,FingerFollowData,,,RightControllerPosition,-0.338054925,1.04584527,0.403604329,,,,
29875,,,9/28/2022 12:08,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
29875,,,9/28/2022 12:08,FingerFollowData,,,RightControllerPosition,-0.340338171,1.03710711,0.404545426,,,,
29958,,,9/28/2022 12:08,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.10542696,,,,
29958,,,9/28/2022 12:08,FingerFollowData,,,RightControllerPosition,-0.3434802,1.029757619,0.404295892,,,,
30042,,,9/28/2022 12:08,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998209,0.105426855,,,,
30042,,,9/28/2022 12:08,FingerFollowData,,,RightControllerPosition,-0.347485095,1.023908377,0.40321365,,,,
30125,,,9/28/2022 12:08,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998209,0.105426855,,,,
30125,,,9/28/2022 12:08,FingerFollowData,,,RightControllerPosition,-0.352788061,1.018916845,0.400775611,,,,
30209,,,9/28/2022 12:08,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.779981971,0.105426908,,,,
30209,,,9/28/2022 12:08,FingerFollowData,,,RightControllerPosition,-0.358081847,1.014541745,0.398887962,,,,
30292,,,9/28/2022 12:08,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
30292,,,9/28/2022 12:08,FingerFollowData,,,RightControllerPosition,-0.362178028,1.006596565,0.397012651,,,,
30376,,,9/28/2022 12:08,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
30376,,,9/28/2022 12:08,FingerFollowData,,,RightControllerPosition,-0.365964204,0.99878794,0.396211714,,,,
30460,,,9/28/2022 12:08,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998215,0.105426937,,,,
30460,,,9/28/2022 12:08,FingerFollowData,,,RightControllerPosition,-0.37014842,0.993065655,0.395050585,,,,
30543,,,9/28/2022 12:08,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
30543,,,9/28/2022 12:08,FingerFollowData,,,RightControllerPosition,-0.373709381,0.98783201,0.393479407,,,,
30627,,,9/28/2022 12:08,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
30627,,,9/28/2022 12:08,FingerFollowData,,,RightControllerPosition,-0.377914131,0.98331809,0.393165588,,,,
30710,,,9/28/2022 12:08,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
30710,,,9/28/2022 12:08,FingerFollowData,,,RightControllerPosition,-0.380906045,0.981506288,0.394432306,,,,
30794,,,9/28/2022 12:08,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998209,0.105426915,,,,
30794,,,9/28/2022 12:08,FingerFollowData,,,RightControllerPosition,-0.380455464,0.983794272,0.394734174,,,,
30808,,,9/28/2022 12:08,,,,FingerFollowData,,,,0.209363893,2,,
30877,,,9/28/2022 12:08,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
30877,,,9/28/2022 12:08,FingerFollowData,,,RightControllerPosition,-0.377766699,0.991388857,0.39666751,,,,
30947,,,9/28/2022 12:08,,,,FingerFollowData,,,,0.0138877,2,,
30961,,,9/28/2022 12:08,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998215,0.105426997,,,,
30961,,,9/28/2022 12:08,FingerFollowData,,,RightControllerPosition,-0.3757478,0.995454192,0.399159223,,,,
30975,,,9/28/2022 12:08,,,,FingerFollowData,,,,0.0140745,2,,
31044,,,9/28/2022 12:08,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.779981971,0.105426908,,,,
31044,,,9/28/2022 12:08,FingerFollowData,,,RightControllerPosition,-0.374131888,1.00444448,0.403203368,,,,
31059,,,9/28/2022 12:08,,,,FingerFollowData,,,,0.0136931,2,,
31114,,,9/28/2022 12:08,,,,FingerFollowData,,,,0.0140541,2,,
31128,,,9/28/2022 12:08,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
31128,,,9/28/2022 12:08,FingerFollowData,,,RightControllerPosition,-0.375320613,1.011260748,0.401607305,,,,
31198,,,9/28/2022 12:08,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105427004,,,,
31198,,,9/28/2022 12:08,FingerFollowData,,,RightControllerPosition,-0.376788229,1.024730086,0.400162429,,,,
31282,,,9/28/2022 12:08,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.10542696,,,,
31282,,,9/28/2022 12:08,FingerFollowData,,,RightControllerPosition,-0.378227711,1.039756298,0.397476375,,,,
