Value.ElapsedTime,Value.Time,Value.TimerShowed,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z
2074,2022-09-28 12:11:49 PM,,PegboardData,,,LeftControllerPosition,-0.8843927979469299,-0.3731738030910492,0.10402888059616089
2074,2022-09-28 12:11:49 PM,,PegboardData,,,RightControllerPosition,-0.03632950037717819,-0.3286516070365906,0.3528285622596741
2143,2022-09-28 12:11:49 PM,,PegboardData,,,LeftControllerPosition,-0.8843926191329956,-0.37317371368408203,0.10402916371822357
2143,2022-09-28 12:11:49 PM,,PegboardData,,,RightControllerPosition,-0.03879920020699501,-0.3302651047706604,0.35196834802627563
2227,2022-09-28 12:11:49 PM,,PegboardData,,,LeftControllerPosition,-0.8843926191329956,-0.3731737434864044,0.10402917861938477
2227,2022-09-28 12:11:49 PM,,PegboardData,,,RightControllerPosition,-0.04061061888933182,-0.33065709471702576,0.35299748182296753
2311,2022-09-28 12:11:49 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317395210266113,0.10402899980545044
2311,2022-09-28 12:11:49 PM,,PegboardData,,,RightControllerPosition,-0.040425192564725876,-0.3269346356391907,0.3526466488838196
2394,2022-09-28 12:11:49 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731737732887268,0.10402906686067581
2394,2022-09-28 12:11:49 PM,,PegboardData,,,RightControllerPosition,-0.040267329663038254,-0.3273468613624573,0.35206931829452515
2477,2022-09-28 12:11:49 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.37317386269569397,0.1040291115641594
2477,2022-09-28 12:11:49 PM,,PegboardData,,,RightControllerPosition,-0.04027276486158371,-0.3298757076263428,0.3523949086666107
2561,2022-09-28 12:11:49 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317365407943726,0.10402896255254745
2561,2022-09-28 12:11:49 PM,,PegboardData,,,RightControllerPosition,-0.03994211554527283,-0.3257455825805664,0.3533955514431
2645,2022-09-28 12:11:49 PM,,PegboardData,,,LeftControllerPosition,-0.8843928575515747,-0.37317389249801636,0.10402871668338776
2645,2022-09-28 12:11:49 PM,,PegboardData,,,RightControllerPosition,-0.04038393124938011,-0.3083150386810303,0.3570672869682312
2728,2022-09-28 12:11:49 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731737434864044,0.10402902215719223
2728,2022-09-28 12:11:49 PM,,PegboardData,,,RightControllerPosition,-0.04031537100672722,-0.28503891825675964,0.36638203263282776
2812,2022-09-28 12:11:49 PM,,PegboardData,,,LeftControllerPosition,-0.8843928575515747,-0.37317395210266113,0.10402879118919373
2812,2022-09-28 12:11:49 PM,,PegboardData,,,RightControllerPosition,-0.04036359116435051,-0.2521519958972931,0.38748443126678467
2895,2022-09-28 12:11:49 PM,,PegboardData,,,LeftControllerPosition,-0.8843929171562195,-0.37317371368408203,0.10402856767177582
2895,2022-09-28 12:11:49 PM,,PegboardData,,,RightControllerPosition,-0.039223454892635345,-0.21807143092155457,0.41802453994750977
2979,2022-09-28 12:11:49 PM,,PegboardData,,,LeftControllerPosition,-0.8843927979469299,-0.3731740117073059,0.10402883589267731
2979,2022-09-28 12:11:49 PM,,PegboardData,,,RightControllerPosition,-0.0392899289727211,-0.20031726360321045,0.4464097321033478
3063,2022-09-28 12:11:50 PM,,PegboardData,,,LeftControllerPosition,-0.8843927979469299,-0.3731737434864044,0.10402882844209671
3063,2022-09-28 12:11:50 PM,,PegboardData,,,RightControllerPosition,-0.04016087204217911,-0.19358080625534058,0.4695350229740143
3146,2022-09-28 12:11:50 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731738328933716,0.1040291041135788
3146,2022-09-28 12:11:50 PM,,PegboardData,,,RightControllerPosition,-0.03999503701925278,-0.1929694563150406,0.49439355731010437
3230,2022-09-28 12:11:50 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317395210266113,0.10402899980545044
3230,2022-09-28 12:11:50 PM,,PegboardData,,,RightControllerPosition,-0.03858447074890137,-0.19387100636959076,0.5179305672645569
3314,2022-09-28 12:11:50 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317365407943726,0.10402895510196686
3314,2022-09-28 12:11:50 PM,,PegboardData,,,RightControllerPosition,-0.03746570646762848,-0.1976974904537201,0.5378227233886719
3396,2022-09-28 12:11:50 PM,,PegboardData,,,LeftControllerPosition,-0.8843927979469299,-0.3731738328933716,0.10402890294790268
3396,2022-09-28 12:11:50 PM,,PegboardData,,,RightControllerPosition,-0.03754200413823128,-0.20208345353603363,0.5521078109741211
3479,2022-09-28 12:11:50 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731737732887268,0.10402905941009521
3479,2022-09-28 12:11:50 PM,,PegboardData,,,RightControllerPosition,-0.03799291327595711,-0.20412936806678772,0.5641072392463684
3563,2022-09-28 12:11:50 PM,,PegboardData,,,LeftControllerPosition,-0.8843927979469299,-0.3731740713119507,0.1040288507938385
3563,2022-09-28 12:11:50 PM,,PegboardData,,,RightControllerPosition,-0.037791453301906586,-0.2034750133752823,0.5710379481315613
3646,2022-09-28 12:11:50 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731737732887268,0.10402906686067581
3646,2022-09-28 12:11:50 PM,,PegboardData,,,RightControllerPosition,-0.038269177079200745,-0.20801980793476105,0.5738331079483032
3731,2022-09-28 12:11:50 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317395210266113,0.10402899980545044
3731,2022-09-28 12:11:50 PM,,PegboardData,,,RightControllerPosition,-0.037095192819833755,-0.2153521329164505,0.5715994238853455
3813,2022-09-28 12:11:50 PM,,PegboardData,,,LeftControllerPosition,-0.8843927979469299,-0.3731738030910492,0.10402888059616089
3813,2022-09-28 12:11:50 PM,,PegboardData,,,RightControllerPosition,-0.03366456180810928,-0.21878430247306824,0.5652397274971008
3897,2022-09-28 12:11:50 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731737434864044,0.10402902215719223
3897,2022-09-28 12:11:50 PM,,PegboardData,,,RightControllerPosition,-0.028964821249246597,-0.21981599926948547,0.5555436015129089
3979,2022-09-28 12:11:50 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317386269569397,0.10402894765138626
3979,2022-09-28 12:11:50 PM,,PegboardData,,,RightControllerPosition,-0.024710889905691147,-0.22439180314540863,0.543677806854248
4062,2022-09-28 12:11:51 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731738030910492,0.10402907431125641
4062,2022-09-28 12:11:51 PM,,PegboardData,,,RightControllerPosition,-0.01970813423395157,-0.2368287742137909,0.525039553642273
4146,2022-09-28 12:11:51 PM,,PegboardData,,,LeftControllerPosition,-0.8843928575515747,-0.37317392230033875,0.10402873903512955
4146,2022-09-28 12:11:51 PM,,PegboardData,,,RightControllerPosition,-0.012488782405853271,-0.2480374425649643,0.49814242124557495
4230,2022-09-28 12:11:51 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317365407943726,0.10402896255254745
4230,2022-09-28 12:11:51 PM,,PegboardData,,,RightControllerPosition,-0.010515167377889156,-0.27214762568473816,0.4814305901527405
4313,2022-09-28 12:11:51 PM,,PegboardData,,,LeftControllerPosition,-0.8843927979469299,-0.37317413091659546,0.10402888804674149
4313,2022-09-28 12:11:51 PM,,PegboardData,,,RightControllerPosition,-0.008064852096140385,-0.288270503282547,0.47785723209381104
4397,2022-09-28 12:11:51 PM,,PegboardData,,,LeftControllerPosition,-0.8843928575515747,-0.37317395210266113,0.10402879118919373
4397,2022-09-28 12:11:51 PM,,PegboardData,,,RightControllerPosition,-0.0076361484825611115,-0.2967456877231598,0.47868219017982483
4482,2022-09-28 12:11:51 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317386269569397,0.10402894765138626
4482,2022-09-28 12:11:51 PM,,PegboardData,,,RightControllerPosition,-0.00789150781929493,-0.29733574390411377,0.4790474474430084
4564,2022-09-28 12:11:51 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.37317362427711487,0.10402907431125641
4564,2022-09-28 12:11:51 PM,,PegboardData,,,RightControllerPosition,-0.008882913738489151,-0.30356645584106445,0.4834008514881134
4633,2022-09-28 12:11:51 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317386269569397,0.10402894765138626
4633,2022-09-28 12:11:51 PM,,PegboardData,,,RightControllerPosition,-0.010351382195949554,-0.30354541540145874,0.4832656979560852
4717,2022-09-28 12:11:51 PM,,PegboardData,,,LeftControllerPosition,-0.8843927979469299,-0.37317371368408203,0.10402880609035492
4717,2022-09-28 12:11:51 PM,,PegboardData,,,RightControllerPosition,-0.012672396376729012,-0.29542720317840576,0.48088154196739197
4801,2022-09-28 12:11:51 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731737732887268,0.10402906686067581
4801,2022-09-28 12:11:51 PM,,PegboardData,,,RightControllerPosition,-0.014071005396544933,-0.27948978543281555,0.4774535000324249
4884,2022-09-28 12:11:51 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317395210266113,0.10402901470661163
4884,2022-09-28 12:11:51 PM,,PegboardData,,,RightControllerPosition,-0.02476152405142784,-0.2542886435985565,0.47189876437187195
4967,2022-09-28 12:11:51 PM,,PegboardData,,,LeftControllerPosition,-0.8843927979469299,-0.3731738030910492,0.10402889549732208
4967,2022-09-28 12:11:51 PM,,PegboardData,,,RightControllerPosition,-0.05850658193230629,-0.21633245050907135,0.46430549025535583
5052,2022-09-28 12:11:52 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.37317362427711487,0.10402906686067581
5052,2022-09-28 12:11:52 PM,,PegboardData,,,RightControllerPosition,-0.10231531411409378,-0.18054701387882233,0.46266430616378784
5135,2022-09-28 12:11:52 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317365407943726,0.10402896255254745
5135,2022-09-28 12:11:52 PM,,PegboardData,,,RightControllerPosition,-0.14150889217853546,-0.1615004986524582,0.47351327538490295
5220,2022-09-28 12:11:52 PM,,PegboardData,,,LeftControllerPosition,-0.8843927979469299,-0.3731738030910492,0.10402889549732208
5220,2022-09-28 12:11:52 PM,,PegboardData,,,RightControllerPosition,-0.1688588559627533,-0.16311213374137878,0.492742121219635
5304,2022-09-28 12:11:52 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731737732887268,0.10402905941009521
5304,2022-09-28 12:11:52 PM,,PegboardData,,,RightControllerPosition,-0.18388479948043823,-0.1755560338497162,0.5137600302696228
5387,2022-09-28 12:11:52 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.37317371368408203,0.10402901470661163
5387,2022-09-28 12:11:52 PM,,PegboardData,,,RightControllerPosition,-0.19211211800575256,-0.19114598631858826,0.5317329168319702
5470,2022-09-28 12:11:52 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317386269569397,0.10402894765138626
5470,2022-09-28 12:11:52 PM,,PegboardData,,,RightControllerPosition,-0.1955859661102295,-0.20518197119235992,0.5470366477966309
5554,2022-09-28 12:11:52 PM,,PegboardData,,,LeftControllerPosition,-0.8843927979469299,-0.3731738030910492,0.10402888059616089
5554,2022-09-28 12:11:52 PM,,PegboardData,,,RightControllerPosition,-0.19798515737056732,-0.21243634819984436,0.558810293674469
5636,2022-09-28 12:11:52 PM,,PegboardData,,,LeftControllerPosition,-0.8843927979469299,-0.3731738030910492,0.10402888059616089
5636,2022-09-28 12:11:52 PM,,PegboardData,,,RightControllerPosition,-0.1995391547679901,-0.2174268364906311,0.5700426697731018
5719,2022-09-28 12:11:52 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.37317371368408203,0.10402901470661163
5719,2022-09-28 12:11:52 PM,,PegboardData,,,RightControllerPosition,-0.19971249997615814,-0.22408771514892578,0.5726572275161743
5803,2022-09-28 12:11:52 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731737434864044,0.10402902215719223
5803,2022-09-28 12:11:52 PM,,PegboardData,,,RightControllerPosition,-0.19597232341766357,-0.2282353639602661,0.5614696741104126
5886,2022-09-28 12:11:52 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.3731739819049835,0.10402902960777283
5886,2022-09-28 12:11:52 PM,,PegboardData,,,RightControllerPosition,-0.1874822974205017,-0.22501301765441895,0.5422000885009766
5970,2022-09-28 12:11:52 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317365407943726,0.10402895510196686
5970,2022-09-28 12:11:52 PM,,PegboardData,,,RightControllerPosition,-0.18013857305049896,-0.22529573738574982,0.5073997378349304
6054,2022-09-28 12:11:53 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731737732887268,0.10402906686067581
6054,2022-09-28 12:11:53 PM,,PegboardData,,,RightControllerPosition,-0.17323684692382812,-0.23355428874492645,0.4624655246734619
6137,2022-09-28 12:11:53 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317386269569397,0.10402894765138626
6137,2022-09-28 12:11:53 PM,,PegboardData,,,RightControllerPosition,-0.1655363142490387,-0.24300360679626465,0.4282006621360779
6221,2022-09-28 12:11:53 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.37317362427711487,0.10402907431125641
6221,2022-09-28 12:11:53 PM,,PegboardData,,,RightControllerPosition,-0.15930290520191193,-0.25661617517471313,0.4093020558357239
6304,2022-09-28 12:11:53 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317386269569397,0.10402894765138626
6304,2022-09-28 12:11:53 PM,,PegboardData,,,RightControllerPosition,-0.15210044384002686,-0.2668569087982178,0.4022575616836548
6388,2022-09-28 12:11:53 PM,,PegboardData,,,LeftControllerPosition,-0.8843926191329956,-0.37317371368408203,0.10402916371822357
6388,2022-09-28 12:11:53 PM,,PegboardData,,,RightControllerPosition,-0.15235300362110138,-0.2876055836677551,0.38594764471054077
6472,2022-09-28 12:11:53 PM,,PegboardData,,,LeftControllerPosition,-0.8843928575515747,-0.37317389249801636,0.10402871668338776
6472,2022-09-28 12:11:53 PM,,PegboardData,,,RightControllerPosition,-0.15276874601840973,-0.30124378204345703,0.3790110647678375
6555,2022-09-28 12:11:53 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.37317371368408203,0.10402901470661163
6555,2022-09-28 12:11:53 PM,,PegboardData,,,RightControllerPosition,-0.1529005616903305,-0.31392309069633484,0.3684726655483246
6639,2022-09-28 12:11:53 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317389249801636,0.10402895510196686
6639,2022-09-28 12:11:53 PM,,PegboardData,,,RightControllerPosition,-0.15324696898460388,-0.3213447332382202,0.36241599917411804
6709,2022-09-28 12:11:53 PM,,PegboardData,,,LeftControllerPosition,-0.8843927979469299,-0.3731737434864044,0.10402882844209671
6709,2022-09-28 12:11:53 PM,,PegboardData,,,RightControllerPosition,-0.15371127426624298,-0.32463014125823975,0.3644276261329651
6792,2022-09-28 12:11:53 PM,,PegboardData,,,LeftControllerPosition,-0.8843926191329956,-0.37317368388175964,0.10402912646532059
6792,2022-09-28 12:11:53 PM,,PegboardData,,,RightControllerPosition,-0.15742820501327515,-0.31218889355659485,0.3724471628665924
6876,2022-09-28 12:11:53 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.3731739819049835,0.10402902960777283
6876,2022-09-28 12:11:53 PM,,PegboardData,,,RightControllerPosition,-0.1635032743215561,-0.2926959991455078,0.38499289751052856
6959,2022-09-28 12:11:53 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731737732887268,0.10402906686067581
6959,2022-09-28 12:11:53 PM,,PegboardData,,,RightControllerPosition,-0.16951048374176025,-0.27551567554473877,0.3963199555873871
7043,2022-09-28 12:11:54 PM,,PegboardData,,,LeftControllerPosition,-0.8843927979469299,-0.3731737434864044,0.10402883589267731
7043,2022-09-28 12:11:54 PM,,PegboardData,,,RightControllerPosition,-0.17716394364833832,-0.260959267616272,0.4093417227268219
7127,2022-09-28 12:11:54 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731737732887268,0.10402906686067581
7127,2022-09-28 12:11:54 PM,,PegboardData,,,RightControllerPosition,-0.18753968179225922,-0.24442540109157562,0.42850691080093384
7210,2022-09-28 12:11:54 PM,,PegboardData,,,LeftControllerPosition,-0.8843927979469299,-0.37317419052124023,0.10402891039848328
7210,2022-09-28 12:11:54 PM,,PegboardData,,,RightControllerPosition,-0.199329674243927,-0.22494128346443176,0.4496462047100067
7294,2022-09-28 12:11:54 PM,,PegboardData,,,LeftControllerPosition,-0.8843927979469299,-0.3731738030910492,0.10402889549732208
7294,2022-09-28 12:11:54 PM,,PegboardData,,,RightControllerPosition,-0.20884987711906433,-0.2004970908164978,0.4701763093471527
7379,2022-09-28 12:11:54 PM,,PegboardData,,,LeftControllerPosition,-0.8843928575515747,-0.37317389249801636,0.10402871668338776
7379,2022-09-28 12:11:54 PM,,PegboardData,,,RightControllerPosition,-0.21604517102241516,-0.17870216071605682,0.4911366403102875
7462,2022-09-28 12:11:54 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.37317371368408203,0.10402901470661163
7462,2022-09-28 12:11:54 PM,,PegboardData,,,RightControllerPosition,-0.21866905689239502,-0.17237713932991028,0.5099557638168335
7545,2022-09-28 12:11:54 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.37317371368408203,0.10402901470661163
7545,2022-09-28 12:11:54 PM,,PegboardData,,,RightControllerPosition,-0.21503117680549622,-0.18102297186851501,0.5260778665542603
7628,2022-09-28 12:11:54 PM,,PegboardData,,,LeftControllerPosition,-0.8843926191329956,-0.37317368388175964,0.10402912646532059
7628,2022-09-28 12:11:54 PM,,PegboardData,,,RightControllerPosition,-0.20857149362564087,-0.19334734976291656,0.5412113070487976
7711,2022-09-28 12:11:54 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317395210266113,0.10402899980545044
7711,2022-09-28 12:11:54 PM,,PegboardData,,,RightControllerPosition,-0.20566727221012115,-0.2047424465417862,0.553615391254425
7796,2022-09-28 12:11:54 PM,,PegboardData,,,LeftControllerPosition,-0.8843927979469299,-0.3731738030910492,0.10402888059616089
7796,2022-09-28 12:11:54 PM,,PegboardData,,,RightControllerPosition,-0.20627552270889282,-0.21216502785682678,0.5599764585494995
7878,2022-09-28 12:11:54 PM,,PegboardData,,,LeftControllerPosition,-0.8843926191329956,-0.3731738030910492,0.10402923077344894
7878,2022-09-28 12:11:54 PM,,PegboardData,,,RightControllerPosition,-0.20884181559085846,-0.21732541918754578,0.5625849366188049
7962,2022-09-28 12:11:54 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.3731738328933716,0.10402892529964447
7962,2022-09-28 12:11:54 PM,,PegboardData,,,RightControllerPosition,-0.21113376319408417,-0.22382283210754395,0.5682634115219116
8046,2022-09-28 12:11:55 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317365407943726,0.10402896255254745
8046,2022-09-28 12:11:55 PM,,PegboardData,,,RightControllerPosition,-0.21082544326782227,-0.2307843416929245,0.5760982632637024
8128,2022-09-28 12:11:55 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731737732887268,0.10402906686067581
8128,2022-09-28 12:11:55 PM,,PegboardData,,,RightControllerPosition,-0.20770929753780365,-0.23604366183280945,0.5824745297431946
8211,2022-09-28 12:11:55 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731738328933716,0.1040291041135788
8211,2022-09-28 12:11:55 PM,,PegboardData,,,RightControllerPosition,-0.20567256212234497,-0.23821619153022766,0.5852263569831848
8296,2022-09-28 12:11:55 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.37317371368408203,0.10402901470661163
8296,2022-09-28 12:11:55 PM,,PegboardData,,,RightControllerPosition,-0.2038850039243698,-0.23902221024036407,0.5836665034294128
8379,2022-09-28 12:11:55 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731738030910492,0.10402907431125641
8379,2022-09-28 12:11:55 PM,,PegboardData,,,RightControllerPosition,-0.19967259466648102,-0.23805192112922668,0.5786262154579163
8462,2022-09-28 12:11:55 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731737434864044,0.10402902215719223
8462,2022-09-28 12:11:55 PM,,PegboardData,,,RightControllerPosition,-0.19526822865009308,-0.23926283419132233,0.5690537691116333
8547,2022-09-28 12:11:55 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731737732887268,0.10402905941009521
8547,2022-09-28 12:11:55 PM,,PegboardData,,,RightControllerPosition,-0.1906088888645172,-0.2403133362531662,0.5590007305145264
8629,2022-09-28 12:11:55 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731737732887268,0.10402906686067581
8629,2022-09-28 12:11:55 PM,,PegboardData,,,RightControllerPosition,-0.18843582272529602,-0.24087432026863098,0.5526711940765381
8713,2022-09-28 12:11:55 PM,,PegboardData,,,LeftControllerPosition,-0.8843928575515747,-0.3731738328933716,0.10402867197990417
8713,2022-09-28 12:11:55 PM,,PegboardData,,,RightControllerPosition,-0.18713364005088806,-0.23796400427818298,0.547685980796814
8796,2022-09-28 12:11:55 PM,,PegboardData,,,LeftControllerPosition,-0.8843926191329956,-0.37317368388175964,0.10402912646532059
8796,2022-09-28 12:11:55 PM,,PegboardData,,,RightControllerPosition,-0.18347910046577454,-0.23390287160873413,0.5388745665550232
8880,2022-09-28 12:11:55 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731738328933716,0.1040291041135788
8880,2022-09-28 12:11:55 PM,,PegboardData,,,RightControllerPosition,-0.1723339855670929,-0.24291852116584778,0.5121124982833862
8963,2022-09-28 12:11:55 PM,,PegboardData,,,LeftControllerPosition,-0.8843926191329956,-0.37317368388175964,0.10402912646532059
8963,2022-09-28 12:11:55 PM,,PegboardData,,,RightControllerPosition,-0.15964296460151672,-0.2662966847419739,0.4775729477405548
9032,2022-09-28 12:11:56 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317392230033875,0.10402898490428925
9032,2022-09-28 12:11:56 PM,,PegboardData,,,RightControllerPosition,-0.1480308175086975,-0.2849353551864624,0.46828746795654297
9116,2022-09-28 12:11:56 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317368388175964,0.10402897000312805
9116,2022-09-28 12:11:56 PM,,PegboardData,,,RightControllerPosition,-0.13985344767570496,-0.3050147593021393,0.4665564298629761
9200,2022-09-28 12:11:56 PM,,PegboardData,,,LeftControllerPosition,-0.8843926191329956,-0.37317371368408203,0.10402916371822357
9200,2022-09-28 12:11:56 PM,,PegboardData,,,RightControllerPosition,-0.13954633474349976,-0.31509605050086975,0.4653121829032898
9283,2022-09-28 12:11:56 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317365407943726,0.10402896255254745
9283,2022-09-28 12:11:56 PM,,PegboardData,,,RightControllerPosition,-0.14259158074855804,-0.31624090671539307,0.46613913774490356
9367,2022-09-28 12:11:56 PM,,PegboardData,,,LeftControllerPosition,-0.8843926191329956,-0.37317368388175964,0.10402912646532059
9367,2022-09-28 12:11:56 PM,,PegboardData,,,RightControllerPosition,-0.1446233093738556,-0.31169843673706055,0.46484142541885376
9451,2022-09-28 12:11:56 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731737732887268,0.10402906686067581
9451,2022-09-28 12:11:56 PM,,PegboardData,,,RightControllerPosition,-0.1465127021074295,-0.2993398904800415,0.45943203568458557
9534,2022-09-28 12:11:56 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731737732887268,0.10402906686067581
9534,2022-09-28 12:11:56 PM,,PegboardData,,,RightControllerPosition,-0.1493287980556488,-0.28011760115623474,0.45476436614990234
9618,2022-09-28 12:11:56 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317386269569397,0.10402894765138626
9618,2022-09-28 12:11:56 PM,,PegboardData,,,RightControllerPosition,-0.15544886887073517,-0.2553335428237915,0.4521976113319397
9702,2022-09-28 12:11:56 PM,,PegboardData,,,LeftControllerPosition,-0.8843926191329956,-0.37317368388175964,0.10402912646532059
9702,2022-09-28 12:11:56 PM,,PegboardData,,,RightControllerPosition,-0.16302089393138885,-0.23215827345848083,0.45462778210639954
9785,2022-09-28 12:11:56 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317392230033875,0.10402898490428925
9785,2022-09-28 12:11:56 PM,,PegboardData,,,RightControllerPosition,-0.1651425063610077,-0.22923851013183594,0.46112802624702454
9869,2022-09-28 12:11:56 PM,,PegboardData,,,LeftControllerPosition,-0.8843927979469299,-0.37317371368408203,0.10402880609035492
9869,2022-09-28 12:11:56 PM,,PegboardData,,,RightControllerPosition,-0.1600562036037445,-0.25316038727760315,0.4653807580471039
9953,2022-09-28 12:11:56 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.37317392230033875,0.10402898490428925
9953,2022-09-28 12:11:56 PM,,PegboardData,,,RightControllerPosition,-0.15229259431362152,-0.29250767827033997,0.4699316918849945
10036,2022-09-28 12:11:57 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731737732887268,0.10402905941009521
10036,2022-09-28 12:11:57 PM,,PegboardData,,,RightControllerPosition,-0.14782556891441345,-0.31598320603370667,0.4783671796321869
10120,2022-09-28 12:11:57 PM,,PegboardData,,,LeftControllerPosition,-0.8843926191329956,-0.3731737434864044,0.10402919352054596
10120,2022-09-28 12:11:57 PM,,PegboardData,,,RightControllerPosition,-0.1459166556596756,-0.32736268639564514,0.48645299673080444
10203,2022-09-28 12:11:57 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731737732887268,0.10402906686067581
10203,2022-09-28 12:11:57 PM,,PegboardData,,,RightControllerPosition,-0.14427727460861206,-0.33435118198394775,0.4911291003227234
10287,2022-09-28 12:11:57 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731737732887268,0.10402906686067581
10287,2022-09-28 12:11:57 PM,,PegboardData,,,RightControllerPosition,-0.14257612824440002,-0.3388224244117737,0.49209609627723694
10370,2022-09-28 12:11:57 PM,,PegboardData,,,LeftControllerPosition,-0.8843927383422852,-0.3731738328933716,0.10402892529964447
10370,2022-09-28 12:11:57 PM,,PegboardData,,,RightControllerPosition,-0.1414470225572586,-0.3394356369972229,0.4879160523414612
10454,2022-09-28 12:11:57 PM,,PegboardData,,,LeftControllerPosition,-0.8843926191329956,-0.37317362427711487,0.10402920842170715
10454,2022-09-28 12:11:57 PM,,PegboardData,,,RightControllerPosition,-0.1410469263792038,-0.33906733989715576,0.4846452474594116
10537,2022-09-28 12:11:57 PM,,PegboardData,,,LeftControllerPosition,-0.8843927979469299,-0.3731737434864044,0.10402882844209671
10537,2022-09-28 12:11:57 PM,,PegboardData,,,RightControllerPosition,-0.14161457121372223,-0.33238354325294495,0.4823977053165436
10621,2022-09-28 12:11:57 PM,,PegboardData,,,LeftControllerPosition,-0.8843928575515747,-0.37317389249801636,0.10402871668338776
10621,2022-09-28 12:11:57 PM,,PegboardData,,,RightControllerPosition,-0.14278855919837952,-0.3218414783477783,0.4794032871723175
10705,2022-09-28 12:11:57 PM,,PegboardData,,,LeftControllerPosition,-0.8843926787376404,-0.3731738030910492,0.10402907431125641
