Value.ElapsedTime,Value.Repetitions,Value.Scenario,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z,Value.Delay,Value.CurrentRepetition
,,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",2022-10-20 9:48:32 AM,,,8971de99-20cc-42e0-947e-dab5a4c038f7,ApplicationStart,,,,,
0,10,,2022-10-20 9:59:06 AM,,false,8971de99-20cc-42e0-947e-dab5a4c038f7,FingerNoseConfig,,,,,
0,,,2022-10-20 9:59:06 AM,FingerNoseData,,,LeftControllerPosition,-1.4772871732711792,0.6933054327964783,0.40749266743659973,,
0,,,2022-10-20 9:59:06 AM,FingerNoseData,,,RightControllerPosition,0.0019168034195899963,0.673727810382843,0.17880554497241974,,
82,,,2022-10-20 9:59:06 AM,FingerNoseData,,,LeftControllerPosition,-1.4772874116897583,0.693304181098938,0.4074924886226654,,
82,,,2022-10-20 9:59:06 AM,FingerNoseData,,,RightControllerPosition,0.0020776076707988977,0.6740053296089172,0.17892572283744812,,
165,,,2022-10-20 9:59:06 AM,FingerNoseData,,,LeftControllerPosition,-1.4772876501083374,0.6933035254478455,0.40749233961105347,,
165,,,2022-10-20 9:59:06 AM,FingerNoseData,,,RightControllerPosition,0.0023410574067384005,0.673835813999176,0.17930255830287933,,
249,,,2022-10-20 9:59:06 AM,FingerNoseData,,,LeftControllerPosition,-1.4772876501083374,0.6933038830757141,0.40749233961105347,,
249,,,2022-10-20 9:59:06 AM,FingerNoseData,,,RightControllerPosition,0.0024780230596661568,0.6738808751106262,0.17948374152183533,,
332,,,2022-10-20 9:59:06 AM,FingerNoseData,,,LeftControllerPosition,-1.4772876501083374,0.6933037638664246,0.4074923098087311,,
332,,,2022-10-20 9:59:06 AM,FingerNoseData,,,RightControllerPosition,0.002701079472899437,0.6737297177314758,0.1796385645866394,,
416,,,2022-10-20 9:59:06 AM,FingerNoseData,,,LeftControllerPosition,-1.4772876501083374,0.693303644657135,0.40749236941337585,,
416,,,2022-10-20 9:59:06 AM,FingerNoseData,,,RightControllerPosition,0.003123717848211527,0.6731762290000916,0.1801076978445053,,
500,,,2022-10-20 9:59:07 AM,FingerNoseData,,,LeftControllerPosition,-1.4772876501083374,0.6933037638664246,0.4074923098087311,,
500,,,2022-10-20 9:59:07 AM,FingerNoseData,,,RightControllerPosition,0.005186878144741058,0.6716476082801819,0.18257831037044525,,
583,,,2022-10-20 9:59:07 AM,FingerNoseData,,,LeftControllerPosition,-1.4772875308990479,0.6933039426803589,0.40749242901802063,,
583,,,2022-10-20 9:59:07 AM,FingerNoseData,,,RightControllerPosition,0.01720244623720646,0.6810280680656433,0.19011899828910828,,
667,,,2022-10-20 9:59:07 AM,FingerNoseData,,,LeftControllerPosition,-1.4772876501083374,0.6933035850524902,0.40749236941337585,,
667,,,2022-10-20 9:59:07 AM,FingerNoseData,,,RightControllerPosition,0.04282672330737114,0.7145187854766846,0.21272529661655426,,
750,,,2022-10-20 9:59:07 AM,FingerNoseData,,,LeftControllerPosition,-1.4772876501083374,0.693303644657135,0.40749236941337585,,
750,,,2022-10-20 9:59:07 AM,FingerNoseData,,,RightControllerPosition,0.07205841690301895,0.7835947275161743,0.24111825227737427,,
834,,,2022-10-20 9:59:07 AM,FingerNoseData,,,LeftControllerPosition,-1.4772874116897583,0.6933044791221619,0.4074925482273102,,
834,,,2022-10-20 9:59:07 AM,FingerNoseData,,,RightControllerPosition,0.09903816878795624,0.8696275949478149,0.2638987898826599,,
917,,,2022-10-20 9:59:07 AM,FingerNoseData,,,LeftControllerPosition,-1.4772876501083374,0.6933035850524902,0.40749239921569824,,
917,,,2022-10-20 9:59:07 AM,FingerNoseData,,,RightControllerPosition,0.09426853805780411,0.9385392665863037,0.2762559950351715,,
1001,,,2022-10-20 9:59:07 AM,FingerNoseData,,,LeftControllerPosition,-1.4772875308990479,0.6933037042617798,0.40749242901802063,,
1001,,,2022-10-20 9:59:07 AM,FingerNoseData,,,RightControllerPosition,0.06117219105362892,0.970747172832489,0.2959901690483093,,
1084,,,2022-10-20 9:59:07 AM,FingerNoseData,,,LeftControllerPosition,-1.4772874116897583,0.6933038830757141,0.40749260783195496,,
1084,,,2022-10-20 9:59:07 AM,FingerNoseData,,,RightControllerPosition,0.02301079034805298,0.982471764087677,0.3181278705596924,,
1168,,,2022-10-20 9:59:07 AM,FingerNoseData,,,LeftControllerPosition,-1.4772876501083374,0.6933035850524902,0.40749236941337585,,
1168,,,2022-10-20 9:59:07 AM,FingerNoseData,,,RightControllerPosition,0.0025508031249046326,1.0049175024032593,0.3278261423110962,,
1251,,,2022-10-20 9:59:07 AM,FingerNoseData,,,LeftControllerPosition,-1.4772875308990479,0.6933037638664246,0.4074925184249878,,
1251,,,2022-10-20 9:59:07 AM,FingerNoseData,,,RightControllerPosition,-0.014445487409830093,1.0361567735671997,0.3243824541568756,,
1335,,,2022-10-20 9:59:07 AM,FingerNoseData,,,LeftControllerPosition,-1.4772874116897583,0.6933040618896484,0.4074925482273102,,
1335,,,2022-10-20 9:59:07 AM,FingerNoseData,,,RightControllerPosition,-0.03492012247443199,1.0589977502822876,0.3227582275867462,,
